Character,Gender,TitleOrClass,Role
ترک پولیس افسر (استنبول),Male,پولیس افسر,Minor
بس ڈرائیور (استنبول-تہران),Male,بس ڈرائیور,Minor
متشرع شاعر دوست,Male,شاعر / مذہبی دوست,Support
ہم عصر معمر شاعر,Male,ہم عصر شاعر,Minor
قریبی عزیز (شاعرہ کا رشتہ دار),Male,رشتہ دار,Minor
ٹام ڈولی,Male,تاریخی مجرم / گیت کا کردار,Minor
سوہنی,Female,لوک داستانی محبوبہ,Minor
صاحباں,Female,لوک داستانی محبوبہ,Minor
بدیع الجمال,Female,داستانی حسین,Minor
ہیر سیال,Female,لوک محبوبہ,Minor
لیلیٰ,Female,عاشقہ (Classical Lover),Minor
مجنوں,Male,عاشق (Classical Lover),Minor
حافظ برخوردار,Male,صوفی شاعر (Legendary),Minor
میاں محمد,Male,صوفی شاعر,Minor
وارث شاہ,Male,صوفی شاعر,Minor
کولرج,Male,انگریز شاعر,Minor
غالب,Male,شاعر,Minor
قراۃ العین طاہرہ,Female,شاعرہ / انقلابی,Minor
ابو نواس,Male,عربی شاعر,Minor
ٹالسٹائی,Male,ناول نگار,Minor
کالی داس,Male,ہندو کلاسیکی شاعر,Minor
شکنتلا,Female,اساطیری کردار,Minor
یوسف,Male,نبی / اساطیری حسن,Minor
اسماعیل,Male,نبی,Minor
عیسیٰ,Male,نبی,Minor
بی بی مریم,Female,مقدس خاتون,Minor
مائیکل اینجلو,Male,کلاکار,Minor
گورو نانک,Male,صوفی / سکھ پیشوا,Minor
شاہ حسین,Male,صوفی شاعر,Minor
سچل سرمت,Male,صوفی شاعر,Minor
منصور حلاج,Male,صوفی شہید,Minor
نتالیہ,Female,سید زادی / دیہاتی دانشور,Protagonist
بابا آستانہ رومی,Male,پیر / گدی نشین,Support
سوان (چھوٹے شاہ صاحب / پیر مٹھا),Male,پیر / گدی نشین بدعنوان,Antagonist
آپا ثریا,Female,دینی خادمہ / خانقاہی خاتون,Support
زوہراں مصلین,Female,غریب عورت / مریدہ,Minor
شیداں نائن,Female,دایہ / نائن,Minor
خضر (شیداں نائن کا بچہ),Male,بچہ,Minor
نتالیہ کے والد,Male,سید بزرگ / کاشتکار,Support
نتالیہ کی ماں,Female,گھر کی بزرگ خاتون,Support
پر نانا (نتالیہ کے پرنانا),Male,پر نانا / بزرگ,Minor
باجی (نتالیہ کی بہن),Female,بڑی بہن,Minor
پھوپھو (نتالیہ کی پھوپھو),Female,پھوپھو,Minor
بابا کا بھائی (دربار کا متولی),Male,متولی / مفاد پرست پیر,Antagonist
بابا کا خاص خادم (جنت میں شیطان),Male,خادم خانقاہ,Antagonist
ستارہ,Female,سہیلی,Minor
کی (نیم دوست و خادمہ),Female,خادمہ / نیم دوست,Minor
نتالیہ کا بھائی (ماسکو والا ماموں),Male,سیاسی کارکن / کمیونسٹ بھائی,Support
ناصر بخاری,Male,خاوند / دیاسپورا پاکستانی,Antagonist
روشی (بلی),Unknown,بلی (Pet Cat),Minor
فلقی (بلی),Unknown,بلی (Pet Cat),Minor
پروفیسر اعجاز,Male,پروفیسر,Minor
دادا امیر حیدر,Male,انقلابی رہنما,Minor
رودین (ٹی وی ادیب),Male,ادیب / دانشور,Protagonist
رودین کی بیوی,Female,بیوی,Support
رودین کے بیٹے,Male,بیٹے,Minor
ولیم ورڈزورتھ,Male,انگریز شاعر,Minor
احمد ندیم قاسمی,Male,ادیب / شاعر,Minor
قراۃ العین حیدر,Female,ناول نگار,Minor
شوکت صدیقی,Male,ناول نگار,Minor
الطاف فاطمہ,Female,ناول نگار,Minor
امام خمینی,Male,مذہبی راہنما,Minor
ضیاء الحق,Male,فوجی حکمران,Minor
ملکہ فرح,Female,ملکہ,Minor
اقبال,Male,شاعر / فلسفی,Minor
عطیہ فیضی,Female,خاتون ادیب / سماجی شخصیت,Minor
فیض احمد فیض,Male,شاعر,Minor
عبداللہ ملک,Male,صحافی,Minor
چی گویرا,Male,انقلابی لیڈر,Minor
حسن ناصر,Male,سیاسی کارکن,Minor
حبیب جالب,Male,انقلابی شاعر,Minor
عبد القادر جیلانی,Male,صوفی بزرگ,Minor
حضرت علی,Male,خلیفہ / امام,Minor
حبہ خاتون,Female,کشمیری شاعرہ,Minor
سیفو,Female,یونانی شاعرہ,Minor
ملکہ ترنم (نور جہاں),Female,گلوکارہ,Minor
امام حسین,Male,امام / شہید,Minor
مدر جینٹا,Female,کیتھولک راہبہ,Minor
زینب (نتالیہ کی بیٹی),Female,طالبہ مذہبی تقابل,Support
دارا (نتالیہ کا بیٹا),Male,گے ایکٹیوسٹ بیٹا,Support
دارا کا خاوند (سکھ),Male,سکھ خاوند,Support
سکینہ (نتالیہ کی بیٹی),Female,کم عمر بیٹی,Support
عزیزہ,Female,رشتہ دار عورت,Minor
عزیزہ کی بیٹی,Female,میٹرک یافتہ دیہاتی لڑکی,Minor
کزن (دربار والی),Female,کزن / مریدہ,Minor
حضرت عباس علمدار,Male,مذہبی علمدار,Minor
حضرت فاطمہ,Female,اہل بیت کی خاتون,Minor
فادر میکائین,Male,فادر / بشپ,Minor
میرا ایتھنی (استاد),Female,استاد,Minor
سسٹر فلورینہ,Female,راہبہ / استادہ,Minor
نسیم ایزو,Female,سکول سہیلی,Minor
نصرت بھٹو,Female,سیاسی رہنما کی بیگم,Minor
طاہرہ مظہر علی خان,Female,سوشلسٹ خاتون راہنما,Minor
عالیہ امام,Female,ادبی/سیاسی حوالہ,Minor
ولادیمیر لینن,Male,انقلابی نظریہ ساز,Minor
امرتا پریتم,Female,شاعرہ,Minor
ساحر لدھیانوی,Male,شاعر,Minor
مصطفیٰ زیدی,Male,شاعر,Minor
عبداللہ حسین,Male,ناول نگار,Minor
نجمی (اداس نسلیں),Female,افسانوی کردار,Minor
زینب ناصر جہاں,Female,مرثیہ کی علامتی زینب,Minor
آشاں بی بی,Female,مریدنی,Minor
فتح جنگ والی مریدنی,Female,مریدنی,Minor
چیکو (کتا),Unknown,کتا (Pet Dog),Minor
بوڑھا بر شیر (چڑیا گھر),Unknown,شیر (Zoo Animal),Minor
پروفیسر مسز قریشی,Female,پروفیسر,Minor
ماتیلا,Female,ناول کا کردار (سرخ و سیاہ),Minor
ژولیاں,Male,ناول کا کردار (سرخ و سیاہ),Minor
گوتم نیلمبر,Male,ناول کا کردار (آگ کا دریا),Minor
چمپا,Female,ناول کا کردار (آگ کا دریا),Minor
نرمل,Female,ناول کا کردار (آگ کا دریا),Minor
کمال (آگ کا دریا),Male,ناول کا کردار (آگ کا دریا),Minor
ہری شنکر,Male,ہندو مذہبی کردار,Minor
کرشن,Male,ہندو دیوتا,Minor
رادھا,Female,اساطیری محبوبہ,Minor
گوپیاں,Female,روحانی/اساطیری گروہ,Minor
حضرت مراد,Male,صوفی بزرگ,Minor
امرتا شیر گل,Female,مصوّرہ,Minor
شاہ گوری,Female,پہاڑی بلندی / استعارہ,Minor
گورو رجنیش,Male,روحانی گرو,Minor
مولانا روم,Male,صوفی شاعر / روحانی پیشوا,Minor
