Character_A,Character_B,Weight,Pages(centers),Pairs(pa:pb)
"او مادے دیوی","بھاریلی دیوی",48,"1 2 3 4 5 6 9 10 11 12 13 14 15 18 19 20 21 30 31 32 33 34 35 36 37 38 41 42 43 46","1:1 2:1 2:2 3:2 3:4 4:4 5:4 5:5 6:5 6:6 7:6 7:12 8:12 9:12 10:12 12:12 13:12 13:13 14:13 14:14 15:14 15:15 16:15 16:21 18:21 20:21 21:21 22:21 25:35 26:35 27:35 28:35 29:35 31:35 33:35 34:35 35:35 36:35 36:37 37:37 38:37 38:38 39:38 39:43 41:43 42:43 43:43 49:43"
"او مادے دیوی","بھاگا سنتری",22,"33 34 35 36 37 38 41 42 43 46 52 53 54 55","28:38 29:38 31:38 33:38 34:38 35:38 36:38 37:38 38:38 39:38 39:43 41:43 42:43 43:43 49:43 49:55 50:55 51:55 53:55 54:55 55:55 56:55"
"او مادے دیوی","بیرم جی میڑتے",31,"22 23 24 25 26 27 28 29 30 31 32 36 37 38 39 40 44 45 48 49 50","18:27 20:27 21:27 22:27 23:27 24:27 25:27 26:27 27:27 28:27 28:29 29:29 31:29 31:30 31:32 33:32 33:40 34:40 35:40 36:40 37:40 38:40 39:40 41:40 41:48 42:48 43:48 49:48 49:50 50:50 51:50"
"او مادے دیوی","جیت مالوت",12,"36 37 38 39 40 41 42","31:41 33:41 34:41 35:41 36:41 37:41 38:41 39:41 41:41 42:41 42:42 43:42"
"او مادے دیوی","خواص خان",8,"44 45 46 49 50","39:49 41:49 42:49 43:49 49:49 50:49 50:50 51:50"
"او مادے دیوی","دیوان اعظم",16,"3 4 5 6 16 17 18 19 20 21","1:6 2:6 3:6 4:6 5:6 6:6 7:6 12:21 13:21 14:21 15:21 16:21 18:21 20:21 21:21 22:21"
"او مادے دیوی","راؤ مالدیوجی",90,"1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 46 47 48 49 50 51 52 53 54 55 56","1:1 2:1 2:2 3:2 3:3 4:3 4:4 5:4 5:5 6:5 6:6 7:6 7:7 8:7 8:8 9:8 9:9 10:9 10:10 12:10 12:11 12:12 13:12 13:14 14:14 15:14 15:15 16:15 16:16 18:16 18:17 18:18 20:18 20:19 20:20 21:20 21:21 22:21 22:22 23:22 23:23 24:23 24:24 25:24 25:27 26:27 27:27 28:27 28:28 29:28 29:29 31:29 31:30 31:31 33:31 33:32 33:34 34:34 35:34 35:35 36:35 36:36 37:36 37:37 38:37 38:38 39:38 39:39 41:39 41:40 41:42 42:42 43:42 43:43 49:43 49:45 49:48 49:49 50:49 50:51 51:51 53:51 53:52 53:53 54:53 54:54 55:54 55:55 56:55 56:56"
"او مادے دیوی","رانی اندر",10,"5 6 7 8 9","1:9 2:9 3:9 4:9 5:9 6:9 7:9 8:9 9:9 10:9"
"او مادے دیوی","رانی راج بھائی",10,"5 6 7 8 9","1:9 2:9 3:9 4:9 5:9 6:9 7:9 8:9 9:9 10:9"
"او مادے دیوی","رانی سروپ دئی",40,"4 5 6 7 8 9 17 18 19 20 21 22 37 38 39 40 41 42 47 50 51 52 53 54","1:7 2:7 3:7 4:7 5:7 6:7 7:7 8:7 8:8 9:8 9:9 10:9 12:22 13:22 14:22 15:22 16:22 18:22 20:22 21:22 22:22 23:22 33:42 34:42 35:42 36:42 37:42 38:42 39:42 41:42 42:42 43:42 43:52 49:52 50:52 51:52 53:52 53:54 54:54 55:54"
"او مادے دیوی","رانی لا پھل دئی",8,"4 5 6 7","1:7 2:7 3:7 4:7 5:7 6:7 7:7 8:7"
"او مادے دیوی","رانی لاچھو دئی",22,"5 6 7 8 9 10 11 48 51 52 53 54 55 56","1:9 2:9 3:9 4:9 5:9 6:9 7:9 8:9 9:9 10:9 10:10 12:10 43:53 49:53 50:53 51:53 53:53 54:53 54:55 55:55 56:55 56:56"
"او مادے دیوی","رانی لاڈا",10,"5 6 7 8 9","1:9 2:9 3:9 4:9 5:9 6:9 7:9 8:9 9:9 10:9"
"او مادے دیوی","رانی نورنگ دئی",11,"5 6 7 8 9 10 11","1:10 2:10 3:10 4:10 5:10 6:10 7:10 8:10 9:10 10:10 12:10"
"او مادے دیوی","رانی پارتی",10,"5 6 7 8 9","1:9 2:9 3:9 4:9 5:9 6:9 7:9 8:9 9:9 10:9"
"او مادے دیوی","رانی پرماجی",7,"3 4 5 6","1:6 2:6 3:6 4:6 5:6 6:6 7:6"
"او مادے دیوی","رانی ہیر اوئی",10,"5 6 7 8 9","1:9 2:9 3:9 4:9 5:9 6:9 7:9 8:9 9:9 10:9"
"او مادے دیوی","راول جیسا میر",51,"1 2 3 4 5 6 9 10 11 12 13 14 15 16 17 20 21 22 23 27 28 29 30 31 32 33 40 41 42 43 44 47","1:2 2:2 3:2 3:3 4:3 4:4 5:4 5:5 6:5 6:6 7:6 7:11 8:11 9:11 10:11 12:11 12:13 13:13 14:13 14:14 15:14 15:15 16:15 16:16 18:16 18:17 18:23 20:23 21:23 22:23 23:23 24:23 24:31 25:31 26:31 27:31 28:31 29:31 31:31 33:31 33:33 34:33 35:45 36:45 37:45 38:45 39:45 41:45 42:45 43:45 49:45"
"او مادے دیوی","راگھو جی جوتشی",21,"2 3 4 5 6 10 11 12 13 14 16 17","1:4 2:4 3:4 4:4 5:4 5:5 6:5 6:6 7:6 7:13 8:13 9:13 10:13 12:13 13:13 14:13 14:14 15:14 15:17 16:17 18:17"
"او مادے دیوی","شیر شاہ سوری",39,"16 17 18 19 20 21 22 23 26 27 28 29 30 35 36 37 38 39 40 45 46 49 50 51 52","12:21 13:21 14:21 15:21 16:21 18:21 20:21 21:21 22:21 22:22 23:22 23:23 24:23 24:28 25:28 26:28 27:28 28:28 29:28 29:29 31:29 31:30 31:40 33:40 34:40 35:40 36:40 37:40 38:40 39:40 41:40 41:49 42:49 43:49 49:49 50:49 50:51 51:51 53:51"
"او مادے دیوی","مار رام",54,"4 5 6 7 10 11 12 13 14 18 19 20 21 27 28 29 30 31 32 37 38 39 40 41 42 47 50 51 52 53 54 55","1:7 2:7 3:7 4:7 5:7 6:7 7:7 8:7 8:12 9:12 10:12 12:12 13:12 13:14 14:14 15:14 15:21 16:21 18:21 20:21 21:21 22:21 22:32 23:32 24:32 25:32 26:32 27:32 28:32 29:32 31:32 33:32 33:41 34:41 35:41 36:41 37:41 38:41 39:41 41:41 42:41 42:42 43:42 43:52 49:52 50:52 51:52 53:52 53:53 54:53 54:54 55:54 55:55 56:55"
"او مادے دیوی","مل او دے سنگھ",19,"37 38 39 40 41 42 43 46 48 50 51 52 53","33:42 34:42 35:42 36:42 37:42 38:42 39:42 41:42 42:42 43:42 43:43 49:43 49:47 49:52 50:52 51:52 53:52 53:53 54:53"
"او مادے دیوی","وزیر اعظم",7,"3 4 5 6","1:6 2:6 3:6 4:6 5:6 6:6 7:6"
"او مادے دیوی","چند رسین",29,"22 23 24 25 26 27 38 39 40 41 42 43 46 50 51 52 54 55","18:27 20:27 21:27 22:27 23:27 24:27 25:27 26:27 27:27 28:27 33:43 34:43 35:43 36:43 37:43 38:43 39:43 41:43 42:43 43:43 49:43 49:52 50:52 51:52 53:52 53:55 54:55 55:55 56:55"
"او مادے دیوی","چندر رجوتی",9,"14 15 16 17 18 19","9:19 10:19 12:19 13:19 14:19 15:19 16:19 18:19 20:19"
"او مادے دیوی","چندو جی",10,"12 13 14 15 16 17","7:17 8:17 9:17 10:17 12:17 13:17 14:17 15:17 16:17 18:17"
"او مادے دیوی","ہمایوں بادشاہ",21,"16 17 18 19 20 21 22 23 26 27 28 29 30","12:21 13:21 14:21 15:21 16:21 18:21 20:21 21:21 22:21 22:22 23:22 23:23 24:23 24:28 25:28 26:28 27:28 28:28 29:28 29:29 31:29"
"اکبر رام","ایشور داس چارن",1,"16","12:20"
"اکبر رام","بھاریلی دیوی",7,"4 5 6 9 12","7:1 7:2 7:4 7:5 7:6 7:12 12:12"
"اکبر رام","دیوان اعظم",2,"6 16","7:6 12:21"
"اکبر رام","راؤ مالدیوجی",13,"4 5 6 7 9 10 11 12","7:1 7:2 7:3 7:4 7:5 7:6 7:7 12:7 12:8 12:9 12:10 12:11 12:12"
"اکبر رام","رانی اندر",2,"8 10","7:9 12:9"
"اکبر رام","رانی راج بھائی",2,"8 10","7:9 12:9"
"اکبر رام","رانی سروپ دئی",5,"7 9 10 17","7:7 12:7 12:8 12:9 12:22"
"اکبر رام","رانی لا پھل دئی",2,"7 9","7:7 12:7"
"اکبر رام","رانی لاچھو دئی",3,"8 10 11","7:9 12:9 12:10"
"اکبر رام","رانی لاڈا",2,"8 10","7:9 12:9"
"اکبر رام","رانی نورنگ دئی",2,"8 11","7:10 12:10"
"اکبر رام","رانی پارتی",2,"8 10","7:9 12:9"
"اکبر رام","رانی پرماجی",1,"6","7:6"
"اکبر رام","رانی ہیر اوئی",2,"8 10","7:9 12:9"
"اکبر رام","راول جیسا میر",8,"4 5 6 9 11 12","7:2 7:3 7:4 7:5 7:6 7:11 12:11 12:13"
"اکبر رام","راگھو جی جوتشی",5,"5 6 10 12","7:4 7:5 7:6 7:13 12:13"
"اکبر رام","شیر شاہ سوری",1,"16","12:21"
"اکبر رام","مار رام",3,"7 9 12","7:7 12:7 12:12"
"اکبر رام","وزیر اعظم",1,"6","7:6"
"اکبر رام","چندر رجوتی",1,"15","12:19"
"اکبر رام","چندو جی",2,"12 14","7:17 12:17"
"اکبر رام","ہمایوں بادشاہ",1,"16","12:21"
"ایشور داس چارن","بھاریلی دیوی",21,"16 17 20 21 30 31 32 33 34 35 36 37 38 41","20:12 20:13 20:14 20:15 20:21 21:21 22:21 25:35 27:35 28:35 29:35 31:35 33:35 34:35 35:35 36:35 36:37 38:37 38:38 39:38 39:43"
"ایشور داس چارن","بھاگا سنتری",10,"33 34 35 36 37 38 41","28:38 29:38 31:38 33:38 34:38 35:38 36:38 38:38 39:38 39:43"
"ایشور داس چارن","بیرم جی میڑتے",20,"23 24 25 26 27 28 29 30 31 32 36 37 38 39","20:27 21:27 22:27 23:27 24:27 25:27 27:27 28:27 28:29 29:29 31:29 31:30 31:32 33:32 33:40 34:40 35:40 36:40 38:40 39:40"
"ایشور داس چارن","جیت مالوت",7,"36 37 38 39 40","31:41 33:41 34:41 35:41 36:41 38:41 39:41"
"ایشور داس چارن","خواص خان",1,"44","39:49"
"ایشور داس چارن","دیوان اعظم",3,"20 21","20:21 21:21 22:21"
"ایشور داس چارن","راؤ مالدیوجی",41,"15 16 17 18 19 20 21 22 23 24 26 27 28 29 30 31 32 33 34 35 36 37 38 39","20:10 20:11 20:12 20:14 20:15 20:16 20:17 20:18 20:19 20:20 21:20 21:21 22:21 22:22 23:22 23:23 24:23 24:24 25:24 25:27 27:27 28:27 28:28 29:28 29:29 31:29 31:30 31:31 33:31 33:32 33:34 34:34 35:34 35:35 36:35 36:36 38:36 38:37 38:38 39:38 39:39"
"ایشور داس چارن","رانی سروپ دئی",10,"21 22 37 38 39 40","20:22 21:22 22:22 23:22 33:42 34:42 35:42 36:42 38:42 39:42"
"ایشور داس چارن","رانی لاچھو دئی",1,"15","20:10"
"ایشور داس چارن","رانی نورنگ دئی",1,"15","20:10"
"ایشور داس چارن","راول جیسا میر",24,"15 16 17 18 21 22 23 27 28 29 30 31 32 33 40 41 42","20:11 20:13 20:14 20:15 20:16 20:17 20:23 21:23 22:23 23:23 24:23 24:31 25:31 27:31 28:31 29:31 31:31 33:31 33:33 34:33 35:45 36:45 38:45 39:45"
"ایشور داس چارن","راگھو جی جوتشی",3,"16 17 18","20:13 20:14 20:17"
"ایشور داس چارن","شیر شاہ سوری",22,"20 21 22 23 26 27 28 29 30 35 36 37 38 39","20:21 21:21 22:21 22:22 23:22 23:23 24:23 24:28 25:28 27:28 28:28 29:28 29:29 31:29 31:30 31:40 33:40 34:40 35:40 36:40 38:40 39:40"
"ایشور داس چارن","مار رام",20,"16 17 20 21 27 28 29 30 31 32 37 38 39 40","20:12 20:14 20:21 21:21 22:21 22:32 23:32 24:32 25:32 27:32 28:32 29:32 31:32 33:32 33:41 34:41 35:41 36:41 38:41 39:41"
"ایشور داس چارن","مل او دے سنگھ",6,"37 38 39 40","33:42 34:42 35:42 36:42 38:42 39:42"
"ایشور داس چارن","چند رسین",14,"23 24 25 26 27 38 39 40 41","20:27 21:27 22:27 23:27 24:27 25:27 27:27 28:27 33:43 34:43 35:43 36:43 38:43 39:43"
"ایشور داس چارن","چندر رجوتی",1,"19","20:19"
"ایشور داس چارن","چندو جی",1,"18","20:17"
"ایشور داس چارن","ہمایوں بادشاہ",14,"20 21 22 23 26 27 28 29 30","20:21 21:21 22:21 22:22 23:22 23:23 24:23 24:28 25:28 27:28 28:28 29:28 29:29 31:29"
"بھاریلی دیوی","بھاگا سنتری",5,"36 37 38 40 43","35:38 37:38 38:38 43:38 43:43"
"بھاریلی دیوی","بیرم جی میڑتے",10,"24 31 32 33 37 38 39 41 45","21:27 35:27 35:29 35:30 35:32 35:40 37:40 38:40 43:40 43:48"
"بھاریلی دیوی","جیت مالوت",5,"38 39 42","35:41 37:41 38:41 43:41 43:42"
"بھاریلی دیوی","خواص خان",1,"46","43:49"
"بھاریلی دیوی","دیوان اعظم",11,"3 4 5 6 9 16 17 18 21","1:6 2:6 4:6 5:6 6:6 12:6 12:21 13:21 14:21 15:21 21:21"
"بھاریلی دیوی","راؤ مالدیوجی",47,"1 2 3 4 5 6 9 10 11 12 13 14 15 18 19 20 21 31 32 33 34 35 36 37 38 40 41 42 43","1:1 2:1 2:2 4:2 4:3 4:4 5:4 5:5 6:5 6:6 12:6 12:7 12:8 12:9 12:10 12:11 12:12 13:12 13:14 14:14 15:14 15:15 21:15 21:16 21:17 21:18 21:19 21:20 21:21 35:27 35:28 35:29 35:30 35:31 35:32 35:34 35:35 37:35 37:36 37:37 38:37 38:38 43:38 43:39 43:40 43:42 43:43"
"بھاریلی دیوی","رانی اندر",6,"5 6 7 10","1:9 2:9 4:9 5:9 6:9 12:9"
"بھاریلی دیوی","رانی راج بھائی",6,"5 6 7 10","1:9 2:9 4:9 5:9 6:9 12:9"
"بھاریلی دیوی","رانی سروپ دئی",18,"4 5 6 9 10 17 18 21 38 39 40 42 47","1:7 2:7 4:7 5:7 6:7 12:7 12:8 12:9 12:22 13:22 14:22 15:22 21:22 35:42 37:42 38:42 43:42 43:52"
"بھاریلی دیوی","رانی لا پھل دئی",6,"4 5 6 9","1:7 2:7 4:7 5:7 6:7 12:7"
"بھاریلی دیوی","رانی لاچھو دئی",8,"5 6 7 10 11 48","1:9 2:9 4:9 5:9 6:9 12:9 12:10 43:53"
"بھاریلی دیوی","رانی لاڈا",6,"5 6 7 10","1:9 2:9 4:9 5:9 6:9 12:9"
"بھاریلی دیوی","رانی نورنگ دئی",6,"5 6 7 8 11","1:10 2:10 4:10 5:10 6:10 12:10"
"بھاریلی دیوی","رانی پارتی",6,"5 6 7 10","1:9 2:9 4:9 5:9 6:9 12:9"
"بھاریلی دیوی","رانی پرماجی",6,"3 4 5 6 9","1:6 2:6 4:6 5:6 6:6 12:6"
"بھاریلی دیوی","رانی ہیر اوئی",6,"5 6 7 10","1:9 2:9 4:9 5:9 6:9 12:9"
"بھاریلی دیوی","راول جیسا میر",27,"1 2 3 4 5 6 9 11 12 13 14 15 18 19 22 33 34 40 41 44","1:2 2:2 4:2 4:3 4:4 5:4 5:5 6:5 6:6 12:6 12:11 12:13 13:13 14:13 14:14 15:14 15:15 21:15 21:16 21:17 21:23 35:31 35:33 35:45 37:45 38:45 43:45"
"بھاریلی دیوی","راگھو جی جوتشی",15,"2 3 4 5 6 9 12 13 14 16 19","1:4 2:4 4:4 5:4 5:5 6:5 6:6 12:6 12:13 13:13 14:13 14:14 15:14 15:17 21:17"
"بھاریلی دیوی","شیر شاہ سوری",13,"16 17 18 21 31 32 37 38 39 41 46","12:21 13:21 14:21 15:21 21:21 35:28 35:29 35:30 35:40 37:40 38:40 43:40 43:49"
"بھاریلی دیوی","مار رام",20,"4 5 6 9 12 13 14 18 21 33 38 39 42 47","1:7 2:7 4:7 5:7 6:7 12:7 12:12 13:12 13:14 14:14 15:14 15:21 21:21 35:32 35:41 37:41 38:41 43:41 43:42 43:52"
"بھاریلی دیوی","مل او دے سنگھ",5,"38 39 40 42 43","35:42 37:42 38:42 43:42 43:43"
"بھاریلی دیوی","وزیر اعظم",6,"3 4 5 6 9","1:6 2:6 4:6 5:6 6:6 12:6"
"بھاریلی دیوی","چند رسین",6,"24 31 39 40 43","21:27 35:27 35:43 37:43 38:43 43:43"
"بھاریلی دیوی","چندر رجوتی",5,"15 16 17 20","12:19 13:19 14:19 15:19 21:19"
"بھاریلی دیوی","چندو جی",5,"14 15 16 19","12:17 13:17 14:17 15:17 21:17"
"بھاریلی دیوی","ہمایوں بادشاہ",7,"16 17 18 21 31 32","12:21 13:21 14:21 15:21 21:21 35:28 35:29"
"بھاگا سنتری","بیرم جی میڑتے",8,"33 34 35 39 41 45 51 52","38:29 38:30 38:32 38:40 43:40 43:48 55:48 55:50"
"بھاگا سنتری","جیت مالوت",3,"39 42","38:41 43:41 43:42"
"بھاگا سنتری","خواص خان",3,"46 52","43:49 55:49 55:50"
"بھاگا سنتری","راؤ مالدیوجی",23,"33 34 35 36 37 38 40 41 42 43 50 51 52 53 54 55","38:28 38:29 38:30 38:31 38:32 38:34 38:35 38:36 38:37 38:38 43:38 43:39 43:40 43:42 43:43 55:45 55:48 55:49 55:51 55:52 55:53 55:54 55:55"
"بھاگا سنتری","رانی سروپ دئی",5,"40 42 47 53 54","38:42 43:42 43:52 55:52 55:54"
"بھاگا سنتری","رانی لاچھو دئی",3,"48 54 55","43:53 55:53 55:55"
"بھاگا سنتری","راول جیسا میر",5,"34 35 41 44 50","38:31 38:33 38:45 43:45 55:45"
"بھاگا سنتری","شیر شاہ سوری",8,"33 34 39 41 46 52 53","38:28 38:29 38:30 38:40 43:40 43:49 55:49 55:51"
"بھاگا سنتری","مار رام",9,"35 39 42 47 53 54 55","38:32 38:41 43:41 43:42 43:52 55:52 55:53 55:54 55:55"
"بھاگا سنتری","مل او دے سنگھ",6,"40 42 43 51 53 54","38:42 43:42 43:43 55:47 55:52 55:53"
"بھاگا سنتری","چند رسین",4,"40 43 53 55","38:43 43:43 55:52 55:55"
"بھاگا سنتری","ہمایوں بادشاہ",2,"33","38:28 38:29"
"بیرم جی میڑتے","جیت مالوت",4,"36 40 44 45","32:41 40:41 48:41 48:42"
"بیرم جی میڑتے","خواص خان",4,"44 48 49 50","40:49 48:49 50:49 50:50"
"بیرم جی میڑتے","دیوان اعظم",1,"24","27:21"
"بیرم جی میڑتے","راؤ مالدیوجی",33,"22 23 24 25 27 28 29 30 31 32 36 37 38 39 40 44 45 46 48 49 50","27:17 27:18 27:19 27:20 27:21 27:22 27:23 27:24 27:27 29:27 29:28 29:29 30:29 30:30 32:30 32:31 32:32 40:32 40:34 40:35 40:36 40:37 40:38 40:39 40:40 48:40 48:42 48:43 48:45 48:48 50:48 50:49 50:51"
"بیرم جی میڑتے","رانی سروپ دئی",6,"24 37 41 45 50 51","27:22 32:42 40:42 48:42 48:52 50:52"
"بیرم جی میڑتے","رانی لاچھو دئی",2,"50 51","48:53 50:53"
"بیرم جی میڑتے","راول جیسا میر",10,"22 25 29 30 31 32 36 42 46","27:17 27:23 27:31 29:31 30:31 32:31 32:33 40:33 40:45 48:45"
"بیرم جی میڑتے","راگھو جی جوتشی",1,"22","27:17"
"بیرم جی میڑتے","شیر شاہ سوری",15,"24 25 27 28 29 30 31 36 40 44 48 49 50","27:21 27:22 27:23 27:28 29:28 29:29 30:29 30:30 32:30 32:40 40:40 48:40 48:49 50:49 50:51"
"بیرم جی میڑتے","مار رام",11,"24 29 30 31 32 36 40 44 45 50 51","27:21 27:32 29:32 30:32 32:32 40:32 40:41 48:41 48:42 48:52 50:52"
"بیرم جی میڑتے","مل او دے سنگھ",7,"37 41 45 47 50 51","32:42 40:42 48:42 48:43 48:47 48:52 50:52"
"بیرم جی میڑتے","چند رسین",6,"27 28 41 45 50 51","27:27 29:27 40:43 48:43 48:52 50:52"
"بیرم جی میڑتے","چندر رجوتی",1,"23","27:19"
"بیرم جی میڑتے","چندو جی",1,"22","27:17"
"بیرم جی میڑتے","ہمایوں بادشاہ",7,"24 25 27 28 29","27:21 27:22 27:23 27:28 29:28 29:29 30:29"
"جیت مالوت","خواص خان",2,"45","41:49 42:49"
"جیت مالوت","راؤ مالدیوجی",11,"36 37 38 39 40 41 42","41:31 41:32 41:34 41:35 41:36 41:37 41:38 41:39 41:40 41:42 42:42"
"جیت مالوت","رانی سروپ دئی",2,"41 42","41:42 42:42"
"جیت مالوت","راول جیسا میر",4,"36 37 43","41:31 41:33 41:45 42:45"
"جیت مالوت","شیر شاہ سوری",3,"40 45","41:40 41:49 42:49"
"جیت مالوت","مار رام",4,"36 41 42","41:32 41:41 42:41 42:42"
"جیت مالوت","مل او دے سنگھ",2,"41 42","41:42 42:42"
"جیت مالوت","چند رسین",2,"42","41:43 42:43"
"خواص خان","راؤ مالدیوجی",9,"44 45 46 47 48 49 50","49:39 49:40 49:42 49:43 49:45 49:48 49:49 50:49 50:51"
"خواص خان","رانی سروپ دئی",3,"45 50 51","49:42 49:52 50:52"
"خواص خان","رانی لاچھو دئی",2,"51","49:53 50:53"
"خواص خان","راول جیسا میر",1,"47","49:45"
"خواص خان","شیر شاہ سوری",4,"44 49 50","49:40 49:49 50:49 50:51"
"خواص خان","مار رام",4,"45 50 51","49:41 49:42 49:52 50:52"
"خواص خان","مل او دے سنگھ",5,"45 46 48 50 51","49:42 49:43 49:47 49:52 50:52"
"خواص خان","چند رسین",3,"46 50 51","49:43 49:52 50:52"
"دیوان اعظم","راؤ مالدیوجی",16,"3 4 5 6 16 17 18 19 20 21","6:1 6:2 6:3 6:4 6:5 6:6 21:11 21:12 21:14 21:15 21:16 21:17 21:18 21:19 21:20 21:21"
"دیوان اعظم","رانی اندر",1,"7","6:9"
"دیوان اعظم","رانی راج بھائی",1,"7","6:9"
"دیوان اعظم","رانی سروپ دئی",2,"6 21","6:7 21:22"
"دیوان اعظم","رانی لا پھل دئی",1,"6","6:7"
"دیوان اعظم","رانی لاچھو دئی",1,"7","6:9"
"دیوان اعظم","رانی لاڈا",1,"7","6:9"
"دیوان اعظم","رانی نورنگ دئی",1,"8","6:10"
"دیوان اعظم","رانی پارتی",1,"7","6:9"
"دیوان اعظم","رانی پرماجی",1,"6","6:6"
"دیوان اعظم","رانی ہیر اوئی",1,"7","6:9"
"دیوان اعظم","راول جیسا میر",12,"4 5 6 16 17 18 19 22","6:2 6:3 6:4 6:5 6:6 21:11 21:13 21:14 21:15 21:16 21:17 21:23"
"دیوان اعظم","راگھو جی جوتشی",6,"5 6 17 19","6:4 6:5 6:6 21:13 21:14 21:17"
"دیوان اعظم","شیر شاہ سوری",1,"21","21:21"
"دیوان اعظم","مار رام",4,"6 16 17 21","6:7 21:12 21:14 21:21"
"دیوان اعظم","وزیر اعظم",1,"6","6:6"
"دیوان اعظم","چند رسین",1,"24","21:27"
"دیوان اعظم","چندر رجوتی",1,"20","21:19"
"دیوان اعظم","چندو جی",1,"19","21:17"
"دیوان اعظم","ہمایوں بادشاہ",1,"21","21:21"
"راؤ مالدیوجی","رانی اندر",10,"5 6 7 8 9","1:9 2:9 3:9 4:9 5:9 6:9 7:9 8:9 9:9 10:9"
"راؤ مالدیوجی","رانی راج بھائی",10,"5 6 7 8 9","1:9 2:9 3:9 4:9 5:9 6:9 7:9 8:9 9:9 10:9"
"راؤ مالدیوجی","رانی سروپ دئی",43,"4 5 6 7 8 9 17 18 19 20 21 22 37 38 39 40 41 42 47 48 50 51 52 53 54","1:7 2:7 3:7 4:7 5:7 6:7 7:7 8:7 8:8 9:8 9:9 10:9 12:22 14:22 15:22 16:22 17:22 18:22 19:22 20:22 21:22 22:22 23:22 32:42 34:42 35:42 36:42 37:42 38:42 39:42 40:42 42:42 43:42 43:52 45:52 48:52 49:52 51:52 52:52 53:52 53:54 54:54 55:54"
"راؤ مالدیوجی","رانی لا پھل دئی",8,"4 5 6 7","1:7 2:7 3:7 4:7 5:7 6:7 7:7 8:7"
