Character_A,Character_B,Weight,Pages(centers),Pairs(pa:pb)
"او مادے دیوی","راؤ مالدیوجی",89,"1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 47 48 49 50 51 52 53 54 55 56","1:1 2:1 2:2 3:2 3:3 4:3 4:4 5:4 5:5 6:5 6:6 7:6 7:7 8:7 8:8 9:8 9:9 10:9 10:10 12:10 12:11 12:12 13:12 13:14 14:14 15:14 15:15 16:15 16:16 18:16 18:17 18:18 20:18 20:19 20:20 21:20 21:21 22:21 22:22 23:22 23:23 24:23 24:24 25:24 25:27 26:27 27:27 28:27 28:28 29:28 29:29 31:29 31:30 31:31 33:31 33:32 33:34 34:34 35:34 35:35 36:35 36:36 37:36 37:37 38:37 38:38 39:38 39:39 41:39 41:40 41:42 42:42 43:42 43:43 49:45 49:48 49:49 50:49 50:51 51:51 53:51 53:52 53:53 54:53 54:54 55:54 55:55 56:55 56:56"
"او مادے دیوی","رانی اندر",7,"6 7 8 9","4:9 5:9 6:9 7:9 8:9 9:9 10:9"
"او مادے دیوی","رانی راج بھائی",7,"6 7 8 9","4:9 5:9 6:9 7:9 8:9 9:9 10:9"
"او مادے دیوی","رانی سروپ دئی",29,"4 5 6 7 8 9 20 21 22 39 40 41 42 50 51 52 53 54","2:7 3:7 4:7 5:7 6:7 7:7 8:7 8:8 9:8 9:9 10:9 18:22 20:22 21:22 22:22 23:22 37:42 38:42 39:42 41:42 42:42 43:42 49:52 50:52 51:52 53:52 53:54 54:54 55:54"
"او مادے دیوی","رانی لا پھل دئی",7,"4 5 6 7","2:7 3:7 4:7 5:7 6:7 7:7 8:7"
"او مادے دیوی","رانی لاچھو دئی",18,"6 7 8 9 10 11 51 52 53 54 55 56","4:9 5:9 6:9 7:9 8:9 9:9 10:9 10:10 12:10 49:53 50:53 51:53 53:53 54:53 54:55 55:55 56:55 56:56"
"او مادے دیوی","رانی لاڈا",7,"6 7 8 9","4:9 5:9 6:9 7:9 8:9 9:9 10:9"
"او مادے دیوی","رانی نورنگ دئی",7,"7 8 9 10 11","5:10 6:10 7:10 8:10 9:10 10:10 12:10"
"او مادے دیوی","رانی پارتی",7,"6 7 8 9","4:9 5:9 6:9 7:9 8:9 9:9 10:9"
"او مادے دیوی","رانی پرماجی",7,"3 4 5 6","1:6 2:6 3:6 4:6 5:6 6:6 7:6"
"او مادے دیوی","رانی ہیر اوئی",7,"6 7 8 9","4:9 5:9 6:9 7:9 8:9 9:9 10:9"
"او مادے دیوی","راول جیسا میر",44,"1 2 3 4 5 6 9 10 11 12 13 14 15 16 17 20 21 22 23 28 29 30 31 32 33 43 44 47","1:2 2:2 3:2 3:3 4:3 4:4 5:4 5:5 6:5 6:6 7:6 7:11 8:11 9:11 10:11 12:11 12:13 13:13 14:13 14:14 15:14 15:15 16:15 16:16 18:16 18:17 18:23 20:23 21:23 22:23 23:23 24:23 26:31 27:31 28:31 29:31 31:31 33:31 33:33 34:33 41:45 42:45 43:45 49:45"
"او مادے دیوی","راگھو جی جوتشی",20,"2 3 4 5 6 10 11 12 13 14 16 17","1:4 2:4 3:4 4:4 5:4 5:5 6:5 6:6 7:6 8:13 9:13 10:13 12:13 13:13 14:13 14:14 15:14 15:17 16:17 18:17"
"او مادے دیوی","شیر شاہ سوری",29,"18 19 20 21 22 23 26 27 28 29 30 37 38 39 40 49 50 51 52","16:21 18:21 20:21 21:21 22:21 22:22 23:22 23:23 24:23 24:28 25:28 26:28 27:28 28:28 29:28 29:29 31:29 31:30 35:40 36:40 37:40 38:40 39:40 41:40 49:49 50:49 50:51 51:51 53:51"
"او مادے دیوی","مار رام",43,"4 5 6 7 10 11 12 13 14 18 19 20 21 29 30 31 32 38 39 40 41 42 50 51 52 53 54 55","2:7 3:7 4:7 5:7 6:7 7:7 8:7 8:12 9:12 10:12 12:12 13:12 13:14 14:14 15:14 16:21 18:21 20:21 21:21 22:21 27:32 28:32 29:32 31:32 33:32 36:41 37:41 38:41 39:41 41:41 42:41 42:42 43:42 49:52 50:52 51:52 53:52 53:53 54:53 54:54 55:54 55:55 56:55"
"او مادے دیوی","مل او دے سنگھ",14,"39 40 41 42 43 48 50 51 52 53","37:42 38:42 39:42 41:42 42:42 43:42 43:43 49:47 49:52 50:52 51:52 53:52 53:53 54:53"
"او مادے دیوی","وزیر اعظم",7,"3 4 5 6","1:6 2:6 3:6 4:6 5:6 6:6 7:6"
"او مادے دیوی","چند رسین",20,"24 25 26 27 40 41 42 43 50 51 52 54 55","22:27 23:27 24:27 25:27 26:27 27:27 28:27 38:43 39:43 41:43 42:43 43:43 49:52 50:52 51:52 53:52 53:55 54:55 55:55 56:55"
"او مادے دیوی","چندر رجوتی",5,"16 17 18 19","14:19 15:19 16:19 18:19 20:19"
"او مادے دیوی","چندو جی",6,"14 15 16 17","12:17 13:17 14:17 15:17 16:17 18:17"
"او مادے دیوی","ہمایوں بادشاہ",17,"18 19 20 21 22 23 26 27 28 29 30","16:21 18:21 20:21 21:21 22:21 22:22 23:22 23:23 24:23 24:28 25:28 26:28 27:28 28:28 29:28 29:29 31:29"
"اکبر رام","بھاریلی دیوی",6,"4 5 6 9 12","7:2 7:4 7:5 7:6 7:12 12:12"
"اکبر رام","دیوان اعظم",1,"6","7:6"
"اکبر رام","راؤ مالدیوجی",12,"4 5 6 7 9 10 11 12","7:2 7:3 7:4 7:5 7:6 7:7 12:7 12:8 12:9 12:10 12:11 12:12"
"اکبر رام","رانی اندر",2,"8 10","7:9 12:9"
"اکبر رام","رانی راج بھائی",2,"8 10","7:9 12:9"
"اکبر رام","رانی سروپ دئی",4,"7 9 10","7:7 12:7 12:8 12:9"
"اکبر رام","رانی لا پھل دئی",2,"7 9","7:7 12:7"
"اکبر رام","رانی لاچھو دئی",3,"8 10 11","7:9 12:9 12:10"
"اکبر رام","رانی لاڈا",2,"8 10","7:9 12:9"
"اکبر رام","رانی نورنگ دئی",2,"8 11","7:10 12:10"
"اکبر رام","رانی پارتی",2,"8 10","7:9 12:9"
"اکبر رام","رانی پرماجی",1,"6","7:6"
"اکبر رام","رانی ہیر اوئی",2,"8 10","7:9 12:9"
"اکبر رام","راول جیسا میر",8,"4 5 6 9 11 12","7:2 7:3 7:4 7:5 7:6 7:11 12:11 12:13"
"اکبر رام","راگھو جی جوتشی",4,"5 6 12","7:4 7:5 7:6 12:13"
"اکبر رام","مار رام",3,"7 9 12","7:7 12:7 12:12"
"اکبر رام","وزیر اعظم",1,"6","7:6"
"اکبر رام","چندو جی",1,"14","12:17"
"ایشور داس چارن","بھاریلی دیوی",14,"17 20 21 33 34 35 36 37 38 41","20:15 20:21 21:21 22:21 31:35 33:35 34:35 35:35 36:35 36:37 38:37 38:38 39:38 39:43"
"ایشور داس چارن","بھاگا سنتری",7,"35 36 37 38 41","33:38 34:38 35:38 36:38 38:38 39:38 39:43"
"ایشور داس چارن","بیرم جی میڑتے",16,"24 25 26 27 28 29 30 31 32 37 38 39","22:27 23:27 24:27 25:27 27:27 28:27 28:29 29:29 31:29 31:30 31:32 33:32 35:40 36:40 38:40 39:40"
"ایشور داس چارن","جیت مالوت",3,"38 39 40","36:41 38:41 39:41"
"ایشور داس چارن","دیوان اعظم",3,"20 21","20:21 21:21 22:21"
"ایشور داس چارن","راؤ مالدیوجی",37,"17 18 19 20 21 22 23 24 26 27 28 29 30 31 32 33 34 35 36 37 38 39","20:15 20:16 20:17 20:18 20:19 20:20 21:20 21:21 22:21 22:22 23:22 23:23 24:23 24:24 25:24 25:27 27:27 28:27 28:28 29:28 29:29 31:29 31:30 31:31 33:31 33:32 33:34 34:34 35:34 35:35 36:35 36:36 38:36 38:37 38:38 39:38 39:39"
"ایشور داس چارن","رانی سروپ دئی",6,"21 22 40","20:22 21:22 22:22 23:22 38:42 39:42"
"ایشور داس چارن","راول جیسا میر",15,"17 18 21 22 23 29 30 31 32 33","20:15 20:16 20:17 20:23 21:23 22:23 23:23 24:23 27:31 28:31 29:31 31:31 33:31 33:33 34:33"
"ایشور داس چارن","راگھو جی جوتشی",1,"18","20:17"
"ایشور داس چارن","شیر شاہ سوری",19,"20 21 22 23 26 27 28 29 30 37 38 39","20:21 21:21 22:21 22:22 23:22 23:23 24:23 24:28 25:28 27:28 28:28 29:28 29:29 31:29 31:30 35:40 36:40 38:40 39:40"
"ایشور داس چارن","مار رام",11,"20 21 29 30 31 32 38 39 40","20:21 21:21 22:21 27:32 28:32 29:32 31:32 33:32 36:41 38:41 39:41"
"ایشور داس چارن","مل او دے سنگھ",2,"40","38:42 39:42"
"ایشور داس چارن","چند رسین",8,"24 25 26 27 40 41","22:27 23:27 24:27 25:27 27:27 28:27 38:43 39:43"
"ایشور داس چارن","چندر رجوتی",1,"19","20:19"
"ایشور داس چارن","چندو جی",1,"18","20:17"
"ایشور داس چارن","ہمایوں بادشاہ",14,"20 21 22 23 26 27 28 29 30","20:21 21:21 22:21 22:22 23:22 23:23 24:23 24:28 25:28 27:28 28:28 29:28 29:29 31:29"
"بھاریلی دیوی","بھاگا سنتری",5,"36 37 38 40 43","35:38 37:38 38:38 43:38 43:43"
"بھاریلی دیوی","بیرم جی میڑتے",7,"32 33 37 38 39 41 45","35:30 35:32 35:40 37:40 38:40 43:40 43:48"
"بھاریلی دیوی","جیت مالوت",4,"39 42","37:41 38:41 43:41 43:42"
"بھاریلی دیوی","دیوان اعظم",6,"3 4 5 6 21","1:6 2:6 4:6 5:6 6:6 21:21"
"بھاریلی دیوی","راؤ مالدیوجی",42,"1 2 3 4 5 6 9 10 11 12 13 14 15 18 19 20 21 32 33 34 35 36 37 38 40 41 42 43","1:1 2:1 2:2 4:2 4:3 4:4 5:4 5:5 6:5 6:6 12:7 12:8 12:9 12:10 12:11 12:12 13:12 13:14 14:14 15:14 15:15 21:16 21:17 21:18 21:19 21:20 21:21 35:30 35:31 35:32 35:34 35:35 37:35 37:36 37:37 38:37 38:38 43:38 43:39 43:40 43:42 43:43"
"بھاریلی دیوی","رانی اندر",4,"6 7 10","4:9 5:9 6:9 12:9"
"بھاریلی دیوی","رانی راج بھائی",4,"6 7 10","4:9 5:9 6:9 12:9"
"بھاریلی دیوی","رانی سروپ دئی",11,"4 5 6 9 10 21 39 40 42","2:7 4:7 5:7 6:7 12:7 12:8 12:9 21:22 37:42 38:42 43:42"
"بھاریلی دیوی","رانی لا پھل دئی",5,"4 5 6 9","2:7 4:7 5:7 6:7 12:7"
"بھاریلی دیوی","رانی لاچھو دئی",5,"6 7 10 11","4:9 5:9 6:9 12:9 12:10"
"بھاریلی دیوی","رانی لاڈا",4,"6 7 10","4:9 5:9 6:9 12:9"
"بھاریلی دیوی","رانی نورنگ دئی",3,"7 8 11","5:10 6:10 12:10"
"بھاریلی دیوی","رانی پارتی",4,"6 7 10","4:9 5:9 6:9 12:9"
"بھاریلی دیوی","رانی پرماجی",5,"3 4 5 6","1:6 2:6 4:6 5:6 6:6"
"بھاریلی دیوی","رانی ہیر اوئی",4,"6 7 10","4:9 5:9 6:9 12:9"
"بھاریلی دیوی","راول جیسا میر",22,"1 2 3 4 5 6 11 12 13 14 15 18 19 22 33 34 44","1:2 2:2 4:2 4:3 4:4 5:4 5:5 6:5 6:6 12:11 12:13 13:13 14:13 14:14 15:14 15:15 21:16 21:17 21:23 35:31 35:33 43:45"
"بھاریلی دیوی","راگھو جی جوتشی",14,"2 3 4 5 6 12 13 14 16 19","1:4 2:4 4:4 5:4 5:5 6:5 6:6 12:13 13:13 14:13 14:14 15:14 15:17 21:17"
"بھاریلی دیوی","شیر شاہ سوری",6,"21 32 37 38 39 41","21:21 35:30 35:40 37:40 38:40 43:40"
"بھاریلی دیوی","مار رام",16,"4 5 6 9 12 13 14 21 33 39 42","2:7 4:7 5:7 6:7 12:7 12:12 13:12 13:14 14:14 15:14 21:21 35:32 37:41 38:41 43:41 43:42"
"بھاریلی دیوی","مل او دے سنگھ",4,"39 40 42 43","37:42 38:42 43:42 43:43"
"بھاریلی دیوی","وزیر اعظم",5,"3 4 5 6","1:6 2:6 4:6 5:6 6:6"
"بھاریلی دیوی","چند رسین",2,"40 43","38:43 43:43"
"بھاریلی دیوی","چندر رجوتی",3,"16 17 20","14:19 15:19 21:19"
"بھاریلی دیوی","چندو جی",5,"14 15 16 19","12:17 13:17 14:17 15:17 21:17"
"بھاریلی دیوی","ہمایوں بادشاہ",1,"21","21:21"
"بھاگا سنتری","بیرم جی میڑتے",4,"39 41 45 52","38:40 43:40 43:48 55:50"
"بھاگا سنتری","جیت مالوت",3,"39 42","38:41 43:41 43:42"
"بھاگا سنتری","خواص خان",1,"52","55:50"
"بھاگا سنتری","راؤ مالدیوجی",15,"36 37 38 40 41 42 43 53 54 55","38:34 38:35 38:36 38:37 38:38 43:38 43:39 43:40 43:42 43:43 55:51 55:52 55:53 55:54 55:55"
"بھاگا سنتری","رانی سروپ دئی",4,"40 42 53 54","38:42 43:42 55:52 55:54"
"بھاگا سنتری","رانی لاچھو دئی",2,"54 55","55:53 55:55"
"بھاگا سنتری","راول جیسا میر",2,"35 44","38:33 43:45"
"بھاگا سنتری","شیر شاہ سوری",3,"39 41 53","38:40 43:40 55:51"
"بھاگا سنتری","مار رام",7,"39 42 53 54 55","38:41 43:41 43:42 55:52 55:53 55:54 55:55"
"بھاگا سنتری","مل او دے سنگھ",5,"40 42 43 53 54","38:42 43:42 43:43 55:52 55:53"
"بھاگا سنتری","چند رسین",4,"40 43 53 55","38:43 43:43 55:52 55:55"
"بیرم جی میڑتے","جیت مالوت",1,"40","40:41"
"بیرم جی میڑتے","خواص خان",3,"48 49 50","48:49 50:49 50:50"
"بیرم جی میڑتے","راؤ مالدیوجی",24,"24 25 27 28 29 30 31 32 37 38 39 40 45 46 48 49 50","27:22 27:23 27:24 27:27 29:27 29:28 29:29 30:29 30:30 32:30 32:31 32:32 40:35 40:36 40:37 40:38 40:39 40:40 48:43 48:45 48:48 50:48 50:49 50:51"
"بیرم جی میڑتے","رانی سروپ دئی",4,"24 41 50 51","27:22 40:42 48:52 50:52"
"بیرم جی میڑتے","رانی لاچھو دئی",2,"50 51","48:53 50:53"
"بیرم جی میڑتے","راول جیسا میر",8,"25 29 30 31 32 42 46","27:23 27:31 29:31 30:31 32:31 32:33 40:45 48:45"
"بیرم جی میڑتے","شیر شاہ سوری",12,"24 25 27 28 29 30 31 40 48 49 50","27:22 27:23 27:28 29:28 29:29 30:29 30:30 32:30 40:40 48:49 50:49 50:51"
"بیرم جی میڑتے","مار رام",7,"29 30 31 32 40 50 51","27:32 29:32 30:32 32:32 40:41 48:52 50:52"
"بیرم جی میڑتے","مل او دے سنگھ",5,"41 45 47 50 51","40:42 48:43 48:47 48:52 50:52"
"بیرم جی میڑتے","چند رسین",6,"27 28 41 45 50 51","27:27 29:27 40:43 48:43 48:52 50:52"
"بیرم جی میڑتے","ہمایوں بادشاہ",6,"24 25 27 28 29","27:22 27:23 27:28 29:28 29:29 30:29"
"جیت مالوت","راؤ مالدیوجی",7,"38 39 40 41 42","41:36 41:37 41:38 41:39 41:40 41:42 42:42"
"جیت مالوت","رانی سروپ دئی",2,"41 42","41:42 42:42"
"جیت مالوت","راول جیسا میر",2,"43","41:45 42:45"
"جیت مالوت","شیر شاہ سوری",1,"40","41:40"
"جیت مالوت","مار رام",3,"41 42","41:41 42:41 42:42"
"جیت مالوت","مل او دے سنگھ",2,"41 42","41:42 42:42"
"جیت مالوت","چند رسین",2,"42","41:43 42:43"
"خواص خان","راؤ مالدیوجی",5,"47 48 49 50","49:45 49:48 49:49 50:49 50:51"
"خواص خان","رانی سروپ دئی",2,"50 51","49:52 50:52"
"خواص خان","رانی لاچھو دئی",2,"51","49:53 50:53"
"خواص خان","راول جیسا میر",1,"47","49:45"
"خواص خان","شیر شاہ سوری",3,"49 50","49:49 50:49 50:51"
"خواص خان","مار رام",2,"50 51","49:52 50:52"
"خواص خان","مل او دے سنگھ",3,"48 50 51","49:47 49:52 50:52"
"خواص خان","چند رسین",2,"50 51","49:52 50:52"
"دیوان اعظم","راؤ مالدیوجی",12,"3 4 5 6 18 19 20 21","6:1 6:2 6:3 6:4 6:5 6:6 21:16 21:17 21:18 21:19 21:20 21:21"
"دیوان اعظم","رانی اندر",1,"7","6:9"
"دیوان اعظم","رانی راج بھائی",1,"7","6:9"
"دیوان اعظم","رانی سروپ دئی",2,"6 21","6:7 21:22"
"دیوان اعظم","رانی لا پھل دئی",1,"6","6:7"
"دیوان اعظم","رانی لاچھو دئی",1,"7","6:9"
"دیوان اعظم","رانی لاڈا",1,"7","6:9"
"دیوان اعظم","رانی نورنگ دئی",1,"8","6:10"
"دیوان اعظم","رانی پارتی",1,"7","6:9"
"دیوان اعظم","رانی پرماجی",1,"6","6:6"
"دیوان اعظم","رانی ہیر اوئی",1,"7","6:9"
"دیوان اعظم","راول جیسا میر",8,"4 5 6 18 19 22","6:2 6:3 6:4 6:5 6:6 21:16 21:17 21:23"
"دیوان اعظم","راگھو جی جوتشی",4,"5 6 19","6:4 6:5 6:6 21:17"
"دیوان اعظم","شیر شاہ سوری",1,"21","21:21"
"دیوان اعظم","مار رام",2,"6 21","6:7 21:21"
"دیوان اعظم","وزیر اعظم",1,"6","6:6"
"دیوان اعظم","چندر رجوتی",1,"20","21:19"
"دیوان اعظم","چندو جی",1,"19","21:17"
"دیوان اعظم","ہمایوں بادشاہ",1,"21","21:21"
"راؤ مالدیوجی","رانی اندر",7,"6 7 8 9","4:9 5:9 6:9 7:9 8:9 9:9 10:9"
"راؤ مالدیوجی","رانی راج بھائی",7,"6 7 8 9","4:9 5:9 6:9 7:9 8:9 9:9 10:9"
"راؤ مالدیوجی","رانی سروپ دئی",32,"4 5 6 7 8 9 19 20 21 22 39 40 41 42 50 51 52 53 54","2:7 3:7 4:7 5:7 6:7 7:7 8:7 8:8 9:8 9:9 10:9 17:22 18:22 19:22 20:22 21:22 22:22 23:22 37:42 38:42 39:42 40:42 42:42 43:42 48:52 49:52 51:52 52:52 53:52 53:54 54:54 55:54"
"راؤ مالدیوجی","رانی لا پھل دئی",7,"4 5 6 7","2:7 3:7 4:7 5:7 6:7 7:7 8:7"
"راؤ مالدیوجی","رانی لاچھو دئی",19,"6 7 8 9 10 50 51 52 53 54 55 56","4:9 5:9 6:9 7:9 8:9 9:9 10:9 10:10 11:10 48:53 49:53 51:53 52:53 53:53 54:53 54:55 55:55 56:55 56:56"
"راؤ مالدیوجی","رانی لاڈا",7,"6 7 8 9","4:9 5:9 6:9 7:9 8:9 9:9 10:9"
"راؤ مالدیوجی","رانی نورنگ دئی",7,"7 8 9 10","5:10 6:10 7:10 8:10 9:10 10:10 11:10"
"راؤ مالدیوجی","رانی پارتی",7,"6 7 8 9","4:9 5:9 6:9 7:9 8:9 9:9 10:9"
"راؤ مالدیوجی","رانی پرماجی",7,"3 4 5 6","1:6 2:6 3:6 4:6 5:6 6:6 7:6"
"راؤ مالدیوجی","رانی ہیر اوئی",7,"6 7 8 9","4:9 5:9 6:9 7:9 8:9 9:9 10:9"
"راؤ مالدیوجی","راول جیسا میر",47,"1 2 3 4 5 6 9 10 11 12 13 14 15 16 17 20 21 22 23 29 30 31 32 33 42 43 44 45 46","1:2 2:2 3:2 3:3 4:3 4:4 5:4 5:5 6:5 6:6 7:6 7:11 8:11 9:11 10:11 11:11 12:11 12:13 14:13 14:14 15:14 15:15 16:15 16:16 17:16 17:17 18:17 18:23 19:23 20:23 21:23 22:23 23:23 24:23 27:31 28:31 29:31 30:31 31:31 32:31 32:33 34:33 40:45 42:45 43:45 45:45 48:45"
"راؤ مالدیوجی","راگھو جی جوتشی",21,"2 3 4 5 6 10 11 12 13 14 16 17","1:4 2:4 3:4 4:4 5:4 5:5 6:5 6:6 7:6 8:13 9:13 10:13 11:13 12:13 14:13 14:14 15:14 15:17 16:17 17:17 18:17"
"راؤ مالدیوجی","شیر شاہ سوری",32,"18 19 20 21 22 23 26 27 28 29 30 37 38 39 40 41 47 48 49 50 51","16:21 17:21 18:21 19:21 20:21 21:21 22:21 22:22 23:22 23:23 24:23 24:28 27:28 28:28 29:28 29:29 30:29 30:30 31:30 35:40 36:40 37:40 38:40 39:40 40:40 42:40 45:49 48:49 49:49 51:49 51:51 52:51"
"راؤ مالدیوجی","مار رام",48,"4 5 6 7 10 11 12 13 14 18 19 20 21 29 30 31 32 33 38 39 40 41 42 50 51 52 53 54 55","2:7 3:7 4:7 5:7 6:7 7:7 8:7 8:12 9:12 10:12 11:12 12:12 14:12 14:14 15:14 16:21 17:21 18:21 19:21 20:21 21:21 22:21 27:32 28:32 29:32 30:32 31:32 32:32 34:32 36:41 37:41 38:41 39:41 40:41 42:41 42:42 43:42 48:52 49:52 51:52 52:52 53:52 53:53 54:53 54:54 55:54 55:55 56:55"
"راؤ مالدیوجی","مل او دے سنگھ",17,"39 40 41 42 43 44 46 47 50 51 52 53","37:42 38:42 39:42 40:42 42:42 43:42 43:43 45:43 45:47 48:47 48:52 49:52 51:52 52:52 53:52 53:53 54:53"
"راؤ مالدیوجی","وزیر اعظم",7,"3 4 5 6","1:6 2:6 3:6 4:6 5:6 6:6 7:6"
"راؤ مالدیوجی","چند رسین",20,"24 25 27 40 41 42 43 44 50 51 52 54 55","22:27 23:27 24:27 27:27 28:27 38:43 39:43 40:43 42:43 43:43 45:43 48:52 49:52 51:52 52:52 53:52 53:55 54:55 55:55 56:55"
"راؤ مالدیوجی","چندر رجوتی",7,"16 17 18 19","14:19 15:19 16:19 17:19 18:19 19:19 20:19"
"راؤ مالدیوجی","چندو جی",6,"14 15 16 17","12:17 14:17 15:17 16:17 17:17 18:17"
"راؤ مالدیوجی","ہمایوں بادشاہ",17,"18 19 20 21 22 23 26 27 28 29","16:21 17:21 18:21 19:21 20:21 21:21 22:21 22:22 23:22 23:23 24:23 24:28 27:28 28:28 29:28 29:29 30:29"
"رانی اندر","رانی راج بھائی",1,"9","9:9"
"رانی اندر","رانی سروپ دئی",3,"8 9","9:7 9:8 9:9"
"رانی اندر","رانی لا پھل دئی",1,"8","9:7"
"رانی اندر","رانی لاچھو دئی",1,"9","9:9"
"رانی اندر","رانی لاڈا",1,"9","9:9"
"رانی اندر","رانی نورنگ دئی",1,"9","9:10"
"رانی اندر","رانی پارتی",1,"9","9:9"
"رانی اندر","رانی پرماجی",1,"7","9:6"
"رانی اندر","رانی ہیر اوئی",1,"9","9:9"
"رانی اندر","راول جیسا میر",4,"6 7 10","9:4 9:5 9:6 9:11"
"رانی اندر","راگھو جی جوتشی",4,"6 7 11","9:4 9:5 9:6 9:13"
"رانی اندر","مار رام",2,"8 10","9:7 9:12"
"رانی اندر","وزیر اعظم",1,"7","9:6"
"رانی راج بھائی","رانی سروپ دئی",3,"8 9","9:7 9:8 9:9"
"رانی راج بھائی","رانی لا پھل دئی",1,"8","9:7"
"رانی راج بھائی","رانی لاچھو دئی",1,"9","9:9"
"رانی راج بھائی","رانی لاڈا",1,"9","9:9"
"رانی راج بھائی","رانی نورنگ دئی",1,"9","9:10"
"رانی راج بھائی","رانی پارتی",1,"9","9:9"
"رانی راج بھائی","رانی پرماجی",1,"7","9:6"
"رانی راج بھائی","رانی ہیر اوئی",1,"9","9:9"
"رانی راج بھائی","راول جیسا میر",4,"6 7 10","9:4 9:5 9:6 9:11"
"رانی راج بھائی","راگھو جی جوتشی",4,"6 7 11","9:4 9:5 9:6 9:13"
"رانی راج بھائی","مار رام",2,"8 10","9:7 9:12"
"رانی راج بھائی","وزیر اعظم",1,"7","9:6"
"رانی سروپ دئی","رانی لا پھل دئی",2,"7","7:7 8:7"
