Character,Gender,TitleOrClass,Role
بنیا,Male,Merchant,Minor
فرزانہ,Female,Beloved,Minor
فرزانہ کا عاشق دوست,Male,Friend,Minor
لاہور کا صوفی بابا,Male,Sufi,Minor
یاسین,Male,Young Man,Minor
خواجہ رفیق,Male,Farmer,Minor
تازی,Female,Woman of the House,Minor
صغراں,Female,Maidservant,Minor
خواجہ رفیق کا پوتا,Male,Kabaddi Player,Minor
رضیہ (خواجہ کی بہو),Female,Daughter-in-law,Minor
منگا چو,Female,Lady,Minor
منگا چو کا خاوند,Male,Hunter,Minor
بمبیلا,Female,Village Woman,Minor
جرمن لڑکی,Female,Tourist,Minor
جرمن لڑکی کا ساتھی,Male,Tourist,Minor
الطاف,Male,Accountant,Minor
مالٹے والا نوجوان,Male,Young Man,Minor
سبز کوٹ والی خاتون,Female,Traveler,Minor
آزاد کشمیر ریڈیو والا ساتھی,Male,Radio Employee,Minor
مشہود,Male,Radio Employee,Minor
جمیلہ اختر,Female,Radio Announcer,Minor
للو جمعدار,Male,Janitor / Sergeant,Minor
حفیظ پیرزادہ,Male,Politician,Minor
فضلی,Male,Friend,Minor
شریف الدین,Male,Friend,Minor
محمد علی,Male,Man,Minor
سلطان صاحب,Male,Elder,Minor
ظاہر,Male,Friend,Minor
بابو خاں,Male,Labourer,Minor
کشور ناہید,Female,Poetess,Minor
یوسف کامران,Male,Writer,Minor
ذو الفقار بش,Male,Writer,Minor
عتیق اللہ,Male,Writer,Minor
شکور بیدل,Male,Poet,Minor
غلام قادر سلیم,Male,Writer,Minor
نپولین,Male,Conqueror,Minor
شہنشاہ جہانگیر,Male,King,Minor
الفرج رونی,Male,Author,Minor
اخلاق احمد دہلوی,Male,Writer,Minor
عزیز الرحمن,Male,Writer,Minor
نسرین محمود,Female,Poetess,Minor
اکرم بٹ,Male,Friend,Minor
چودھری بشیر,Male,Chaudhry / Village Head,Minor
کلیم (عطا حسین کلیم),Male,Writer,Minor
نظامی صاحب,Male,Editor,Minor
انور (آرٹسٹ),Male,Artist,Minor
امجد حسین,Male,Writer,Minor
شاہ جی (نیوز ایڈیٹر),Male,News Editor,Minor
جی ایم اثر,Male,Writer,Minor
حافظی,Male,Qari (Quran Reciter),Minor
ذوالنون مصری,Male,Sufi,Minor
قطب الدین مبارک شاہ,Male,King,Minor
علاء الدین خلجی,Male,King,Minor
نظام الدین اولیاء,Male,Sufi,Minor
خسرو خاں,Male,General,Minor
راندھول,Male,General,Minor
ظفر خاں,Male,General,Minor
قاضی ضیاء الدین,Male,Judge,Minor
ملک عین الدین ملتانی,Male,Emir,Minor
ملک وحید الدین قریشی,Male,Emir,Minor
ملک فخر الدین جونا,Male,Emir,Minor
تلک جوتا,Male,Hindu Chief,Minor
ملک بنیاث الدین,Male,Emir,Minor
بابا فرید,Male,Sufi,Minor
رنجیت سنگھ,Male,Maharaja,Minor
ندیم قاسمی,Male,Writer,Minor
ایس۔ اے۔ حمید,Male,Writer,Minor
قدیر ملک,Male,Writer,Minor
اظہر صدیقی,Male,Writer,Minor
میلو,Female,Actress,Minor
نیلو,Female,Actress,Minor
محمد حسین,Male,Man,Minor
حیدر علی نمبر دار,Male,Numberdar,Minor
امریکن عورت (جھیل),Female,Tourist,Minor
امانت علی خان,Male,Singer,Minor
ریاض محمد,Male,Friend,Minor
اجمل (اداکار),Male,Actor,Minor
میجر لیٹر,Male,Army Officer,Minor
میجر لیٹر کی بیوی,Female,Wife,Minor
تبتی بنجارا,Male,Nomad,Minor
بابا کریا,Male,Malang,Minor
ماموں نذر,Male,Maternal Uncle,Minor
دتو ملنگ,Male,Malang,Minor
منی,Female,Little Girl,Minor
کرنل دیال,Male,Army Officer,Minor
میجر آفندی,Male,Army Officer,Minor
کرنل محی الدین,Male,Army Officer,Minor
کلیم الدین,Male,Army Officer,Minor
زر داد خان,Male,Soldier,Minor
پرمیلا,Female,Colonel’s Daughter,Minor
کارل یونگ,Male,Philosopher,Minor
ڈی ایچ لارنس,Male,Author,Minor
آئزک نیوٹن,Male,Scientist,Minor
گوئٹے,Male,Author,Minor
حضرت زکریا,Male,Prophet,Minor
موسیو دیمانش,Male,Teacher,Minor
نیلز بوہر,Male,Scientist,Minor
ژاں پال سارتر,Male,Philosopher,Minor
بابو سراج,Male,Confectioner,Minor
رضی,Male,Friend,Minor
رمینی بی,Female,Music Teacher,Minor
کامران,Male,Friend,Minor
پروفیسر سبطین,Male,Professor,Minor
سکندر اعظم,Male,Conqueror,Minor
سیلوکس,Male,Commander-in-Chief,Minor
میلوکس,Male,Commander-in-Chief,Minor
حضرت میاں میر,Male,Sufi,Minor
شاہجہان,Male,King,Minor
داراشکوہ,Male,Prince,Minor
حسین منصور حلاج,Male,Sufi,Minor
حضرت شبلی,Male,Religious Scholar,Minor
حضرت اویس قرنی,Male,Pious Elder,Minor
حضرت عمر,Male,Caliph,Minor
حضرت علی,Male,Caliph,Minor
رسول اللہ صلی اللہ علیہ وسلم,Male,Prophet,Minor
