Character,Gender,TitleOrClass,Role
اقبال بانو,Female,Singer,Minor
اے شکور,Male,Composer or musician,Minor
سنور سلطانہ,Female,Singer,Minor
جمیلہ اختر,Female,Singer,Minor
سلمان کھوسٹ,Male,Actor director,Minor
شاہجہان,Male,Mughal emperor,Minor
علی مردان خان,Male,Nobleman,Minor
مہاراجہ رنجیت سنگھ,Male,Maharaja,Minor
نزاکت علی,Male,Singer,Minor
سلامت علی,Male,Singer,Minor
امانت علی,Male,Singer,Minor
زاہدہ سلطانہ,Female,Singer,Minor
لتا,Female,Singer,Minor
نور جہاں,Female,Singer,Minor
خورشید انور,Male,Composer,Minor
جھنڈے خان,Male,Composer,Minor
سہگل,Male,Singer,Minor
کانن بالا,Female,Actress singer,Minor
خورشید (گلوکارہ),Female,Singer,Minor
کے سی ڈے,Male,Singer,Minor
وحیدن,Female,Singer,Minor
اختری بائی,Female,Singer,Minor
پہاڑی سانیال,Male,Actor,Minor
سریندر,Male,Actor,Minor
انگمار برگمن,Male,Film director,Minor
الفرڈ ہچکاک,Male,Film director,Minor
ستیہ جیت رے,Male,Film director,Minor
مس بی ڈیل,Female,Teacher or fictional figure,Minor
ڈاکٹر امیر روز,Male,Doctor,Minor
حضرت محمد,Male,Prophet,Minor
حضرت علی مرتضی,Male,Caliph,Minor
دحیہ کلبی,Male,Companion,Minor
چیل تنوں,Unknown,Mythic demon,Minor
ہنومان جی,Male,Mythic deity,Minor
ہاروت و ماروت,Male,Angels,Minor
سلطان الساترینیا,Male,Mythic king,Minor
حضرت عمر,Male,Caliph,Minor
سوداگر بچہ,Male,Merchant boy,Minor
پہلا شہزادہ,Male,Prince,Minor
دوسرا شہزادہ,Male,Prince,Minor
تیسرا شہزادہ,Male,Prince,Minor
قاضی,Male,Judge,Minor
پورن,Male,Folklore hero,Minor
لوناں,Female,Folklore queen,Minor
راجہ سالواہن,Male,King,Minor
دکھی مغل بیچتہ,Male,Poet,Minor
