Character,Gender,TitleOrClass,Role
راؤ ساجد,Male,Sahib,Support
انتظار صاحب,Male,Writer,Inactive
یمینی صاحبہ,Female,Begum,Inactive
جاوید اکبر,Male,Librarian,Inactive
فاروق خان,Male,Sahib,Inactive
محدثہ بیگم زیدی,Female,Scholar,Inactive
حسن جمالی,Male,Minor,Inactive
کپل دیو,Male,Athlete,Inactive
بینظیر بھٹو,Female,Political Leader,Inactive
انیس نظامی,Male,Journalist,Inactive
یزدانی جالندھری,Male,Writer,Inactive
مولانا احمد گل تنگی,Male,Religious Scholar,Inactive
حاجی صاحب تنگی,Male,Elder,Inactive
اسیر محمد خان,Male,Poet,Inactive
ارمان آغا,Male,Minor,Inactive
سہیل ارمان,Male,Minor,Inactive
محمود عمادی,Male,Writer/Scholar,Inactive
خالد انتخاب,Male,Minor,Inactive
اشتیاق احمد,Male,Minor,Inactive
رفیع احمد خان,Male,Minor,Inactive
ابو محمد جہاں شاہ,Male,Scholar,Inactive
عالم کوثر ساری,Male,Scholar,Inactive
یاسمینہ باشمی,Female,Writer/Scholar,Inactive
اقبال بھائی,Male,Unknown,Inactive
اقبال مہدی,Male,Artist,Inactive
روحیل مکرم,Male,Artist,Inactive
فارق,Male,Child,Inactive
اق الحق خان,Male,Minor,Inactive
خلیل حنا تادرس,Male,Writer,Inactive
قاضی نذیر احمد,Male,Scholar,Inactive
اقبال (سیالکوٹ),Male,Minor,Inactive
