Character,Gender,TitleOrClass,Role
محمد علی جناح,Male,Politician / Leader,Support
سر محمد شفیع,Male,Politician,Minor
ڈاکٹر محمد اقبال,Male,Poet / Intellectual,Support
مولانا شوکت علی,Male,Religious-Political Leader,Minor
مولانا محمد علی,Male,Religious-Political Leader,Minor
مولانا حسین احمد مدنی,Male,Religious Leader,Minor
مولانا شبیر احمد عثمانی,Male,Religious Leader,Minor
سر آغا خان سوم,Male,Religious-Community Leader,Minor
سنتوکھ سنگھ,Male,Sikh Peasant / Rioter,Minor
گنجا علی بخش,Male,Servant / Retainer,Minor
سرخ داڑھی والا کسان,Male,Peasant,Minor
پرتاپے,Male,Villager,Minor
کالی پگڑی والا پٹھان سپاہی,Male,Soldier,Minor
پٹھان سپاہی (ساتھی),Male,Soldier,Minor
کیپٹن وڈ,Male,British Army Officer,Minor
بھارت سنگھ,Male,Sikh Soldier,Minor
وزیر خان,Male,Soldier,Support
بڑھا گانے والا (امیر خان کا گاؤں),Male,Village Singer,Minor
سرخ داڑھی والا مہمان (شادی),Male,Wedding Guest,Minor
نمک جلسہ کا کھدر پوش لیڈر,Male,Congress Leader,Minor
لمبا کھدر پوش نوجوان (نمک جلسہ),Male,Political Activist,Minor
ادھیڑ عمر مستری (مل),Male,Factory Worker / Mechanic,Support
فضل (فیکٹری مزدور),Male,Factory Worker,Support
استاد فٹر (فیکٹری),Male,Skilled Worker / Ustad,Support
گنجا فورمین,Male,Factory Foreman,Minor
چیف انجینئر (فیکٹری),Male,Engineer / Management,Minor
انجینئر مجید,Male,Engineer,Support
کینٹین والا (فیکٹری),Male,Tea Stall Worker,Minor
ادھیڑ عمر گاہک (کینٹین),Male,Customer,Minor
لاہور اسٹیشن کا چائے والا,Male,Tea Vendor,Minor
چائے والے کی ماں,Female,Tea Vendor’s Mother,Minor
زہرہ بیگم (لاہور بازار),Female,Tawaif / Prostituted Woman,Support
زہرہ کا بیٹا,Male,Child,Minor
سپاہی گروہ (بازار چھاپہ),Unknown,Soldiers (Group),Minor
منشی (لگان والا),Male,Revenue Clerk,Minor
نعیم کے جانوروں کا رکھوالا,Male,Shepherd / Servant,Minor
بڑی ماں (نعیم کی ماں),Female,Household Elder / Mother,Support
منو,Male,Child,Minor
گڈو,Male,Child,Minor
حامد بھائی,Male,Friend / Brother Figure,Minor
فرخندہ,Female,Relative / Visitor,Minor
ایلس گریکسن,Female,Anglo-Indian Friend,Support
بیگم چٹوپادھیائے,Female,Begum / Elite Lady,Minor
پروفیسر برمن,Male,Professor,Minor
فہمیدہ (نجمی/مجھی),Female,Educated Middle-Class Woman,Narrator
خالد,Male,Family Member / Young Man,Minor
عمران (ماسٹر ڈل),Male,Schoolteacher,Support
پرویز,Male,Government Officer / Sahib,Support
ریاض,Male,Family Friend / Young Man,Minor
لیلی (رقاصہ),Female,Dancer / Performer,Minor
نوری,Female,Young Woman / Friend,Minor
فرحت,Female,Young Woman / Friend,Minor
رائے بہادر کیدار ناتھ,Male,Rai Bahadur / Landed Elite,Minor
بشن (ماری),Male,Factory Worker,Support
یونس,Male,Laborer,Support
یونین پریزیڈنٹ,Male,Union Leader / Lawyer,Support
کمزور مقرر (فیکٹری جلسہ),Male,Worker Orator,Minor
مزدور عورت لیڈر,Female,Women Worker Leader,Support
سلیم سپروائزر,Male,Factory Supervisor,Minor
جنرل فورمین (سیمنٹ فیکٹری),Male,Factory Foreman,Minor
مل کا مالک,Male,Factory Owner / Industrialist,Antagonist
انیس الرحمان,Male,Politician / Parliamentary Secretary,Support
بلقیس,Female,Begum / Anis’s Wife,Minor
سر لارنس,Male,British Official,Minor
بخت (کوٹھی کا رکھوالا),Male,Caretaker / Guard,Minor
بوڑھا پروفیسر (قافلہ),Male,Professor / Refugee,Support
حسین (روشن آغا کا ملازم),Male,Servant,Support
روشن پور کے بلوائی,Unknown,Rioter Group,Minor
بیگم پرویز,Female,Begum / Housewife,Support
پرویز کا لڑکا,Male,Child,Minor
بانو,Female,Working-Class Woman,Protagonist
نور دین,Male,Factory Worker,Support
لال (ٹائم کیپر),Male,Factory Timekeeper,Support
کمال,Male,Child (Bano’s Son),Minor
مسعود,Male,Army Officer,Support
مجھی کی ماں,Female,Household Woman,Minor
مجھی کا خاوند (فوجی افسر),Male,Army Officer,Minor
روشن آغا,Male,Nawab / Landed Elite,Support
عذرا,Female,Nawab’s Daughter / Educated Woman,Protagonist
نعیم,Male,Peasant’s Son / Soldier / Central Figure,Protagonist
