Character_A,Character_B,Weight,Pages(centers),Pairs(pa:pb)
"افسری فاطمہ","علن",30,"40 48 49 50 62 64 66 67 68 69 76 79 80 81 85 86 89 90 91 94 97 100 101 104","41:40 46:50 48:50 50:50 65:60 65:64 65:67 66:67 67:67 69:67 69:68 69:69 70:69 76:77 81:77 81:78 81:79 81:81 88:83 88:84 88:85 88:91 89:91 92:91 92:97 97:97 98:97 98:103 99:103 106:103"
"افسری فاطمہ","فرحت",14,"42 43 45 46 47 65 66 67 68 76 78","41:44 42:44 43:44 46:44 46:45 46:46 48:46 65:65 66:65 66:67 67:67 69:67 76:76 81:76"
"افسری فاطمہ","فضل حق وکیل",3,"41 42","41:42 42:42 43:42"
"افسری فاطمہ","فیاض خان",47,"38 39 40 41 42 43 44 63 64 65 66 67 68 69 70 74 76 79 80 81 87 88 89 90 91 92 95 96 97 99 103 104 106","41:36 41:37 41:38 41:39 41:41 42:41 42:42 43:42 43:43 46:43 65:61 65:64 65:65 66:65 66:66 67:66 67:68 69:68 69:69 70:69 70:70 76:72 76:77 81:77 81:79 81:80 81:81 88:86 88:87 88:88 89:88 89:89 92:89 92:90 92:91 92:93 97:93 97:94 97:96 97:97 98:97 98:100 99:100 106:101 106:102 106:103 106:107"
"افسری فاطمہ","لالہ رگھو بر دیال",4,"45 47 48 49","43:48 46:48 48:48 50:48"
"افسری فاطمہ","مزمل",18,"82 85 89 91 92 94 95 96 97 99 103 104 105","81:83 88:83 88:90 89:90 92:90 92:92 97:92 97:93 97:94 97:95 97:96 97:97 98:97 98:100 99:100 106:101 106:102 106:105"
"افسری فاطمہ","ملن",9,"40 67 68 69 78 81 85","41:40 65:69 66:69 67:69 69:69 70:69 76:81 81:81 88:83"
"افسری فاطمہ","مٹھوا",8,"45 47 48 49 66 67 68","43:48 46:48 48:48 50:48 65:68 66:68 67:68 69:68"
"افسری فاطمہ","نمبردار صاحب",20,"38 45 47 48 49 64 66 67 68 69 76 78 82 86 91 93 95 96","41:36 43:48 46:48 48:48 50:48 65:64 65:67 66:67 67:67 69:67 69:69 70:69 76:76 81:76 81:84 88:84 89:94 92:94 97:94 97:95"
"افسری فاطمہ","نمبردارنی",27,"41 42 43 44 45 46 47 48 49 63 64 65 66 67 68 76 78 97 98 99","41:41 42:41 42:42 43:42 43:43 46:43 46:44 46:45 46:46 48:46 48:47 48:48 50:48 65:61 65:62 65:63 65:65 66:65 66:67 67:67 69:67 76:76 81:76 97:98 98:98 99:98 99:99"
"افسری فاطمہ","نوابن",24,"41 42 44 45 46 47 64 65 66 67 68 76 78 79 94 97 98 99","41:42 42:42 43:42 43:45 46:45 46:47 48:47 65:63 65:64 65:65 66:65 66:67 67:67 69:67 69:68 76:76 81:76 81:78 92:97 97:97 98:97 98:98 99:98 99:99"
"افسری فاطمہ","ڈپٹی صاحب",7,"41 42 45 47 48 49","41:42 42:42 43:42 43:48 46:48 48:48 50:48"
"افسری فاطمہ","کالے خاں",34,"40 42 43 45 47 48 49 50 66 67 68 69 72 75 76 79 80 81 85 86 87 94 97 100 104 105","41:40 41:44 42:44 43:44 46:44 46:48 48:48 50:48 50:50 65:67 66:67 67:67 69:67 69:69 70:69 70:74 76:74 76:77 81:77 81:78 81:79 81:82 88:83 88:84 88:85 88:86 92:97 97:97 98:97 98:102 99:102 106:102 106:103 106:104"
"افسری فاطمہ","گلشن",23,"41 42 43 44 46 47 65 67 68 69 77 79 81 94 97 99 100 103","41:41 42:41 42:43 43:43 46:43 46:46 48:46 48:47 65:65 66:65 66:69 67:69 69:69 70:69 76:78 81:78 81:81 92:97 97:97 98:97 98:101 99:101 106:101"
"بلو","بوجی",22,"41 42 43 44 45 46 47 48 63 64 65 97 98 99","41:41 42:41 42:42 44:42 44:43 44:44 45:44 45:45 46:45 46:46 47:46 47:47 48:47 48:48 65:61 65:62 65:63 65:65 97:97 98:97 98:99 99:99"
"بلو","حق صاحب",15,"38 46 47 48 64 65 95 96 97 98 99","41:36 44:48 45:48 46:48 47:48 48:48 65:64 65:66 97:94 97:96 97:97 98:97 98:98 99:98 99:99"
"بلو","حمید ڈاکیہ",9,"41 44 45 46 97","41:41 42:41 42:46 44:46 45:46 46:46 47:46 97:97 98:97"
"بلو","خان صاحب",1,"64","65:64"
"بلو","دلی والی 1",5,"63 64 65","65:61 65:62 65:63 65:64 65:65"
"بلو","رشید",7,"47 48 49 97 98","45:50 46:50 47:50 48:50 97:98 98:98 99:98"
"بلو","رفیا",16,"40 41 44 45 46 47 49 64 66 97 100 101","41:40 41:41 42:41 42:47 44:47 45:47 46:47 47:47 48:47 48:50 65:64 65:67 97:97 98:97 98:103 99:103"
"بلو","سبطین",25,"38 39 40 42 43 46 47 48 63 64 65 94 95 96 97 98 99","41:36 41:37 41:38 41:39 41:43 42:43 44:43 44:48 45:48 46:48 47:48 48:48 65:61 65:64 65:65 97:92 97:93 97:94 97:95 97:96 97:97 98:97 98:98 99:98 99:99"
"بلو","سکھ اسٹیشن ماسٹر",1,"66","65:68"
"بلو","شیرو",8,"40 46 47 48 62 101","41:40 44:48 45:48 46:48 47:48 48:48 65:60 99:104"
"بلو","علن",12,"40 47 48 49 62 64 66 97 100 101","41:40 45:50 46:50 47:50 48:50 65:60 65:64 65:67 97:97 98:97 98:103 99:103"
"بلو","فرحت",9,"42 43 44 45 46 65","41:44 42:44 44:44 45:44 45:45 46:45 46:46 47:46 65:65"
"بلو","فضل حق وکیل",3,"41 42 43","41:42 42:42 44:42"
"بلو","فیاض خان",19,"38 39 40 41 42 43 63 64 65 95 96 97 99","41:36 41:37 41:38 41:39 41:41 42:41 42:42 44:42 44:43 65:61 65:64 65:65 97:93 97:94 97:96 97:97 98:97 98:100 99:100"
"بلو","لالہ رگھو بر دیال",5,"46 47 48","44:48 45:48 46:48 47:48 48:48"
"بلو","مزمل",9,"94 95 96 97 99","97:92 97:93 97:94 97:95 97:96 97:97 98:97 98:100 99:100"
"بلو","ملن",2,"40 67","41:40 65:69"
"بلو","مٹھوا",6,"46 47 48 66","44:48 45:48 46:48 47:48 48:48 65:68"
"بلو","نمبردار صاحب",10,"38 46 47 48 64 66 95 96","41:36 44:48 45:48 46:48 47:48 48:48 65:64 65:67 97:94 97:95"
"بلو","نمبردارنی",22,"41 42 43 44 45 46 47 48 63 64 65 97 98 99","41:41 42:41 42:42 44:42 44:43 44:44 45:44 45:45 46:45 46:46 47:46 47:47 48:47 48:48 65:61 65:62 65:63 65:65 97:98 98:98 99:98 99:99"
"بلو","نوابن",17,"41 42 43 44 45 46 47 64 65 97 98 99","41:42 42:42 44:42 44:45 45:45 46:45 46:47 47:47 48:47 65:63 65:64 65:65 97:97 98:97 98:98 99:98 99:99"
"بلو","ڈپٹی صاحب",8,"41 42 43 46 47 48","41:42 42:42 44:42 44:48 45:48 46:48 47:48 48:48"
"بلو","کالے خاں",14,"40 42 43 44 46 47 48 66 97 100","41:40 41:44 42:44 44:44 45:44 45:48 46:48 47:48 48:48 65:67 97:97 98:97 98:102 99:102"
"بلو","گلشن",15,"41 42 43 45 46 47 65 97 99 100","41:41 42:41 42:43 44:43 44:46 45:46 46:46 47:46 47:47 48:47 65:65 97:97 98:97 98:101 99:101"
"بوجی","حق صاحب",36,"17 18 19 21 24 25 26 38 45 46 47 48 62 63 64 65 67 68 69 74 76 82 95 96 97 98 99","15:20 16:20 17:20 18:20 19:20 23:20 23:26 24:26 25:26 26:26 41:36 43:48 44:48 45:48 46:48 47:48 48:48 61:64 62:64 63:64 65:64 65:66 69:66 69:67 69:68 69:69 76:72 76:76 77:76 81:84 97:94 97:96 97:97 99:97 99:98 99:99"
"بوجی","حمید ڈاکیہ",16,"25 26 41 44 45 46 76 97 98","23:27 24:27 25:27 26:27 41:41 42:41 42:46 43:46 44:46 45:46 46:46 47:46 76:76 77:76 97:97 99:97"
"بوجی","خان صاحب",5,"58 62 63 64","61:56 61:64 62:64 63:64 65:64"
"بوجی","خلیفہ",4,"11 12 58 59","11:12 13:12 61:56 61:57"
"بوجی","دلی والی 1",14,"61 62 63 64 65 67 68 77 78 79","61:61 62:61 62:62 63:62 63:63 65:63 65:64 65:65 69:65 69:68 76:78 77:78 78:78 81:78"
"بوجی","دلی کباب والا",4,"78 79 80","76:80 77:80 78:80 81:80"
"بوجی","رشید",6,"47 48 49 97 98","45:50 46:50 47:50 48:50 97:98 99:98"
"بوجی","رفیا",54,"2 3 4 5 8 9 10 11 12 14 15 18 19 21 23 24 26 40 41 44 45 46 47 49 62 63 64 66 68 69 76 77 78 79 80 81 97 98 101","4:1 4:3 4:4 5:4 5:5 11:6 11:7 11:8 11:9 11:10 11:12 13:12 13:15 14:15 15:15 16:15 16:20 17:20 18:20 19:20 23:20 23:24 24:24 25:24 25:27 26:27 41:40 41:41 42:41 42:47 43:47 44:47 45:47 46:47 47:47 48:47 48:50 61:64 62:64 63:64 65:64 65:67 69:67 69:69 76:77 77:77 78:77 78:78 81:78 81:79 81:82 97:97 99:97 99:103"
"بوجی","سبطین",70,"2 3 4 5 8 10 11 12 13 14 15 16 17 18 19 21 22 23 24 25 26 38 39 40 42 43 46 47 48 61 63 64 65 67 68 69 74 76 77 78 79 80 81 94 95 96 97 98 99","4:1 4:2 4:4 5:4 5:5 11:6 11:9 11:11 13:11 13:12 13:14 14:14 15:14 15:15 16:15 16:17 17:17 18:17 18:18 19:18 19:19 23:19 23:20 23:21 23:24 24:24 25:24 25:25 26:25 26:26 41:36 41:37 41:38 41:39 41:43 42:43 43:43 44:43 44:48 45:48 46:48 47:48 48:48 61:61 62:61 62:64 63:64 65:64 65:65 69:65 69:66 69:68 69:69 76:72 76:77 77:77 78:77 78:78 81:78 81:79 81:82 97:92 97:93 97:94 97:95 97:96 97:97 99:97 99:98 99:99"
"بوجی","سکھ اسٹیشن ماسٹر",3,"65 66 68","63:68 65:68 69:68"
"بوجی","شیرو",29,"11 12 17 18 19 21 25 26 40 45 46 47 48 60 71 74 75 77 78 80 81 101","11:12 13:12 15:20 16:20 17:20 18:20 19:20 23:20 23:27 24:27 25:27 26:27 41:40 43:48 44:48 45:48 46:48 47:48 48:48 61:60 69:73 76:73 76:74 76:79 77:79 78:79 81:79 81:82 99:104"
"بوجی","علن",44,"4 5 8 9 10 11 12 17 18 19 21 25 26 40 47 48 49 60 62 63 64 66 68 69 76 77 78 79 80 81 97 98 101","4:4 5:4 5:5 11:6 11:7 11:8 11:9 11:10 11:12 13:12 15:20 16:20 17:20 18:20 19:20 23:20 23:27 24:27 25:27 26:27 41:40 45:50 46:50 47:50 48:50 61:60 61:64 62:64 63:64 65:64 65:67 69:67 69:68 69:69 76:77 77:77 78:77 78:78 81:78 81:79 81:81 97:97 99:97 99:103"
"بوجی","فرحت",17,"42 43 44 45 46 63 64 65 67 68 76","41:44 42:44 43:44 44:44 45:44 45:45 46:45 46:46 47:46 61:65 62:65 63:65 65:65 69:65 69:67 76:76 77:76"
"بوجی","فضل حق وکیل",5,"4 41 42","4:4 5:4 41:42 42:42 43:42"
"بوجی","فیاض خان",50,"2 3 6 9 15 16 17 18 19 21 22 38 39 40 41 42 43 61 63 64 65 67 68 69 74 76 77 78 80 81 95 96 97 98 99","4:1 4:2 4:3 4:8 5:8 11:8 13:18 14:18 15:18 16:18 17:18 18:18 19:18 19:19 23:19 23:21 41:36 41:37 41:38 41:39 41:41 42:41 42:42 43:42 43:43 44:43 61:61 62:61 62:64 63:64 65:64 65:65 69:65 69:66 69:68 69:69 76:72 76:77 77:77 78:77 78:79 81:79 81:80 81:81 97:93 97:94 97:96 97:97 99:97 99:100"
"بوجی","لالہ رگھو بر دیال",10,"24 25 26 45 46 47 48","23:26 24:26 25:26 26:26 43:48 44:48 45:48 46:48 47:48 48:48"
"بوجی","مزمل",11,"3 80 82 94 95 96 97 98 99","4:3 78:83 81:83 97:92 97:93 97:94 97:95 97:96 97:97 99:97 99:100"
"بوجی","ملن",11,"4 6 9 40 67 69 78 79 81","4:4 5:4 5:8 11:8 41:40 65:69 69:69 76:81 77:81 78:81 81:81"
"بوجی","مٹھوا",13,"25 26 27 45 46 47 48 65 66 68","23:28 24:28 25:28 26:28 43:48 44:48 45:48 46:48 47:48 48:48 63:68 65:68 69:68"
"بوجی","نمبردار صاحب",26,"17 18 19 21 28 38 45 46 47 48 62 63 64 66 68 69 76 82 95 96","15:20 16:20 17:20 18:20 19:20 23:20 26:31 41:36 43:48 44:48 45:48 46:48 47:48 48:48 61:64 62:64 63:64 65:64 65:67 69:67 69:69 76:76 77:76 81:84 97:94 97:95"
"بوجی","نمبردارنی",33,"24 25 26 41 42 43 44 45 46 47 48 61 62 63 64 65 67 68 76 97 98 99","23:26 24:26 25:26 26:26 41:41 42:41 42:42 43:42 43:43 44:43 44:44 45:44 45:45 46:45 46:46 47:46 47:47 48:47 48:48 61:61 62:61 62:62 63:62 63:63 65:63 65:65 69:65 69:67 76:76 77:76 97:98 99:98 99:99"
"بوجی","نوابن",28,"41 42 44 45 46 47 62 63 64 65 67 68 76 77 78 79 97 98 99","41:42 42:42 43:42 43:45 44:45 45:45 46:45 46:47 47:47 48:47 61:63 62:63 63:63 65:63 65:64 65:65 69:65 69:67 69:68 76:76 77:76 77:78 78:78 81:78 97:97 99:97 99:98 99:99"
"بوجی","ڈپٹی صاحب",11,"4 5 41 42 45 46 47 48","4:5 5:5 41:42 42:42 43:42 43:48 44:48 45:48 46:48 47:48 48:48"
"بوجی","کالے خاں",50,"4 5 8 9 10 11 12 14 15 18 19 21 25 26 40 42 43 44 46 47 48 59 64 65 66 68 69 75 76 77 78 79 80 81 97 98 100","4:4 5:4 5:5 11:6 11:7 11:8 11:9 11:10 11:12 13:12 13:15 14:15 15:15 16:15 16:20 17:20 18:20 19:20 23:20 23:27 24:27 25:27 26:27 41:40 41:44 42:44 43:44 44:44 45:44 45:48 46:48 47:48 48:48 61:57 62:67 63:67 65:67 69:67 69:69 76:74 76:77 77:77 78:77 78:78 81:78 81:79 81:82 97:97 99:97 99:102"
"بوجی","گلشن",45,"5 8 11 12 13 14 15 16 21 23 24 25 26 41 42 43 45 46 47 63 64 65 67 69 77 78 79 81 97 98 100","4:6 5:6 11:6 11:11 13:11 13:13 14:13 14:14 15:14 15:15 16:15 16:16 17:16 19:24 23:24 24:24 25:24 25:25 26:25 26:26 41:41 42:41 42:43 43:43 44:43 44:46 45:46 46:46 47:46 47:47 48:47 61:65 62:65 63:65 65:65 69:65 69:69 76:78 77:78 78:78 81:78 81:81 97:97 99:97 99:101"
"حق صاحب","حمید ڈاکیہ",19,"26 27 30 32 33 34 35 38 47 74 76 95 96 97","26:27 27:27 28:27 28:33 31:33 32:33 33:33 34:33 34:35 35:35 36:35 36:41 48:46 72:76 76:76 94:97 96:97 97:97 98:97"
"حق صاحب","خان صاحب",2,"64 65","64:64 66:64"
"حق صاحب","دلی والی 1",11,"62 63 64 65 67 68 77","64:61 64:62 64:63 64:64 66:64 66:65 66:68 67:68 68:68 69:68 76:78"
"حق صاحب","دلی کباب والا",2,"78 82","76:80 84:80"
"حق صاحب","رشید",6,"49 96 97 98","48:50 94:98 96:98 97:98 98:98 99:98"
"حق صاحب","رفیا",39,"17 20 25 26 27 28 29 30 31 32 37 38 47 49 64 65 66 67 68 69 74 76 81 83 84 86 87 95 96 97 100 101","20:15 20:20 26:24 26:27 27:27 28:27 28:28 31:28 31:29 31:30 31:32 32:32 33:32 35:40 36:40 48:47 48:50 64:64 66:64 66:67 67:67 68:67 68:69 69:69 70:69 72:77 76:77 84:79 84:82 84:83 84:84 89:84 89:85 94:97 96:97 97:97 98:97 98:103 99:103"
"حق صاحب","سبطین",65,"17 18 19 20 23 25 26 27 28 30 31 32 33 34 35 36 45 48 62 64 65 66 67 68 69 70 71 72 74 76 81 83 84 86 87 89 90 92 93 94 95 96 97 98 99","20:15 20:17 20:18 20:19 20:20 26:21 26:24 26:25 26:26 27:26 27:27 28:27 28:29 31:29 31:31 32:31 32:32 33:32 33:33 34:33 34:34 35:34 35:35 36:35 36:36 48:43 48:48 64:61 64:64 66:64 66:65 66:66 67:66 67:68 68:68 69:68 69:69 70:69 70:70 72:70 72:72 76:72 76:77 84:79 84:82 84:83 84:84 89:84 89:85 89:89 90:89 90:90 94:90 94:92 94:93 94:94 96:94 96:95 96:96 97:96 97:97 98:97 98:98 99:98 99:99"
"حق صاحب","سکھ اسٹیشن ماسٹر",5,"66 67 68","64:68 66:68 67:68 68:68 69:68"
"حق صاحب","شیرو",23,"20 26 27 28 30 31 32 37 38 48 62 70 71 72 74 75 77 81 83 101","20:20 26:27 27:27 28:27 28:29 31:29 31:32 32:32 33:32 35:40 36:40 48:48 64:60 68:73 69:73 70:73 72:73 76:73 76:74 76:79 84:79 84:82 99:104"
"حق صاحب","علن",42,"20 26 27 28 29 30 31 32 37 38 49 62 64 65 66 67 68 69 74 76 81 82 83 84 86 87 90 92 95 96 97 100 101","20:20 26:27 27:27 28:27 28:28 31:28 31:29 31:30 31:32 32:32 33:32 35:40 36:40 48:50 64:60 64:64 66:64 66:67 67:67 68:67 68:68 69:68 69:69 70:69 72:77 76:77 84:79 84:81 84:82 84:83 84:84 89:84 89:85 89:91 90:91 94:91 94:97 96:97 97:97 98:97 98:103 99:103"
"حق صاحب","فرحت",10,"46 47 64 65 66 67 74 76","48:44 48:45 48:46 64:65 66:65 66:67 67:67 68:67 72:76 76:76"
"حق صاحب","فیاض خان",52,"19 20 23 30 32 33 34 35 36 45 62 64 65 66 67 68 69 70 71 72 74 76 81 82 85 87 88 89 90 92 93 94 95 96 97 99","20:18 20:19 20:21 26:21 28:33 31:33 32:33 33:33 34:33 34:34 35:34 35:35 36:35 36:36 48:43 64:61 64:64 66:64 66:65 66:66 67:66 67:68 68:68 69:68 69:69 70:69 70:70 72:70 72:72 76:72 76:77 84:79 84:80 84:81 84:86 89:86 89:87 89:88 89:89 90:89 90:90 94:90 94:91 94:93 94:94 96:94 96:96 97:96 97:97 98:97 98:100 99:100"
"حق صاحب","لالہ رگھو بر دیال",3,"26 48","26:26 27:26 48:48"
"حق صاحب","مزمل",15,"83 89 90 92 93 94 95 96 97 99","84:83 89:90 90:90 94:90 94:92 94:93 94:94 96:94 96:95 96:96 97:96 97:97 98:97 98:100 99:100"
"حق صاحب","ملن",12,"37 38 66 67 68 69 78 82 83","35:40 36:40 64:69 66:69 67:69 68:69 69:69 70:69 76:81 84:81 84:82 84:83"
"حق صاحب","مٹھوا",11,"27 28 29 30 48 66 67 68","26:28 27:28 28:28 31:28 31:30 48:48 64:68 66:68 67:68 68:68 69:68"
"حق صاحب","نمبردار صاحب",33,"20 28 29 31 32 33 34 35 36 48 64 65 66 67 68 69 74 76 84 86 91 92 94 95","20:20 26:31 27:31 28:31 31:31 32:31 32:32 33:32 33:33 34:33 34:34 35:34 35:35 36:35 36:36 48:48 64:64 66:64 66:67 67:67 68:67 68:69 69:69 70:69 72:76 76:76 84:84 89:84 89:94 90:94 94:94 96:94 96:95"
"حق صاحب","نمبردارنی",25,"26 38 45 46 47 48 62 63 64 65 66 67 74 76 96 97 98 99","26:26 27:26 36:41 48:43 48:44 48:45 48:46 48:47 48:48 64:61 64:62 64:63 64:65 66:65 66:67 67:67 68:67 72:76 76:76 94:98 96:98 97:98 98:98 99:98 99:99"
"حق صاحب","نوابن",20,"46 47 63 64 65 66 67 68 74 76 95 96 97 98 99","48:45 48:47 64:63 64:64 66:64 66:65 66:67 67:67 68:67 68:68 69:68 72:76 76:76 94:97 96:97 97:97 98:97 98:98 99:98 99:99"
"حق صاحب","ڈپٹی صاحب",1,"48","48:48"
"حق صاحب","کالے خاں",40,"17 20 26 27 28 29 30 31 32 37 38 46 48 65 66 67 68 69 72 73 75 76 81 83 84 86 87 95 96 97 100","20:15 20:20 26:27 27:27 28:27 28:28 31:28 31:29 31:30 31:32 32:32 33:32 35:40 36:40 48:44 48:48 64:67 66:67 67:67 68:67 68:69 69:69 70:69 70:74 72:74 76:74 76:77 84:79 84:82 84:83 84:84 89:84 89:85 89:86 94:97 96:97 97:97 98:97 98:102 99:102"
"حق صاحب","گلشن",26,"17 18 22 25 26 38 45 47 64 65 67 68 69 77 82 95 96 97 99 100","20:15 20:16 20:24 26:24 26:25 26:26 27:26 36:41 48:43 48:46 48:47 64:65 66:65 66:69 67:69 68:69 69:69 70:69 76:78 84:81 94:97 96:97 97:97 98:97 98:101 99:101"
"حمید ڈاکیہ","دلی والی 1",1,"77","76:78"
"حمید ڈاکیہ","دلی کباب والا",1,"78","76:80"
"حمید ڈاکیہ","رشید",2,"48 97","46:50 97:98"
"حمید ڈاکیہ","رفیا",13,"25 27 30 31 32 37 40 41 43 46 76 97","27:24 27:27 33:28 33:29 33:30 33:32 35:40 41:40 41:41 46:41 46:47 76:77 97:97"
"حمید ڈاکیہ","سبطین",26,"25 26 27 31 32 33 34 35 38 39 40 42 44 47 74 76 94 95 96 97","27:24 27:25 27:26 27:27 33:29 33:31 33:32 33:33 35:33 35:34 35:35 41:36 41:37 41:38 41:39 41:43 46:43 46:48 76:72 76:77 97:92 97:93 97:94 97:95 97:96 97:97"
"حمید ڈاکیہ","شیرو",9,"27 31 32 37 40 47 74 75 77","27:27 33:29 33:32 35:40 41:40 46:48 76:73 76:74 76:79"
"حمید ڈاکیہ","علن",10,"27 30 31 32 37 40 48 76 97","27:27 33:28 33:29 33:30 33:32 35:40 41:40 46:50 76:77 97:97"
"حمید ڈاکیہ","فرحت",5,"42 45 46 76","41:44 46:44 46:45 46:46 76:76"
"حمید ڈاکیہ","فضل حق وکیل",2,"41 44","41:42 46:42"
"حمید ڈاکیہ","فیاض خان",18,"33 34 35 38 39 40 41 43 44 74 76 95 96 97","33:33 35:33 35:34 35:35 41:36 41:37 41:38 41:39 41:41 46:41 46:42 46:43 76:72 76:77 97:93 97:94 97:96 97:97"
"حمید ڈاکیہ","لالہ رگھو بر دیال",2,"26 47","27:26 46:48"
"حمید ڈاکیہ","مزمل",6,"94 95 96 97","97:92 97:93 97:94 97:95 97:96 97:97"
