Character,Gender,TitleOrClass,Role
وکٹوریہ,Female,ملازمہ,Minor
راحت,Female,دوست,Minor
خاور,Female,دوست,Minor
خاور کا منگیتر (نیوی افسر),Male,نیوی افسر,Minor
صمدانی صاحب,Male,استاد,Minor
ریحانہ,Female,دوست,Minor
شاہد (لیفٹیننٹ),Male,فوجی افسر,Minor
چو پاؤچی,Male,چینی رہنما,Minor
ماؤ زے تنگ,Male,چینی رہنما,Minor
قدرت اللہ شہاب,Male,افسر ادیب,Minor
ڈاکٹر اسرار احمد,Male,مذہبی عالم,Minor
امیر پرویز,Male,افسر,Minor
صوفی تبسم,Male,شاعر,Minor
نور جہاں,Female,گلوکارہ,Minor
شاہ عبد العزیز,Male,عالم دین,Minor
عوض علی شاہ قلندر,Male,صوفی,Minor
بھگت کبیر,Male,صوفی شاعر,Minor
کبیر کی بیوی,Female,گھر والی,Minor
بنیا,Male,سوداگر,Minor
فرزانہ,Female,محبوبہ,Minor
فرزانہ کا عاشق دوست,Male,دوست,Minor
لاہور کا صوفی بابا,Male,صوفی,Minor
یاسین,Male,نوجوان,Minor
خواجہ رفیق,Male,کاشتکار,Minor
تازی,Female,گھر کی عورت,Minor
صغراں,Female,خادمہ,Minor
خواجہ رفیق کا پوتا,Male,کبڈی کھلاڑی,Minor
رضیہ (خواجہ کی بہو),Female,بہو,Minor
منگا چو,Female,خاتون,Minor
منگا چو کا خاوند,Male,شکاری,Minor
بمبیلا,Female,گاؤں کی عورت,Minor
جرمن لڑکی,Female,سیاح,Minor
جرمن لڑکی کا ساتھی,Male,سیاح,Minor
الطاف,Male,اکاؤنٹنٹ,Minor
مالٹے والا نوجوان,Male,نوجوان,Minor
سبز کوٹ والی خاتون,Female,مسافر,Minor
آزاد کشمیر ریڈیو والا ساتھی,Male,ریڈیو ملازم,Minor
مشہود,Male,ریڈیو ملازم,Minor
جمیلہ اختر,Female,ریڈیو اناؤنسر,Minor
للو جمعدار,Male,جمعدار,Minor
حفیظ پیرزادہ,Male,سیاست دان,Minor
فضلی,Male,دوست,Minor
شریف الدین,Male,دوست,Minor
محمد علی,Male,مرد,Minor
سلطان صاحب,Male,بزرگ,Minor
ظاہر,Male,دوست,Minor
بابو خاں,Male,مزدور,Minor
کشور ناہید,Female,شاعرہ,Minor
یوسف کامران,Male,ادیب,Minor
ذو الفقار بش,Male,ادیب,Minor
عتیق اللہ,Male,ادیب,Minor
شکور بیدل,Male,شاعر,Minor
غلام قادر سلیم,Male,ادیب,Minor
نپولین,Male,فاتح,Minor
شہنشاہ جہانگیر,Male,بادشاہ,Minor
الفرج رونی,Male,مصنف,Minor
اخلاق احمد دہلوی,Male,ادیب,Minor
عزیز الرحمن,Male,ادیب,Minor
نسرین محمود,Female,شاعرہ,Minor
اکرم بٹ,Male,دوست,Minor
چودھری بشیر,Male,چودھری,Minor
کلیم (عطا حسین کلیم),Male,ادیب,Minor
نظامی صاحب,Male,مدیر,Minor
انور (آرٹسٹ),Male,آرٹسٹ,Minor
امجد حسین,Male,ادیب,Minor
شاہ جی (نیوز ایڈیٹر),Male,نیوز ایڈیٹر,Minor
جی ایم اثر,Male,ادیب,Minor
حافظی,Male,قاری,Minor
ذوالنون مصری,Male,صوفی,Minor
قطب الدین مبارک شاہ,Male,بادشاہ,Minor
علاء الدین خلجی,Male,بادشاہ,Minor
نظام الدین اولیاء,Male,صوفی,Minor
خسرو خاں,Male,جرنیل,Minor
راندھول,Male,جرنیل,Minor
ظفر خاں,Male,جرنیل,Minor
قاضی ضیاء الدین,Male,قاضی,Minor
ملک عین الدین ملتانی,Male,امیر,Minor
ملک وحید الدین قریشی,Male,امیر,Minor
ملک فخر الدین جونا,Male,امیر,Minor
تلک جوتا,Male,ہندو سردار,Minor
ملک بنیاث الدین,Male,امیر,Minor
بابا فرید,Male,صوفی,Minor
رنجیت سنگھ,Male,مہاراجہ,Minor
ندیم قاسمی,Male,ادیب,Minor
ایس۔ اے۔ حمید,Male,ادیب,Minor
قدیر ملک,Male,ادیب,Minor
اظہر صدیقی,Male,ادیب,Minor
میلو,Female,اداکارہ,Minor
نیلو,Female,اداکارہ,Minor
محمد حسین,Male,مرد,Minor
حیدر علی نمبر دار,Male,نمبر دار,Minor
امریکن عورت (جھیل),Female,سیاح,Minor
امانت علی خان,Male,گلوکار,Minor
ریاض محمد,Male,دوست,Minor
اجمل (اداکار),Male,اداکار,Minor
میجر لیٹر,Male,فوجی افسر,Minor
میجر لیٹر کی بیوی,Female,بیوی,Minor
تبتی بنجارا,Male,بنجارا,Minor
بابا کریا,Male,ملنگ,Minor
ماموں نذر,Male,ماموں,Minor
دتو ملنگ,Male,ملنگ,Minor
منی,Female,بچی,Minor
کرنل دیال,Male,فوجی افسر,Minor
میجر آفندی,Male,فوجی افسر,Minor
کرنل محی الدین,Male,فوجی افسر,Minor
کلیم الدین,Male,فوجی افسر,Minor
زر داد خان,Male,سپاہی,Minor
پرمیلا,Female,کرنل کی بیٹی,Minor
کارل یونگ,Male,فلسفی,Minor
ڈی ایچ لارنس,Male,مصنف,Minor
آئزک نیوٹن,Male,سائنس دان,Minor
گوئٹے,Male,مصنف,Minor
حضرت زکریا,Male,نبی,Minor
موسیو دیمانش,Male,استاد,Minor
نیلز بوہر,Male,سائنس دان,Minor
ژاں پال سارتر,Male,فلسفی,Minor
بابو سراج,Male,حلوائی,Minor
رضی,Male,دوست,Minor
رمینی بی,Female,استاد موسیقی,Minor
کامران,Male,دوست,Minor
پروفیسر سبطین,Male,پروفیسر,Minor
سکندر اعظم,Male,فاتح,Minor
سیلوکس,Male,سپہ سالار,Minor
میلوکس,Male,سپہ سالار,Minor
حضرت میاں میر,Male,صوفی,Minor
شاہجہان,Male,بادشاہ,Minor
داراشکوہ,Male,شہزادہ,Minor
حسین منصور حلاج,Male,صوفی,Minor
حضرت شبلی,Male,عالم دین,Minor
حضرت اویس قرنی,Male,صالح بزرگ,Minor
حضرت عمر,Male,خلیفہ,Minor
حضرت علی,Male,خلیفہ,Minor
رسول اللہ صلی اللہ علیہ وسلم,Male,پیغمبر,Minor
