Character,Gender,TitleOrClass,Role
گاماں,Male,Wrestler,Minor
گنڈار,Unknown,Mythic Figure,Minor
گنیش,Unknown,Mythic Figure,Minor
گورو شمبھو مہاراج,Unknown,Mythic Figure,Minor
گڑسل,Unknown,Animal,Minor
لالہ ہر دیال,Male,Historical Figure,Minor
لڈن صاحب,Unknown,Character,Minor
لکھنو والے,Unknown,Character,Support
لنگور,Unknown,Animal,Minor
مامانی,Female,Relative,Minor
مینا,Female,Animal,Minor
مراد علی,Male,Character,Minor
مرزا اولاور بیگ,Male,Gentleman,Support
مرزا عزت بیگ,Male,Gentleman,Support
مصباح,Unknown,Character,Support
ملکہ مہرنگار,Female,Royalty,Minor
مولوی,Male,Religious Figure,Minor
مشتری بائی,Female,Character,Minor
میاں جان,Unknown,Character,Minor
میاں جانی,Unknown,Character,Minor
میاں بلاقی,Unknown,Character,Minor
مجو الحسینی,Male,Character,Support
نائن,Female,Character,Minor
نانیشری رانی,Female,Mythic Figure,Minor
نریندر,Unknown,Character,Minor
نذیر,Unknown,Character,Minor
ننھی تائی,Female,Relative,Support
نرالی اپسرا,Female,Mythic Figure,Minor
نمرٹھ والے,Unknown,Character,Support
ہاجہ دھرم دت,Male,Royalty,Minor
ہفت رنگن,Female,Household Elder,Support
ہنس,Unknown,Animal,Minor
ہنسنی,Female,Animal,Minor
یمن,Unknown,Character,Support
امی جان,Unknown,Character,Minor
انوری,Female,Character,Support
بندر والا,Unknown,Character,Minor
بڑے ابا,Unknown,Character,Minor
بوڑھی اماں,Female,Household Elder,Minor
پیلی بھیت والے,Unknown,Character,Support
پاپا جانی,Unknown,Character,Minor
پھوپھا آغا,Male,Relative,Minor
پھوپھا جانی,Male,Relative,Minor
پھوپھی اماں,Female,Household Elder,Support
پیارے میاں,Unknown,Character,Minor
چچا جان,Male,Relative,Minor
چھوٹی پھوپھو,Female,Relative,Support
چھوٹے میاں,Unknown,Character,Support
حاجی صاحب,Male,Religious Figure,Minor
