Character_A,Character_B,Weight,Pages(centers),Pairs(pa:pb)
"بمبو","سکیراں",5,"36 40 46 53 54","41:32 41:40 41:51 56:51 56:53"
"بمبو","شاداں",1,"54","56:52"
"بمبو","شبیر",1,"93","91:95"
"بمبو","شدین",7,"45 52 53 54 58 59","41:49 56:49 56:50 56:52 56:60 58:60 59:60"
"بمبو","شوقاں (گھوڑی)",1,"91","91:91"
"بمبو","ضابطے خاں",4,"41 51 52","41:42 56:46 56:47 56:48"
"بمبو","غلام علی",1,"87","91:83"
"بمبو","متاب ٹیڑی",4,"41 51 52","41:42 56:46 56:47 56:48"
"بمبو","متاب کی بیوی",2,"42 52","41:43 56:48"
"بمبو","ملا اسماعیل",4,"41 58 59 60","41:42 56:61 58:61 59:61"
"بمبو","ملّا گھیچری",2,"46 53","41:51 56:51"
"بمبو","ملک (دارا کی کہانی)",4,"42 59 60 61","41:44 56:63 58:63 59:63"
"بمبو","ملک سمندر خاں",1,"42","41:44"
"بمبو","مندی",5,"36 40 46 53 54","41:32 41:40 41:51 56:51 56:53"
"بمبو","منہا یبل",1,"40","41:40"
"بمبو","ٹو (نر گھوڑا)",2,"56 57","56:57 58:57"
"بمبو","پھلا",7,"41 55 56 57 58 59","41:41 56:54 56:56 58:56 58:58 59:58 59:59"
"بمبو","پھمن",6,"86 87 88 89 96","91:82 91:84 91:85 91:87 91:88 91:101"
"بمبو","پھمن کی نانی",7,"86 87 88 89","91:81 91:82 91:83 91:84 91:85 91:86 91:88"
"بمبو","چاچا حنفیا",2,"40 54","41:40 56:53"
"بمبو","چدی",3,"58 59","56:60 58:60 59:60"
"بمبو","چوہدری تغیرے",1,"92","91:93"
"بمبو","چوہدری جلال",2,"36 37","41:31 41:33"
"بمبو","کئی رانی (گھوڑی)",2,"62 63","58:67 59:67"
"بمبو","کالا بدل (ریچھ)",6,"40 57 58 86 90","41:39 56:58 58:58 59:58 91:82 91:90"
"بمبو","کرنل صاحب",1,"90","91:90"
"بمبو","کماں",3,"58 59 60","56:61 58:61 59:61"
"بمبو","گازی",4,"56 57 58","56:56 58:56 58:58 59:58"
"بمبو","گاموں مراثی",4,"36 37 38","41:31 41:33 41:34 41:35"
"بمبو","گاگو",8,"41 55 56 57 58 59","41:41 56:54 56:56 58:56 58:57 58:58 59:58 59:59"
"بمبو","گلو (مراثی کا منڈا)",2,"37 38","41:34 41:35"
"بمبو","گومی",1,"54","56:52"
"بمبو","گھینا",3,"58 59","56:60 58:60 59:60"
"بنی","بچھیری (گھوڑی)",15,"44 51 56 57 58 71 72 76 91 93 96","48:41 48:54 49:54 58:54 58:55 58:56 58:57 58:58 73:70 73:72 73:80 91:91 92:91 92:94 99:94"
"بنی","بیبو",5,"60 68 69 70","58:63 73:63 73:65 73:66 73:67"
"بنی","تائی",2,"59 73","58:61 73:74"
"بنی","جاگیردار",8,"48 49 53 55 56 57 58","48:49 49:49 58:49 58:52 58:54 58:55 58:57 58:58"
"بنی","حضرت صاحب",7,"52 57 96 100","48:56 49:56 58:56 58:57 91:101 92:101 99:101"
"بنی","حیدری",6,"71 72 76 92 96","73:70 73:72 73:80 91:93 92:93 99:93"
"بنی","دارو",3,"62 69 102","58:66 73:66 99:106"
"بنی","دارے لوہار",7,"60 68 69 70 71","58:63 73:63 73:65 73:66 73:67 73:68 73:69"
"بنی","دھاموں",5,"62 69 70 71","58:66 73:66 73:67 73:68 73:69"
"بنی","راوی",53,"43 44 45 46 47 48 49 53 54 55 56 57 58 68 69 70 71 72 73 86 87 88 89 90 91 92 96 97 98 99","48:38 48:39 48:40 48:41 48:42 48:43 48:44 48:45 48:46 48:47 48:48 49:48 49:49 58:49 58:50 58:51 58:52 58:53 58:54 58:55 58:56 58:57 58:58 73:63 73:65 73:66 73:67 73:68 73:69 73:70 73:71 73:72 73:73 91:81 91:82 91:83 91:84 91:85 91:86 91:87 91:88 91:89 91:90 91:91 92:91 92:93 99:93 99:94 99:95 99:96 99:97 99:98 99:99"
"بنی","رسولاں",7,"93 97 98 99","91:95 92:95 99:95 99:96 99:97 99:98 99:99"
"بنی","رشیدہ",1,"43","48:39"
"بنی","رضیہ",6,"93 97 98","91:95 92:95 99:95 99:96 99:97 99:98"
"بنی","سردار",9,"61 69 72 73 87 88 89 90 102","58:65 73:65 73:71 73:73 91:84 91:85 91:87 91:90 99:105"
"بنی","سردار گور دیال سنگھ",5,"87 88 89 90 102","91:84 91:85 91:87 91:90 99:105"
"بنی","سردار گور دیال سنگھ کی کنجری صندلاں",2,"89 102","91:87 99:105"
"بنی","سفید پوش",5,"51 56 57","48:54 49:54 58:54 58:56 58:57"
"بنی","سلامتے",2,"72 76","73:72 73:80"
"بنی","سلیمان (کسان)",9,"71 91 92 95 97 98 99","73:70 91:92 92:92 99:92 99:95 99:96 99:97 99:98 99:99"
"بنی","سکندر",1,"74","73:76"
"بنی","سکیراں",5,"44 49 50 54 55","48:40 48:51 49:51 58:51 58:53"
"بنی","سید کرم شاہ",1,"103","99:107"
"بنی","شاداں",3,"50 55","48:52 49:52 58:52"
"بنی","شبیر",6,"93 97 98","91:95 92:95 99:95 99:96 99:97 99:98"
"بنی","شدین",8,"48 49 53 54 55 59 72 73","48:49 49:49 58:49 58:50 58:52 58:60 73:71 73:73"
"بنی","شوقاں (گھوڑی)",7,"71 72 76 91 92 96","73:70 73:72 73:80 91:91 92:91 92:93 99:93"
"بنی","ضابطے خاں",8,"45 46 47 48","48:42 48:43 48:44 48:45 48:46 48:47 48:48 49:48"
"بنی","عمری بھرین",2,"97 100","92:102 99:102"
"بنی","غلام علی",2,"78 87","73:83 91:83"
"بنی","لالو",1,"75","73:77"
"بنی","متاب ٹیڑی",7,"45 46 47 48","48:42 48:43 48:45 48:46 48:47 48:48 49:48"
"بنی","متاب کی بیوی",3,"45 48","48:43 48:48 49:48"
"بنی","ملا اسماعیل",3,"45 59 74","48:42 58:61 73:76"
"بنی","ملّا گھیچری",3,"49 50 54","48:51 49:51 58:51"
"بنی","ملک (دارا کی کہانی)",11,"46 60 68 69 70 71 75","48:44 48:45 58:63 73:63 73:64 73:65 73:66 73:67 73:68 73:69 73:78"
"بنی","ملک سمندر خاں",1,"46","48:44"
"بنی","مندی",5,"44 49 50 54 55","48:40 48:51 49:51 58:51 58:53"
"بنی","منہا یبل",1,"44","48:40"
"بنی","نور و ماچھی",2,"97 100","92:102 99:102"
"بنی","نوری کاٹو",1,"72","73:72"
"بنی","ٹو (نر گھوڑا)",3,"52 53 57","48:57 49:57 58:57"
"بنی","پھتی",1,"74","73:76"
"بنی","پھلا",6,"44 51 56 57 58","48:41 48:54 49:54 58:54 58:56 58:58"
"بنی","پھمن",9,"77 86 87 88 89 96 100","73:82 91:82 91:84 91:85 91:87 91:88 91:101 92:101 99:101"
"بنی","پھمن کی نانی",9,"77 86 87 88 89 101","73:81 91:81 91:82 91:83 91:84 91:85 91:86 91:88 99:104"
"بنی","چاچا حنفیا",4,"44 50 51 55","48:40 48:53 49:53 58:53"
"بنی","چدی",2,"59 72","58:60 73:71"
"بنی","چوہدری تغیرے",6,"71 76 92 96","73:70 73:80 91:93 92:93 99:93 99:94"
"بنی","کئی رانی (گھوڑی)",2,"62 70","58:67 73:67"
"بنی","کالا بدل (ریچھ)",7,"43 53 58 77 86 90","48:39 48:58 49:58 58:58 73:82 91:82 91:90"
"بنی","کرنل صاحب",1,"90","91:90"
"بنی","کماں",2,"59 75","58:61 73:77"
"بنی","گازی",4,"52 57 58","48:56 49:56 58:56 58:58"
"بنی","گاگو",7,"44 51 56 57 58","48:41 48:54 49:54 58:54 58:56 58:57 58:58"
"بنی","گلو (مراثی کا منڈا)",2,"71 72","73:70 73:72"
"بنی","گومی",3,"50 55","48:52 49:52 58:52"
"بنی","گھینا",2,"59 72","58:60 73:71"
"بچھیری (گھوڑی)","بیبو",10,"58 59 60 61 66 67 68","54:63 55:63 56:63 57:63 58:63 59:63 70:63 70:65 70:66 70:67"
"بچھیری (گھوڑی)","تائی",16,"57 58 59 60 65 66 72 73 77 78 79","54:61 55:61 56:61 57:61 58:61 59:61 70:61 70:62 70:74 72:74 80:74 80:75 80:76 80:77 80:78 80:79"
"بچھیری (گھوڑی)","جاگیردار",14,"45 51 53 54 55 56 57 58 59 65","41:49 54:49 54:52 54:54 55:54 55:55 56:55 56:57 57:57 58:57 58:58 59:58 59:60 70:60"
"بچھیری (گھوڑی)","حضرت صاحب",19,"2 3 4 5 14 15 16 18 36 55 56 57 96 97","2:3 3:3 5:3 5:4 5:5 18:11 18:13 18:14 18:15 18:18 41:31 54:56 55:56 56:56 57:56 57:57 58:57 91:101 94:101"
"بچھیری (گھوڑی)","حیدری",7,"70 71 72 76 80 92 93","70:70 72:70 72:72 80:72 80:80 91:93 94:93"
"بچھیری (گھوڑی)","دارو",5,"61 62 68","56:66 57:66 58:66 59:66 70:66"
"بچھیری (گھوڑی)","دارے لوہار",12,"58 59 60 61 66 67 68 69","54:63 55:63 56:63 57:63 58:63 59:63 70:63 70:65 70:66 70:67 70:68 70:69"
"بچھیری (گھوڑی)","دھاموں",10,"23 36 61 62 68 69","18:28 41:32 56:66 57:66 58:66 59:66 70:66 70:67 70:68 70:69"
"بچھیری (گھوڑی)","راوی",85,"1 2 3 4 5 13 14 15 16 17 18 36 37 38 39 40 41 49 50 51 52 53 54 55 56 57 58 59 65 66 67 68 69 70 71 72 76 77 78 79 80 86 87 88 89 90 91 92 93 94","2:1 2:2 3:2 3:3 5:3 5:4 5:5 18:8 18:9 18:10 18:11 18:12 18:13 18:14 18:15 18:16 18:17 18:18 41:31 41:32 41:33 41:34 41:35 41:36 41:37 41:38 41:39 41:40 41:41 54:44 54:45 54:46 54:47 54:48 54:49 54:50 54:51 54:52 54:53 54:54 55:54 55:55 56:55 56:56 57:56 57:57 58:57 58:58 59:58 59:59 70:60 70:61 70:62 70:63 70:65 70:66 70:67 70:68 70:69 70:70 72:70 72:71 72:72 80:72 80:73 80:74 80:76 80:77 80:78 80:79 80:80 91:81 91:82 91:83 91:84 91:85 91:86 91:87 91:88 91:89 91:90 91:91 94:91 94:93 94:94"
"بچھیری (گھوڑی)","رسولاں",2,"93 94","91:95 94:95"
"بچھیری (گھوڑی)","رشیدہ",2,"20 40","18:22 41:39"
"بچھیری (گھوڑی)","رضیہ",2,"93 94","91:95 94:95"
"بچھیری (گھوڑی)","سردار",16,"21 60 61 62 67 70 71 72 76 82 87 88 89 90","18:24 55:65 56:65 57:65 58:65 59:65 70:65 70:71 72:71 72:73 80:73 80:84 91:84 91:85 91:87 91:90"
"بچھیری (گھوڑی)","سردار گور دیال سنگھ",5,"82 87 88 89 90","80:84 91:84 91:85 91:87 91:90"
"بچھیری (گھوڑی)","سردار گور دیال سنگھ کی کنجری صندلاں",2,"83 89","80:87 91:87"
"بچھیری (گھوڑی)","سفید پوش",7,"54 55 56 57","54:54 55:54 55:56 56:56 57:56 57:57 58:57"
"بچھیری (گھوڑی)","سلامتے",8,"19 36 37 38 71 72 76 80","18:20 41:31 41:34 41:35 70:72 72:72 80:72 80:80"
"بچھیری (گھوڑی)","سلیمان (کسان)",6,"20 70 71 91 93 94","18:22 70:70 72:70 91:92 94:92 94:95"
"بچھیری (گھوڑی)","سٹین فورڈ (گھوڑا)",5,"1 2 3 4","2:1 2:2 3:2 3:4 5:4"
"بچھیری (گھوڑی)","سکندر",4,"73 74 78","70:76 72:76 80:76 80:77"
"بچھیری (گھوڑی)","سکیراں",6,"23 36 40 46 52 53","18:28 41:32 41:40 41:51 54:51 54:53"
"بچھیری (گھوڑی)","سید کرم شاہ",6,"1 3 4 5 18","2:1 2:4 3:4 5:4 5:5 18:18"
"بچھیری (گھوڑی)","شاداں",1,"53","54:52"
"بچھیری (گھوڑی)","شبیر",2,"93 94","91:95 94:95"
"بچھیری (گھوڑی)","شدین",15,"45 51 52 53 57 58 59 65 70 71 72 76","41:49 54:49 54:50 54:52 54:60 55:60 56:60 57:60 58:60 59:60 70:60 70:71 72:71 72:73 80:73"
"بچھیری (گھوڑی)","شوقاں (گھوڑی)",8,"70 71 72 76 80 91 92 93","70:70 72:70 72:72 80:72 80:80 91:91 94:91 94:93"
"بچھیری (گھوڑی)","صاحب زادہ نصیر الدین شاہ",3,"9 16 17","5:14 18:14 18:16"
"بچھیری (گھوڑی)","صفیہ",1,"19","18:21"
"بچھیری (گھوڑی)","ضابطے خاں",6,"41 49 50 51","41:42 54:44 54:45 54:46 54:47 54:48"
"بچھیری (گھوڑی)","عمری بھرین",1,"98","94:102"
"بچھیری (گھوڑی)","غلام علی",4,"9 16 81 87","5:14 18:14 80:83 91:83"
"بچھیری (گھوڑی)","لالو",3,"73 74 78","70:77 72:77 80:77"
"بچھیری (گھوڑی)","متاب ٹیڑی",5,"41 49 50 51","41:42 54:45 54:46 54:47 54:48"
"بچھیری (گھوڑی)","متاب کی بیوی",2,"42 51","41:43 54:48"
"بچھیری (گھوڑی)","ملا اسماعیل",12,"1 41 57 58 59 60 65 73 74 78","2:1 41:42 54:61 55:61 56:61 57:61 58:61 59:61 70:61 70:76 72:76 80:76"
"بچھیری (گھوڑی)","ملّا گھیچری",2,"46 52","41:51 54:51"
