Character_A,Character_B,Weight,Pages(centers),Pairs(pa:pb)
"بچھیری (گھوڑی)","ضابطے خاں",1,"41","41:42"
"بچھیری (گھوڑی)","غلام علی",2,"16 81","18:14 80:83"
"بچھیری (گھوڑی)","لالو",2,"74 78","72:77 80:77"
"بچھیری (گھوڑی)","متاب ٹیڑی",1,"41","41:42"
"بچھیری (گھوڑی)","متاب کی بیوی",1,"42","41:43"
"بچھیری (گھوڑی)","ملا اسماعیل",8,"1 41 58 59 60 74 78","2:1 41:42 56:61 57:61 58:61 59:61 72:76 80:76"
"بچھیری (گھوڑی)","ملّا گھیچری",1,"52","54:51"
"بچھیری (گھوڑی)","ملک (دارا کی کہانی)",12,"3 4 42 60 61 67 68 69 79","2:4 3:4 5:4 41:44 58:63 59:63 70:65 70:66 70:67 70:68 70:69 80:78"
"بچھیری (گھوڑی)","ملک سمندر خاں",1,"42","41:44"
"بچھیری (گھوڑی)","مندی",3,"40 52 53","41:40 54:51 54:53"
"بچھیری (گھوڑی)","منہا یبل",1,"40","41:40"
"بچھیری (گھوڑی)","موجو",3,"4 5 6","2:7 3:7 5:7"
"بچھیری (گھوڑی)","نوراں",1,"19","18:21"
"بچھیری (گھوڑی)","نوری کاٹو",2,"71 72","70:72 72:72"
"بچھیری (گھوڑی)","ٹو (نر گھوڑا)",10,"2 3 4 5 18 55 56 57","2:3 3:3 5:3 5:5 18:19 54:57 55:57 56:57 57:57 58:57"
"بچھیری (گھوڑی)","ٹھمکی",3,"4 5 6","2:7 3:7 5:7"
"بچھیری (گھوڑی)","پھتی",3,"74 78","72:76 80:76 80:77"
"بچھیری (گھوڑی)","پھلا",13,"2 3 4 41 54 55 56 57 58 59","2:3 3:3 5:3 41:41 54:54 55:54 55:56 56:56 57:56 57:58 58:58 59:58 59:59"
"بچھیری (گھوڑی)","پھمن",3,"81 89","80:82 91:87 91:88"
"بچھیری (گھوڑی)","پھمن کی نانی",3,"80 88 89","80:81 91:86 91:88"
"بچھیری (گھوڑی)","چاچا حنفیا",2,"40 53","41:40 54:53"
"بچھیری (گھوڑی)","چدی",7,"57 58 59 70 71","55:60 56:60 57:60 58:60 59:60 70:71 72:71"
"بچھیری (گھوڑی)","چوہدری تغیرے",6,"70 71 80 92 93 94","70:70 72:70 80:80 91:93 94:93 94:94"
"بچھیری (گھوڑی)","چوہدری جلال",1,"19","18:20"
"بچھیری (گھوڑی)","کئی رانی (گھوڑی)",1,"68","70:67"
"بچھیری (گھوڑی)","کالا بدل (ریچھ)",13,"4 5 6 18 40 56 57 58 81 90","2:7 3:7 5:7 18:19 41:39 54:58 55:58 56:58 57:58 58:58 59:58 80:82 91:90"
"بچھیری (گھوڑی)","کرملی",7,"1 2 3 4 5 18","2:1 2:2 3:2 3:3 5:3 5:5 18:19"
"بچھیری (گھوڑی)","کرنل صاحب",3,"1 18 90","2:1 18:18 91:90"
"بچھیری (گھوڑی)","کماں",8,"58 59 60 74 78 79","56:61 57:61 58:61 59:61 72:77 80:77 80:78 80:79"
"بچھیری (گھوڑی)","گازی",7,"55 56 57 58","54:56 55:56 56:56 57:56 57:58 58:58 59:58"
"بچھیری (گھوڑی)","گاما",1,"19","18:20"
"بچھیری (گھوڑی)","گاموں مراثی",8,"1 2 3 4 5 18","2:1 2:2 3:2 3:3 5:3 5:4 5:5 18:18"
"بچھیری (گھوڑی)","گاگو",11,"41 54 55 56 57 58 59","41:41 54:54 55:54 55:56 56:56 57:56 57:57 58:57 58:58 59:58 59:59"
"بچھیری (گھوڑی)","گلو (مراثی کا منڈا)",3,"70 71 72","70:70 72:70 72:72"
"بچھیری (گھوڑی)","گومی",1,"53","54:52"
"بچھیری (گھوڑی)","گھینا",7,"57 58 59 70 71","55:60 56:60 57:60 58:60 59:60 70:71 72:71"
"بیبو","تائی",2,"62","63:61 63:62"
"بیبو","جاگیردار",2,"60 61","63:58 63:60"
"بیبو","حیدری",3,"67 68","65:70 66:70 67:70"
"بیبو","دارو",4,"64 65 66","63:66 65:66 66:66 67:66"
"بیبو","دارے لوہار",7,"63 64 65 66 67","63:63 65:63 65:65 66:65 66:66 67:66 67:67"
"بیبو","دھاموں",5,"64 65 66 67","63:66 65:66 66:66 67:66 67:67"
"بیبو","راوی",12,"60 61 62 63 64 65 66 67","63:58 63:59 63:60 63:61 63:62 63:63 65:63 65:65 66:65 66:66 67:66 67:67"
"بیبو","سردار",5,"64 65 68 69","63:65 65:65 66:65 66:71 67:71"
"بیبو","سلامتے",1,"69","67:72"
"بیبو","سلیمان (کسان)",3,"67 68","65:70 66:70 67:70"
"بیبو","شدین",3,"61 68 69","63:60 66:71 67:71"
"بیبو","شوقاں (گھوڑی)",3,"67 68","65:70 66:70 67:70"
"بیبو","ملا اسماعیل",1,"62","63:61"
"بیبو","ملک (دارا کی کہانی)",8,"63 64 65 66 67","63:63 65:63 65:64 65:65 66:65 66:66 67:66 67:67"
"بیبو","نوری کاٹو",1,"69","67:72"
"بیبو","پھلا",2,"60 61","63:58 63:59"
"بیبو","چدی",3,"61 68 69","63:60 66:71 67:71"
"بیبو","چوہدری تغیرے",3,"67 68","65:70 66:70 67:70"
"بیبو","کئی رانی (گھوڑی)",4,"65 66 67","63:67 65:67 66:67 67:67"
"بیبو","کالا بدل (ریچھ)",1,"60","63:58"
"بیبو","کماں",1,"62","63:61"
"بیبو","گازی",1,"60","63:58"
"بیبو","گاگو",2,"60 61","63:58 63:59"
"بیبو","گلو (مراثی کا منڈا)",3,"67 68","65:70 66:70 67:70"
"بیبو","گھینا",3,"61 68 69","63:60 66:71 67:71"
"تائی","جاگیردار",3,"59 60","61:57 61:58 61:60"
"تائی","حضرت صاحب",2,"58 59","61:56 61:57"
"تائی","حیدری",7,"72 73 77 78 79","74:70 74:72 75:80 76:80 77:80 78:80 79:80"
"تائی","دارو",2,"63 64","61:66 62:66"
"تائی","دارے لوہار",3,"62 71","61:63 62:63 74:69"
"تائی","دھاموں",3,"63 64 71","61:66 62:66 74:69"
"تائی","راوی",23,"58 59 60 61 62 71 72 73 74 75 76 77 78 79","61:56 61:57 61:58 61:59 61:60 61:61 62:61 62:62 74:69 74:70 74:71 74:72 74:73 74:74 75:74 75:76 76:76 77:76 77:77 78:77 78:78 79:78 79:79"
"تائی","سردار",5,"63 72 73 81","61:65 62:65 74:71 74:73 79:84"
"تائی","سردار گور دیال سنگھ",1,"81","79:84"
"تائی","سفید پوش",2,"58 59","61:56 61:57"
"تائی","سلامتے",6,"73 77 78 79","74:72 75:80 76:80 77:80 78:80 79:80"
"تائی","سلیمان (کسان)",1,"72","74:70"
"تائی","سکندر",6,"75 76 77","74:76 75:76 76:76 77:76 77:77 78:77"
"تائی","شدین",3,"60 72 73","61:60 74:71 74:73"
"تائی","شوقاں (گھوڑی)",7,"72 73 77 78 79","74:70 74:72 75:80 76:80 77:80 78:80 79:80"
"تائی","غلام علی",2,"80 81","78:83 79:83"
"تائی","لالو",5,"75 76 77","74:77 75:77 76:77 77:77 78:77"
"تائی","ملا اسماعیل",6,"61 75 76","61:61 62:61 74:76 75:76 76:76 77:76"
"تائی","ملک (دارا کی کہانی)",9,"62 71 76 77 78","61:63 62:63 74:69 74:78 75:78 76:78 77:78 78:78 79:78"
"تائی","نوری کاٹو",1,"73","74:72"
"تائی","ٹو (نر گھوڑا)",1,"59","61:57"
"تائی","پھتی",6,"75 76 77","74:76 75:76 76:76 77:76 77:77 78:77"
"تائی","پھلا",3,"58 59 60","61:56 61:58 61:59"
"تائی","پھمن",3,"79 80","77:82 78:82 79:82"
"تائی","پھمن کی نانی",4,"78 79 80","76:81 77:81 78:81 79:81"
"تائی","چدی",2,"60 72","61:60 74:71"
"تائی","چوہدری تغیرے",6,"72 77 78 79","74:70 75:80 76:80 77:80 78:80 79:80"
"تائی","کئی رانی (گھوڑی)",1,"64","62:67"
"تائی","کالا بدل (ریچھ)",4,"59 79 80","61:58 77:82 78:82 79:82"
"تائی","کماں",10,"61 75 76 77 78 79","61:61 62:61 74:77 75:77 76:77 77:77 78:77 78:78 79:78 79:79"
"تائی","گازی",2,"58 59","61:56 61:58"
"تائی","گاگو",4,"58 59 60","61:56 61:57 61:58 61:59"
"تائی","گلو (مراثی کا منڈا)",2,"72 73","74:70 74:72"
"تائی","گھینا",2,"60 72","61:60 74:71"
"تاباں","حضرت صاحب",1,"109","110:108"
"تاباں","دارو",2,"108","110:106 110:107"
"تاباں","راوی",10,"107 108 109 110 111 112","110:105 110:106 110:107 110:108 110:109 110:110 111:110 111:111 112:111 112:112"
"تاباں","سردار",2,"107 108","110:105 110:106"
"تاباں","سردار گور دیال سنگھ",2,"107 108","110:105 110:106"
"تاباں","سردار گور دیال سنگھ کی کنجری صندلاں",2,"107 108","110:105 110:106"
"تاباں","سید کرم شاہ",1,"108","110:107"
"تاباں","غفورے ڈرائیور",5,"110 111 112","110:110 111:110 111:111 112:111 112:112"
"تاباں","پھمن",2,"110","110:110 111:110"
"تاباں","پھمن کی نانی",1,"107","110:105"
