Character,Gender,TitleOrClass,Role
واحد حسین,Male,Gentleman,Minor
صاحب واحد حسین کے لڑکے,Male,Gentleman’s Son,Minor
ذکیہ بیگم,Female,Mother-in-law,Minor
مرزا فدا حسین,Male,Zamindar,Support
سکینہ بیگم (مرزا فدا حسین کی بیوی),Female,Housewife,Minor
ذکر,Male,Villager/Worker,Minor
ہر مزی,Male,Villager/Worker,Minor
مکّا,Male,Peasant,Support
مکّا کی جورو,Female,Peasant Woman,Minor
متّا,Male,Peasant,Minor
متّا کی جورو,Female,Peasant Woman,Minor
نادر,Male,Child,Support
بھٹیاری,Female,Innkeeper,Minor
مہکولال,Male,Servant/Helper,Minor
چھٹن,Male,Villager/Helper,Minor
علی حسین,Male,Villager,Minor
محسن علی,Male,Supporter,Minor
سوزخواں,Male,Religious Reciter,Minor
حدیث خواں,Male,Religious Reciter,Minor
مرثیہ خواں,Male,Religious Reciter,Minor
مرزا حمید حسین,Male,Poet,Minor
تصدق حسین,Male,Poet/Friend,Minor
وحشت,Male,Poet,Minor
قیس,Male,Legendary Lover (Literary),Minor
لیلی,Female,Legendary Lover (Literary),Minor
رزلین,Female,Land Grantee,Minor
دیہائی رنڈیاں,Female,Courtesans (Collective),Minor
کفایت علی شاہ,Male,Faqir,Minor
کفایت علی شاہ,Male,Faqir,Minor
نور سیمی,Female,Young Bride,Minor
داماد نور سیمی,Male,Groom,Minor
حسین الدین,Male,Official’s Son,Minor
والدہ حسین الدین,Female,Housewife,Minor
ہدایت حسین,Male,Court Official,Minor
مہادیو پرشاد,Male,Admirer/Reader,Minor
مولوی ریاض الدین,Male,Religious Scholar,Minor
مولوی ظہور الدین,Male,Religious Scholar,Minor
میر احسان علی,Male,Scholar of Mathematics,Minor
مہادیو پرشاد,Male,Admirer/Reader,Minor
ابوالخیر,Male,Religious Scholar,Minor
سرفراز حسین,Male,Petitioner,Minor
ساحر (نواب احمد حسین خاں),Male,Nawab-Poet,Minor
عبدالحسینین,Male,Friend in Europe,Minor
عبداللہ (گمنام کاتب),Male,Anonymous Critic,Minor
مولوی صلاح الدین,Male,Scholar (BA),Minor
بشیر الدین احمد,Male,Scholar (MA),Minor
کفایت علی شاہ,Male,Faqir,Minor
رسوا,Male,Writer,Narrator
