Character,Gender,TitleOrClass,Role
مولوی میثاق علی,Male,Religious Scholar,Minor
احمد بالله,Male,Ancestor,Minor
دادی حضرت,Female,Household Elder,Minor
تایا حضور,Male,Household Elder,Minor
بدھشٹر مہاراج,Male,Mythic Figure,Minor
پر جاپتی,Male,Mythic Figure,Minor
اوشا,Female,Mythic Figure,Minor
شاما چڑیا,Unknown,Bird,Minor
بطخیں (گلستان محل),Unknown,Animal,Minor
بد رنگ بلی,Unknown,Animal,Minor
