Character,Gender,TitleOrClass,Role
چراغ دین,Male,Villager,Support
بابو,Female,Village Girl,Support
خیر دین تانگے والا,Male,Tonga Driver,Support
چاچا محمد بخش,Male,Uncle / Elder,Support
چاچی رابیاں,Female,Neighbour / Aunt,Support
دادا جی (مشاہد کے دادا),Male,Grandfather,Support
ماسی (نامعلوم، گاؤں کی عورتیں),Female,Village Woman,Minor
نہرو,Male,Politician / Historical Figure,Minor
محمد بن قاسم,Male,Historical Conqueror,Minor
راجہ داہر,Male,Historical King,Minor
میاں محمد,Male,Religious Figure,Minor
اینیا ڈانسر,Female,Dancer,Minor
روندر/افتخار,Male,Neighbour / Friend,Support
ٹریور,Male,Foreign Friend,Minor
سعید گلوکار کے بھائی خیام,Male,Singer,Minor
مسٹر ایف۔جے۔کنگ بار,Male,Bar Owner,Minor
پناہ گیر/مہاجرین (اجتماعی),Unknown,Refugee Group,Minor
نامعلوم مولوی صاحب,Male,Religious Scholar,Minor
نامعلوم میراثی,Male,Professional Performer,Minor
ستارہ کوٹ کا تانگے والا,Male,Tonga Driver,Minor
ماسی (بکو کی ماں),Female,Old Woman,Minor
بابا جی پناہ گیر,Male,Refugee Elder,Minor
بڑی بی (فلش سسٹم والی),Female,Old Landlady,Minor
شوبھا مردان,Female,Young Woman / Link to مردان,Support
برگیتا,Female,Foreign Relative,Support
ڈاکٹر ارشد احمد,Male,Doctor,Support
بیٹ مین بشیر,Male,Domestic Helper,Support
ستار نقوی,Male,Poet / Friend,Support
دانش,Male,Friend / Youth,Support
رحمان گل,Male,Friend / Labourer,Support
نور الہدی,Unknown,Religious Name,Minor
اظہار اعوان,Male,Friend / Political Worker,Support
کمند علی خان,Male,Educated Man,Support
صباحت بیگم,Female,Begum / Respectable Lady,Support
پروفیسر مشتاق,Male,Professor,Support
داؤد احمد,Male,Medical Student,Support
بیگم بابر,Female,Upper-Class Begum,Support
ظہیر الدین بابر,Male,Wealthy Patriarch,Support
نازنین بابر,Female,Young Woman,Support
عارفین بابر,Female,Young Woman,Support
زاہد کالیا,Male,Dealer / Eccentric,Support
کتورا,Male,Comic Friend,Minor
روزی,Female,Working-Class Woman,Support
سور,Male,Dog / Nicknamed Character,Minor
بابا نذیر احمد,Male,Religious Elder,Support
ٹائو,Male,Historian (Toynbee Reference),Minor
پرنسس بمباں سدر لینڈ,Female,Princess / Historical,Minor
خان بہادر محمود شاہ,Male,Title-Holder,Minor
مہاراجہ رنجیت سنگھ,Male,Historical Ruler,Minor
پرنس علی خان,Male,Prince / Social Elite,Minor
وقار نون,Male,Politician,Minor
ریٹا ہیورتھ,Female,Film Star,Minor
مودودی,Male,Religious Leader,Minor
ونسٹن چرچل,Male,Statesman,Minor
مہاتما بدھ,Male,Religious Figure,Minor
بلھے شاہ,Male,Sufi Poet,Minor
مرزا غلام احمد,Male,Religious Founder,Minor
محمود غزنوی,Male,Historical Conqueror,Minor
کیپٹن گل ریز,Male,Army Captain,Support
کرنل خان,Male,Army Colonel,Minor
لیفٹیننٹ پر اہلم,Male,Army Lieutenant,Minor
صوبیدار اللہ یار,Male,Army Subedar,Minor
مکتی باہنی (اجتماعی),Unknown,Militia Group,Minor
اشفاق نقوی,Male,Writer / Journalist,Minor
نوراں,Female,Gardener / Spiritual Figure,Protagonist
غفور,Male,Villager / Worker,Support
موسیقار آقا نواز,Male,Musician,Support
بابا (لیاری سکول ٹیچر),Male,School Teacher,Support
راڈنی ایز برگ,Male,Foreign Priest,Support
مشائلہ,Female,Foreign Wife,Support
عبد الرحمن چغتائی,Male,Artist / Painter,Minor
عبدالرحیم چغتائی,Male,Artist / Relative,Minor
موراں طوائف,Female,Tawaif,Minor
کلو بائی,Female,Tawaif / Courtesan,Minor
شاہ حسین,Male,Sufi Saint,Minor
قرۃ العین حیدر,Female,Writer,Minor
کمپین علی شیر,Male,Singer,Minor
شاہد پٹیالہ بینڈ,Male,Band Musician,Minor
نامعلوم ینگ لیڈی (فوکس ویگن والی),Female,Young Urban Woman,Minor
مسز حسین,Female,Diplomat’s Wife,Support
مسٹر حسین,Male,Diplomat / Officer,Minor
میجر شفقت بلوچ,Male,Army Major,Minor
شیر شاہ سوری,Male,Historical King,Minor
آغا حشر کاشمیری,Male,Dramatist,Minor
منشی دل لکھنوی,Male,Playwright / Writer,Minor
ٹکا خان,Male,Army General,Antagonist
نمبردار اللہ دوایا,Male,Landlord / نمبردار,Antagonist
عباسی صاحب,Male,Official / Senior,Minor
ماجد قریشی,Male,Official / Senior,Minor
ڈاکٹر ڑھا شیر,Male,Doctor,Minor
سلامت (بکو کا بیٹا),Male,Child,Minor
جیرے (بکو کا بیٹا),Male,Child,Minor
بھیجو (بکو کا بیٹا),Male,Child,Minor
چٹنی (بکو کا بیٹا),Male,Child,Minor
خواجہ فرید,Male,Sufi Poet,Minor
بابو راؤ پٹیل,Male,Hindu Shopkeeper,Support
فاطمہ,Female,Converted Woman,Support
سیتا,Female,Hindu Woman,Minor
میرا,Female,Child,Minor
سنی,Male,Child,Minor
نیڈی,Male,Friend / Youth,Minor
برگیتا کے والد,Male,Foreign Father,Minor
اقبال مسیح,Male,Christian Child Labourer,Support
مولوی احتشام الدین,Male,Religious Scholar,Support
مہر النساء,Female,Village Woman,Support
ورچن,Male,Tribal Man,Minor
سمرو,Male,Tribal Man,Minor
ڈورگا,Female,Tribal Woman,Minor
پکی (بستی والی),Female,Basti Woman,Minor
پاروشنی,Female,Tribal Woman,Minor
ٹلیاں,Female,Tribal Woman,Minor
درچین,Female,Tribal Woman,Minor
جنرل یحییٰ خان,Male,Military Ruler,Antagonist
ذوالفقار علی بھٹو,Male,Politician,Minor
جنرل ضیاء الحق,Male,Military Ruler,Antagonist
ڈاکٹر ظفر نیازی,Male,Doctor,Minor
رنگا خان,Male,Army General,Minor
جیون رام,Male,Indian Defence Minister,Minor
ڈاکٹر نریگونہ سین,Male,Scholar / Writer,Minor
ٹائیگر نیازی,Male,Army General,Antagonist
مور (سات کمروں والی کوٹھی),Unknown,Symbolic Bird / House Creature,Minor
کرشین,Female,Foreign Girl,Minor
انسپکٹر (چیک پوسٹ),Male,Police Inspector,Minor
بخت نصیب,Male,Pir / Saint,Support
امرجیت سنگھ,Male,Sikh Man,Minor
امریت سنگھ,Male,Sikh Man,Minor
کرپا رام,Male,Hindu Villager,Minor
سید احمد شہید,Male,Religious Warrior,Minor
اشوک,Male,Historical King,Minor
سکندر اعظم,Male,Historical Conqueror,Minor
پورس,Male,Historical King,Minor
چوکیدار (نوگرام سٹوپا),Male,Watchman,Minor
مجید امجد,Male,Poet,Minor
اسحاق سریش والا,Male,Poet / Writer,Minor
حضرت موسیٰ,Male,Prophet,Minor
مریم (مجسمہ),Female,Religious Icon,Minor
مالی شریف,Male,Gardener,Support
عاشق علی,Male,Local Man,Support
کیپٹن دلاور خان,Male,Army Captain,Minor
کیپٹن خانزادہ,Male,Army Captain,Support
نبی (سپاہی),Male,Soldier,Minor
شمس تبریز,Male,Sufi Saint,Minor
