Character_A,Character_B,Weight,Pages(centers),Pairs(pa:pb)
"امیر خاتون (دیوا کی کہانی)","محمد علی جوہر",1,"87","90:84"
"امیر خاتون (دیوا کی کہانی)","محمد ﷺ",3,"87 89 92","90:84 90:89 90:95"
"امیر خاتون (دیوا کی کہانی)","مولانا روم",1,"85","90:80"
"امیر خاتون (دیوا کی کہانی)","نواب (سید صاحب کی کہانی)",1,"91","90:92"
"امیر خاتون (دیوا کی کہانی)","نوکرانی (دیوا کی کہانی)",1,"90","90:90"
"امیر خاتون (دیوا کی کہانی)","والی",1,"91","90:92"
"اکرام علی خاں","جوہر",2,"88 92","92:84 92:93"
"اکرام علی خاں","حضرت سلمان فارسی",1,"94","92:96"
"اکرام علی خاں","حضرت علیؓ",1,"95","92:99"
"اکرام علی خاں","دکاندار (دیوا کی کہانی)",1,"91","92:90"
"اکرام علی خاں","دیوان (اکرام علی خاں کی کہانی)",1,"92","92:92"
"اکرام علی خاں","راوی (میں)",10,"87 88 89 90 91 92","92:82 92:83 92:84 92:85 92:86 92:87 92:89 92:90 92:91 92:92"
"اکرام علی خاں","سید صاحب",1,"92","92:92"
"اکرام علی خاں","عبداللہ ابن جدعان",1,"95","92:99"
"اکرام علی خاں","عبدالمطلب",1,"95","92:99"
"اکرام علی خاں","قاضی صاحب",1,"92","92:92"
"اکرام علی خاں","محمد علی جوہر",1,"88","92:84"
"اکرام علی خاں","محمد ﷺ",3,"88 90 93","92:84 92:89 92:95"
"اکرام علی خاں","نواب (سید صاحب کی کہانی)",1,"92","92:92"
"اکرام علی خاں","نوکرانی (دیوا کی کہانی)",1,"91","92:90"
"اکرام علی خاں","والی",1,"92","92:92"
"بادشاہ (کہانی)","بزرگ",1,"2","1:3"
"بادشاہ (کہانی)","حکیم (بادشاہ کی کہانی)",1,"58","58:58"
"بادشاہ (کہانی)","خواجہ نظام",1,"63","58:68"
"بادشاہ (کہانی)","راوی (میں)",12,"1 53 54 55 56 57 58","1:1 58:48 58:49 58:50 58:51 58:52 58:53 58:54 58:55 58:56 58:57 58:58"
"بادشاہ (کہانی)","سلطان علاؤ الدین",1,"63","58:68"
"بادشاہ (کہانی)","سید حسن علی بلگرامی",1,"54","58:50"
"بادشاہ (کہانی)","شاہی طبیب",1,"58","58:58"
"بادشاہ (کہانی)","شیخ (استاد جوہر)",1,"58","58:59"
"بادشاہ (کہانی)","شیخ بدیع الدین سرہندی",1,"58","58:59"
"بادشاہ (کہانی)","صحابی",2,"1 57","1:1 58:56"
"بادشاہ (کہانی)","مجدد الزمان",1,"58","58:59"
"بادشاہ (کہانی)","محمد ﷺ",3,"1 57 62","1:1 58:56 58:66"
"بادشاہ (کہانی)","ملا جی",1,"54","58:51"
"بادشاہ (کہانی)","ملا محمود جا",1,"63","58:68"
"بادشاہ (کہانی)","ملکہ",1,"58","58:58"
"بادشاہ (کہانی)","مولانا عبد الحکیم سیالکوٹی",1,"58","58:59"
"بادشاہ (کہانی)","مولوی روح اللہ صاحب",1,"60","58:62"
"بادشاہ (کہانی)","نوجوان (بادشاہ کی کہانی)",2,"55 58","58:52 58:58"
"بادشاہ (کہانی)","والی",3,"3 55 63","1:5 58:53 58:68"
"بزرگ","راوی (میں)",3,"2 3","3:1 3:2 3:3"
"بزرگ","صحابی",1,"2","3:1"
"بزرگ","محمد ﷺ",1,"2","3:1"
"بزرگ","والی",1,"4","3:5"
"جوہر","حالی",1,"41","46:37"
"جوہر","حامد الدین فراہی",1,"24","24:25"
"جوہر","حضرت خلیفة المسیح الخامس",1,"27","24:31"
"جوہر","حضرت سلمان فارسی",1,"94","93:96"
"جوہر","حضرت علیؓ",3,"42 46 96","46:38 46:47 93:99"
"جوہر","حضرت مسیح موعود علیہ السلام",1,"27","24:31"
"جوہر","حکیم (بادشاہ کی کہانی)",1,"24","24:25"
"جوہر","حکیم صاحب",1,"24","24:25"
"جوہر","حیدر قلی خان",1,"79","84:75"
"جوہر","دکاندار (دیوا کی کہانی)",2,"87 91","84:90 93:90"
"جوہر","دیوان (اکرام علی خاں کی کہانی)",2,"88 92","84:92 93:92"
"جوہر","راوی (میں)",42,"19 20 21 22 23 24 41 42 43 44 45 46 79 80 81 82 83 84 88 89 90 91 92 93","24:14 24:15 24:16 24:17 24:18 24:19 24:20 24:21 24:22 24:23 24:24 46:36 46:37 46:38 46:39 46:40 46:41 46:42 46:43 46:44 46:45 46:46 84:74 84:75 84:76 84:77 84:78 84:79 84:80 84:81 84:82 84:83 84:84 93:84 93:85 93:86 93:87 93:89 93:90 93:91 93:92 93:93"
"جوہر","ریحام",1,"21","24:18"
"جوہر","ریما",1,"21","24:18"
"جوہر","سر ولیم جونز",1,"22","24:20"
"جوہر","سید احمد گیلانی",1,"23","24:22"
"جوہر","سید حسن علی بلگرامی",1,"48","46:50"
"جوہر","سید صاحب",3,"43 88 92","46:40 84:92 93:92"
"جوہر","سید محمد طاہر شاہد",1,"27","24:31"
"جوہر","شیخ (استاد جوہر)",1,"46","46:46"
"جوہر","صحابی",1,"51","46:56"
"جوہر","عبداللہ ابن جدعان",1,"96","93:99"
"جوہر","عبدالمطلب",1,"96","93:99"
"جوہر","غریب ملازمہ عورت",1,"81","84:79"
"جوہر","فتح الدین",1,"82","84:81"
"جوہر","فتح جنگ خان",1,"79","84:75"
"جوہر","قاضی صاحب",2,"88 92","84:92 93:92"
"جوہر","محسن",1,"28","24:33"
"جوہر","محمد شاہ",1,"79","84:75"
"جوہر","محمد عالم خان",1,"79","84:75"
"جوہر","محمد علی جوہر",2,"84 88","84:84 93:84"
"جوہر","محمد ﷺ",8,"27 43 46 79 84 88 91 94","24:31 46:40 46:47 84:75 84:84 93:84 93:89 93:95"
"جوہر","مصباحی",1,"24","24:25"
"جوہر","ملا جی",1,"48","46:51"
"جوہر","ملازمہ کے بچے",1,"81","84:79"
"جوہر","مولانا آزاد",1,"41","46:37"
"جوہر","مولانا حسرت موہانی",1,"41","46:37"
"جوہر","مولانا روم",1,"82","84:80"
"جوہر","مولانا شبلی نعمانی",1,"41","46:37"
"جوہر","مولانا ظفر علی خاں",1,"41","46:37"
"جوہر","مولانا عبدالقادر",1,"43","46:40"
"جوہر","مولانا غلام یحیی",1,"43","46:40"
"جوہر","مولانا قاضی محمود",1,"43","46:40"
"جوہر","مولانا محمد اسماعیل شہید",1,"43","46:40"
"جوہر","مولانا مظہر علی",1,"43","46:40"
"جوہر","مولوی اسمعیل",1,"41","46:37"
"جوہر","مولوی ثناء اللہ",1,"41","46:37"
"جوہر","مولوی عزیز مرزا",1,"41","46:37"
"جوہر","مولوی علی حسن",1,"81","84:79"
"جوہر","میاں احمد خان",1,"79","84:75"
"جوہر","نادر شاہ",1,"79","84:75"
"جوہر","نواب (سید صاحب کی کہانی)",2,"88 92","84:92 93:92"
"جوہر","نوجوان (بادشاہ کی کہانی)",2,"44 46","46:43 46:46"
"جوہر","نوکرانی (دیوا کی کہانی)",2,"87 91","84:90 93:90"
"جوہر","نپولین اعظم",1,"23","24:23"
"جوہر","والی",5,"29 41 49 88 92","24:34 46:36 46:53 84:92 93:92"
"جوہر","کوکل تاش خان",1,"79","84:75"
"حالی","حامد الدین فراہی",1,"30","35:25"
"حالی","حضرت خلیفة المسیح الخامس",1,"33","35:31"
"حالی","حضرت علیؓ",2,"36 37","35:38 37:38"
"حالی","حضرت مسیح موعود علیہ السلام",1,"33","35:31"
"حالی","حکیم (بادشاہ کی کہانی)",1,"30","35:25"
"حالی","حکیم صاحب",1,"30","35:25"
"حالی","راوی (میں)",14,"30 31 32 33 34 35 36 37","35:25 35:26 35:27 35:28 35:29 35:30 35:31 35:32 35:33 35:34 35:35 37:35 37:36 37:37"
"حالی","سید صاحب",2,"37 38","35:40 37:40"
"حالی","سید محمد طاہر شاہد",1,"33","35:31"
"حالی","شیخ (استاد جوہر)",1,"41","37:46"
"حالی","محسن",1,"34","35:33"
"حالی","محمد ﷺ",3,"33 37 38","35:31 35:40 37:40"
"حالی","مصباحی",1,"30","35:25"
"حالی","مولانا آزاد",2,"36 37","35:37 37:37"
"حالی","مولانا حسرت موہانی",2,"36 37","35:37 37:37"
"حالی","مولانا شبلی نعمانی",2,"36 37","35:37 37:37"
"حالی","مولانا ظفر علی خاں",2,"36 37","35:37 37:37"
"حالی","مولانا عبدالقادر",2,"37 38","35:40 37:40"
"حالی","مولانا غلام یحیی",2,"37 38","35:40 37:40"
"حالی","مولانا قاضی محمود",2,"37 38","35:40 37:40"
"حالی","مولانا محمد اسماعیل شہید",2,"37 38","35:40 37:40"
"حالی","مولانا مظہر علی",2,"37 38","35:40 37:40"
"حالی","مولوی اسمعیل",2,"36 37","35:37 37:37"
"حالی","مولوی ثناء اللہ",2,"36 37","35:37 37:37"
"حالی","مولوی عزیز مرزا",2,"36 37","35:37 37:37"
"حالی","نوجوان (بادشاہ کی کہانی)",2,"39 40","35:43 37:43"
"حالی","والی",3,"34 35 36","35:34 35:36 37:36"
"حامد الدین فراہی","حضرت خلیفة المسیح الخامس",1,"28","25:31"
"حامد الدین فراہی","حضرت مسیح موعود علیہ السلام",1,"28","25:31"
"حامد الدین فراہی","حکیم (بادشاہ کی کہانی)",1,"25","25:25"
"حامد الدین فراہی","حکیم صاحب",1,"25","25:25"
"حامد الدین فراہی","راوی (میں)",11,"20 21 22 23 24 25","25:15 25:16 25:17 25:18 25:19 25:20 25:21 25:22 25:23 25:24 25:25"
"حامد الدین فراہی","ریحام",1,"21","25:18"
"حامد الدین فراہی","ریما",1,"21","25:18"
"حامد الدین فراہی","سر ولیم جونز",1,"22","25:20"
"حامد الدین فراہی","سید احمد گیلانی",1,"23","25:22"
"حامد الدین فراہی","سید محمد طاہر شاہد",1,"28","25:31"
"حامد الدین فراہی","محسن",1,"29","25:33"
"حامد الدین فراہی","محمد ﷺ",1,"28","25:31"
"حامد الدین فراہی","مصباحی",1,"25","25:25"
"حامد الدین فراہی","نپولین اعظم",1,"24","25:23"
"حامد الدین فراہی","والی",1,"29","25:34"
"حضرت خلیفة المسیح الخامس","حضرت علیؓ",1,"34","31:38"
"حضرت خلیفة المسیح الخامس","حضرت مسیح موعود علیہ السلام",1,"31","31:31"
"حضرت خلیفة المسیح الخامس","حکیم (بادشاہ کی کہانی)",1,"28","31:25"
"حضرت خلیفة المسیح الخامس","حکیم صاحب",1,"28","31:25"
"حضرت خلیفة المسیح الخامس","راوی (میں)",11,"26 27 28 29 30 31","31:21 31:22 31:23 31:24 31:25 31:26 31:27 31:28 31:29 31:30 31:31"
"حضرت خلیفة المسیح الخامس","سید احمد گیلانی",1,"26","31:22"
"حضرت خلیفة المسیح الخامس","سید صاحب",1,"35","31:40"
"حضرت خلیفة المسیح الخامس","سید محمد طاہر شاہد",1,"31","31:31"
"حضرت خلیفة المسیح الخامس","محسن",1,"32","31:33"
"حضرت خلیفة المسیح الخامس","محمد ﷺ",1,"31","31:31"
"حضرت خلیفة المسیح الخامس","مصباحی",1,"28","31:25"
"حضرت خلیفة المسیح الخامس","مولانا آزاد",1,"34","31:37"
"حضرت خلیفة المسیح الخامس","مولانا حسرت موہانی",1,"34","31:37"
"حضرت خلیفة المسیح الخامس","مولانا شبلی نعمانی",1,"34","31:37"
"حضرت خلیفة المسیح الخامس","مولانا ظفر علی خاں",1,"34","31:37"
"حضرت خلیفة المسیح الخامس","مولانا عبدالقادر",1,"35","31:40"
"حضرت خلیفة المسیح الخامس","مولانا غلام یحیی",1,"35","31:40"
"حضرت خلیفة المسیح الخامس","مولانا قاضی محمود",1,"35","31:40"
"حضرت خلیفة المسیح الخامس","مولانا محمد اسماعیل شہید",1,"35","31:40"
"حضرت خلیفة المسیح الخامس","مولانا مظہر علی",1,"35","31:40"
"حضرت خلیفة المسیح الخامس","مولوی اسمعیل",1,"34","31:37"
"حضرت خلیفة المسیح الخامس","مولوی ثناء اللہ",1,"34","31:37"
"حضرت خلیفة المسیح الخامس","مولوی عزیز مرزا",1,"34","31:37"
"حضرت خلیفة المسیح الخامس","نپولین اعظم",1,"27","31:23"
"حضرت خلیفة المسیح الخامس","والی",1,"32","31:34"
"حضرت سلمان فارسی","حضرت علیؓ",1,"97","96:99"
"حضرت سلمان فارسی","دکاندار (دیوا کی کہانی)",1,"93","96:90"
"حضرت سلمان فارسی","دیوان (اکرام علی خاں کی کہانی)",1,"94","96:92"
"حضرت سلمان فارسی","راوی (میں)",10,"91 92 93 94 95 96","96:86 96:87 96:89 96:90 96:91 96:92 96:93 96:94 96:95 96:96"
"حضرت سلمان فارسی","سید صاحب",1,"94","96:92"
"حضرت سلمان فارسی","عبداللہ ابن جدعان",1,"97","96:99"
"حضرت سلمان فارسی","عبدالمطلب",1,"97","96:99"
"حضرت سلمان فارسی","قاضی صاحب",1,"94","96:92"
"حضرت سلمان فارسی","محمد ﷺ",3,"92 95 96","96:89 96:95 96:96"
"حضرت سلمان فارسی","نواب (سید صاحب کی کہانی)",1,"94","96:92"
"حضرت سلمان فارسی","نوکرانی (دیوا کی کہانی)",1,"93","96:90"
"حضرت سلمان فارسی","والی",1,"94","96:92"
"حضرت علیؓ","حضرت مسیح موعود علیہ السلام",1,"34","38:31"
"حضرت علیؓ","دکاندار (دیوا کی کہانی)",1,"94","99:90"
"حضرت علیؓ","دیوان (اکرام علی خاں کی کہانی)",1,"95","99:92"
"حضرت علیؓ","راوی (میں)",32,"33 34 35 36 37 38 42 43 44 45 46 47 94 95 96 97 98 99","38:28 38:29 38:30 38:31 38:32 38:33 38:34 38:35 38:36 38:37 38:38 47:38 47:39 47:40 47:41 47:42 47:43 47:44 47:45 47:46 47:47 99:89 99:90 99:91 99:92 99:93 99:94 99:95 99:96 99:97 99:98 99:99"
"حضرت علیؓ","سید حسن علی بلگرامی",1,"48","47:50"
"حضرت علیؓ","سید صاحب",3,"39 43 95","38:40 47:40 99:92"
"حضرت علیؓ","سید محمد طاہر شاہد",1,"34","38:31"
"حضرت علیؓ","شیخ (استاد جوہر)",2,"42 46","38:46 47:46"
"حضرت علیؓ","صحابی",1,"51","47:56"
"حضرت علیؓ","عبداللہ ابن جدعان",1,"99","99:99"
"حضرت علیؓ","عبدالمطلب",1,"99","99:99"
"حضرت علیؓ","قاضی صاحب",1,"95","99:92"
"حضرت علیؓ","محسن",1,"35","38:33"
"حضرت علیؓ","محمد ﷺ",8,"34 39 43 47 94 97 99","38:31 38:40 47:40 47:47 99:89 99:95 99:96 99:99"
"حضرت علیؓ","ملا جی",1,"49","47:51"
"حضرت علیؓ","مولانا آزاد",1,"37","38:37"
"حضرت علیؓ","مولانا حسرت موہانی",1,"37","38:37"
"حضرت علیؓ","مولانا شبلی نعمانی",1,"37","38:37"
"حضرت علیؓ","مولانا ظفر علی خاں",1,"37","38:37"
"حضرت علیؓ","مولانا عبدالقادر",2,"39 43","38:40 47:40"
"حضرت علیؓ","مولانا غلام یحیی",2,"39 43","38:40 47:40"
"حضرت علیؓ","مولانا قاضی محمود",2,"39 43","38:40 47:40"
"حضرت علیؓ","مولانا محمد اسماعیل شہید",2,"39 43","38:40 47:40"
"حضرت علیؓ","مولانا مظہر علی",2,"39 43","38:40 47:40"
"حضرت علیؓ","مولوی اسمعیل",1,"37","38:37"
"حضرت علیؓ","مولوی ثناء اللہ",1,"37","38:37"
"حضرت علیؓ","مولوی عزیز مرزا",1,"37","38:37"
"حضرت علیؓ","نواب (سید صاحب کی کہانی)",1,"95","99:92"
"حضرت علیؓ","نوجوان (بادشاہ کی کہانی)",4,"40 45 46 49","38:43 47:43 47:46 47:52"
"حضرت علیؓ","نوکرانی (دیوا کی کہانی)",1,"94","99:90"
"حضرت علیؓ","والی",4,"36 37 50 95","38:34 38:36 47:53 99:92"
"حضرت مسیح موعود علیہ السلام","حکیم (بادشاہ کی کہانی)",1,"28","31:25"
"حضرت مسیح موعود علیہ السلام","حکیم صاحب",1,"28","31:25"
"حضرت مسیح موعود علیہ السلام","راوی (میں)",11,"26 27 28 29 30 31","31:21 31:22 31:23 31:24 31:25 31:26 31:27 31:28 31:29 31:30 31:31"
"حضرت مسیح موعود علیہ السلام","سید احمد گیلانی",1,"26","31:22"
"حضرت مسیح موعود علیہ السلام","سید صاحب",1,"35","31:40"
"حضرت مسیح موعود علیہ السلام","سید محمد طاہر شاہد",1,"31","31:31"
"حضرت مسیح موعود علیہ السلام","محسن",1,"32","31:33"
"حضرت مسیح موعود علیہ السلام","محمد ﷺ",1,"31","31:31"
"حضرت مسیح موعود علیہ السلام","مصباحی",1,"28","31:25"
"حضرت مسیح موعود علیہ السلام","مولانا آزاد",1,"34","31:37"
"حضرت مسیح موعود علیہ السلام","مولانا حسرت موہانی",1,"34","31:37"
"حضرت مسیح موعود علیہ السلام","مولانا شبلی نعمانی",1,"34","31:37"
"حضرت مسیح موعود علیہ السلام","مولانا ظفر علی خاں",1,"34","31:37"
"حضرت مسیح موعود علیہ السلام","مولانا عبدالقادر",1,"35","31:40"
