Character_A,Character_B,Weight,Pages(centers),Pairs(pa:pb)
"ابو بکر","ابوجہل",1,"99","99:99"
"ابو بکر","بادشاہ (کہانی)",2,"1 57","1:1 56:58"
"ابو بکر","بزرگ",1,"2","1:3"
"ابو بکر","حضرت سلمان فارسی",1,"97","99:96"
"ابو بکر","حضرت علیؓ",1,"99","99:99"
"ابو بکر","حکیم (بادشاہ کی کہانی)",1,"57","56:58"
"ابو بکر","راوی (میں)",13,"1 53 54 55 56 96 97 98 99","1:1 56:51 56:52 56:53 56:54 56:55 56:56 99:94 99:95 99:96 99:97 99:98 99:99"
"ابو بکر","شاہی طبیب",1,"57","56:58"
"ابو بکر","شیخ (استاد جوہر)",1,"57","56:59"
"ابو بکر","شیخ بدیع الدین سرہندی",1,"57","56:59"
"ابو بکر","صحابی",2,"1 56","1:1 56:56"
"ابو بکر","عبداللہ ابن جدعان",1,"99","99:99"
"ابو بکر","عبدالمطلب",1,"99","99:99"
"ابو بکر","مجدد الزمان",1,"57","56:59"
"ابو بکر","محمد ﷺ",5,"1 56 97 99","1:1 56:56 99:95 99:96 99:99"
"ابو بکر","ملا جی",1,"53","56:51"
"ابو بکر","ملکہ",1,"57","56:58"
"ابو بکر","مولانا عبد الحکیم سیالکوٹی",1,"57","56:59"
"ابو بکر","نوجوان (بادشاہ کی کہانی)",2,"54 57","56:52 56:58"
"ابو بکر","والی",2,"3 54","1:5 56:53"
"ابو طالب","ابوجہل",1,"99","99:99"
"ابو طالب","حضرت سلمان فارسی",1,"97","99:96"
"ابو طالب","حضرت علیؓ",1,"99","99:99"
"ابو طالب","راوی (میں)",6,"96 97 98 99","99:94 99:95 99:96 99:97 99:98 99:99"
"ابو طالب","عبداللہ ابن جدعان",1,"99","99:99"
"ابو طالب","عبدالمطلب",1,"99","99:99"
"ابو طالب","محمد ﷺ",3,"97 99","99:95 99:96 99:99"
"ابوجہل","حضرت سلمان فارسی",1,"97","99:96"
"ابوجہل","حضرت علیؓ",1,"99","99:99"
"ابوجہل","راوی (میں)",6,"96 97 98 99","99:94 99:95 99:96 99:97 99:98 99:99"
"ابوجہل","عبداللہ ابن جدعان",1,"99","99:99"
"ابوجہل","عبدالمطلب",1,"99","99:99"
"ابوجہل","محمد ﷺ",3,"97 99","99:95 99:96 99:99"
"امیر خاتون (دیوا کی کہانی)","اکرام علی خاں",1,"91","90:92"
"امیر خاتون (دیوا کی کہانی)","جوہر",1,"91","90:93"
"امیر خاتون (دیوا کی کہانی)","دکاندار (دیوا کی کہانی)",1,"90","90:90"
"امیر خاتون (دیوا کی کہانی)","دیوان (اکرام علی خاں کی کہانی)",1,"91","90:92"
"امیر خاتون (دیوا کی کہانی)","راوی (میں)",5,"87 88 89 90","90:85 90:86 90:87 90:89 90:90"
"امیر خاتون (دیوا کی کہانی)","سید صاحب",1,"91","90:92"
"امیر خاتون (دیوا کی کہانی)","قاضی صاحب",1,"91","90:92"
"امیر خاتون (دیوا کی کہانی)","محمد ﷺ",2,"89 92","90:89 90:95"
"امیر خاتون (دیوا کی کہانی)","نواب (سید صاحب کی کہانی)",1,"91","90:92"
"امیر خاتون (دیوا کی کہانی)","نوکرانی (دیوا کی کہانی)",1,"90","90:90"
"امیر خاتون (دیوا کی کہانی)","والی",1,"91","90:92"
"اکرام علی خاں","جوہر",1,"92","92:93"
"اکرام علی خاں","حضرت سلمان فارسی",1,"94","92:96"
"اکرام علی خاں","دکاندار (دیوا کی کہانی)",1,"91","92:90"
"اکرام علی خاں","دیوان (اکرام علی خاں کی کہانی)",1,"92","92:92"
"اکرام علی خاں","راوی (میں)",5,"89 90 91 92","92:87 92:89 92:90 92:91 92:92"
"اکرام علی خاں","سید صاحب",1,"92","92:92"
"اکرام علی خاں","قاضی صاحب",1,"92","92:92"
"اکرام علی خاں","محمد ﷺ",2,"90 93","92:89 92:95"
"اکرام علی خاں","نواب (سید صاحب کی کہانی)",1,"92","92:92"
"اکرام علی خاں","نوکرانی (دیوا کی کہانی)",1,"91","92:90"
"اکرام علی خاں","والی",1,"92","92:92"
"بادشاہ (کہانی)","بزرگ",1,"2","1:3"
"بادشاہ (کہانی)","حکیم (بادشاہ کی کہانی)",1,"58","58:58"
"بادشاہ (کہانی)","راوی (میں)",7,"1 55 56 57 58","1:1 58:53 58:54 58:55 58:56 58:57 58:58"
"بادشاہ (کہانی)","شاہی طبیب",1,"58","58:58"
"بادشاہ (کہانی)","شیخ (استاد جوہر)",1,"58","58:59"
"بادشاہ (کہانی)","شیخ بدیع الدین سرہندی",1,"58","58:59"
"بادشاہ (کہانی)","صحابی",2,"1 57","1:1 58:56"
"بادشاہ (کہانی)","مجدد الزمان",1,"58","58:59"
"بادشاہ (کہانی)","محمد ﷺ",2,"1 57","1:1 58:56"
"بادشاہ (کہانی)","ملکہ",1,"58","58:58"
"بادشاہ (کہانی)","مولانا عبد الحکیم سیالکوٹی",1,"58","58:59"
"بادشاہ (کہانی)","مولوی روح اللہ صاحب",1,"60","58:62"
"بادشاہ (کہانی)","نوجوان (بادشاہ کی کہانی)",1,"58","58:58"
"بادشاہ (کہانی)","والی",2,"3 55","1:5 58:53"
"بزرگ","راوی (میں)",3,"2 3","3:1 3:2 3:3"
"بزرگ","صحابی",1,"2","3:1"
"بزرگ","محمد ﷺ",1,"2","3:1"
"بزرگ","والی",1,"4","3:5"
"جوہر","حامد الدین فراہی",1,"24","24:25"
"جوہر","حضرت سلمان فارسی",1,"94","93:96"
"جوہر","حضرت علیؓ",1,"46","46:47"
"جوہر","حکیم (بادشاہ کی کہانی)",1,"24","24:25"
"جوہر","حکیم صاحب",1,"24","24:25"
"جوہر","دکاندار (دیوا کی کہانی)",1,"91","93:90"
"جوہر","دیوان (اکرام علی خاں کی کہانی)",1,"92","93:92"
"جوہر","راوی (میں)",23,"21 22 23 24 43 44 45 46 81 82 83 84 91 92 93","24:19 24:20 24:21 24:22 24:23 24:24 46:41 46:42 46:43 46:44 46:45 46:46 84:79 84:80 84:81 84:82 84:83 84:84 93:89 93:90 93:91 93:92 93:93"
"جوہر","سر ولیم جونز",1,"22","24:20"
"جوہر","سید احمد گیلانی",1,"23","24:22"
"جوہر","سید حسن علی بلگرامی",1,"48","46:50"
"جوہر","سید صاحب",1,"92","93:92"
"جوہر","شیخ (استاد جوہر)",1,"46","46:46"
"جوہر","غریب ملازمہ عورت",1,"81","84:79"
"جوہر","فتح الدین",1,"82","84:81"
"جوہر","قاضی صاحب",1,"92","93:92"
"جوہر","محمد علی جوہر",1,"84","84:84"
"جوہر","محمد ﷺ",4,"46 84 91 94","46:47 84:84 93:89 93:95"
"جوہر","مصباحی",1,"24","24:25"
"جوہر","ملا جی",1,"48","46:51"
"جوہر","ملازمہ کے بچے",1,"81","84:79"
"جوہر","مولانا روم",1,"82","84:80"
"جوہر","مولوی علی حسن",1,"81","84:79"
"جوہر","نواب (سید صاحب کی کہانی)",1,"92","93:92"
"جوہر","نوجوان (بادشاہ کی کہانی)",2,"44 46","46:43 46:46"
"جوہر","نوکرانی (دیوا کی کہانی)",1,"91","93:90"
"جوہر","نپولین اعظم",1,"23","24:23"
"جوہر","والی",1,"92","93:92"
"حالی","حضرت خلیفة المسیح الخامس",1,"33","35:31"
"حالی","حضرت علیؓ",2,"36 37","35:38 37:38"
"حالی","حضرت مسیح موعود علیہ السلام",1,"33","35:31"
"حالی","راوی (میں)",9,"32 33 34 35 36 37","35:30 35:31 35:32 35:33 35:34 35:35 37:35 37:36 37:37"
"حالی","سید صاحب",2,"37 38","35:40 37:40"
"حالی","سید محمد طاہر شاہد",1,"33","35:31"
"حالی","محسن",1,"34","35:33"
"حالی","محمد ﷺ",3,"33 37 38","35:31 35:40 37:40"
"حالی","مولانا آزاد",2,"36 37","35:37 37:37"
"حالی","مولانا حسرت موہانی",2,"36 37","35:37 37:37"
"حالی","مولانا شبلی نعمانی",2,"36 37","35:37 37:37"
"حالی","مولانا ظفر علی خاں",2,"36 37","35:37 37:37"
"حالی","مولانا عبدالقادر",2,"37 38","35:40 37:40"
"حالی","مولانا غلام یحیی",2,"37 38","35:40 37:40"
"حالی","مولانا قاضی محمود",2,"37 38","35:40 37:40"
"حالی","مولانا محمد اسماعیل شہید",2,"37 38","35:40 37:40"
"حالی","مولانا مظہر علی",2,"37 38","35:40 37:40"
"حالی","مولوی اسمعیل",2,"36 37","35:37 37:37"
"حالی","مولوی ثناء اللہ",2,"36 37","35:37 37:37"
"حالی","مولوی عزیز مرزا",2,"36 37","35:37 37:37"
"حالی","والی",3,"34 35 36","35:34 35:36 37:36"
"حامد الدین فراہی","حکیم (بادشاہ کی کہانی)",1,"25","25:25"
"حامد الدین فراہی","حکیم صاحب",1,"25","25:25"
"حامد الدین فراہی","راوی (میں)",6,"22 23 24 25","25:20 25:21 25:22 25:23 25:24 25:25"
"حامد الدین فراہی","سر ولیم جونز",1,"22","25:20"
"حامد الدین فراہی","سید احمد گیلانی",1,"23","25:22"
"حامد الدین فراہی","مصباحی",1,"25","25:25"
"حامد الدین فراہی","نپولین اعظم",1,"24","25:23"
"حضرت خلیفة المسیح الخامس","حضرت مسیح موعود علیہ السلام",1,"31","31:31"
"حضرت خلیفة المسیح الخامس","راوی (میں)",6,"28 29 30 31","31:26 31:27 31:28 31:29 31:30 31:31"
"حضرت خلیفة المسیح الخامس","سید محمد طاہر شاہد",1,"31","31:31"
"حضرت خلیفة المسیح الخامس","محسن",1,"32","31:33"
"حضرت خلیفة المسیح الخامس","محمد ﷺ",1,"31","31:31"
"حضرت خلیفة المسیح الخامس","والی",1,"32","31:34"
"حضرت سلمان فارسی","حضرت علیؓ",1,"97","96:99"
"حضرت سلمان فارسی","دیوان (اکرام علی خاں کی کہانی)",1,"94","96:92"
"حضرت سلمان فارسی","راوی (میں)",6,"93 94 95 96","96:91 96:92 96:93 96:94 96:95 96:96"
"حضرت سلمان فارسی","سید صاحب",1,"94","96:92"
"حضرت سلمان فارسی","عبداللہ ابن جدعان",1,"97","96:99"
"حضرت سلمان فارسی","عبدالمطلب",1,"97","96:99"
"حضرت سلمان فارسی","قاضی صاحب",1,"94","96:92"
"حضرت سلمان فارسی","محمد ﷺ",2,"95 96","96:95 96:96"
"حضرت سلمان فارسی","نواب (سید صاحب کی کہانی)",1,"94","96:92"
"حضرت سلمان فارسی","والی",1,"94","96:92"
"حضرت علیؓ","راوی (میں)",18,"35 36 37 38 44 45 46 47 96 97 98 99","38:33 38:34 38:35 38:36 38:37 38:38 47:42 47:43 47:44 47:45 47:46 47:47 99:94 99:95 99:96 99:97 99:98 99:99"
"حضرت علیؓ","سید حسن علی بلگرامی",1,"48","47:50"
"حضرت علیؓ","سید صاحب",1,"39","38:40"
"حضرت علیؓ","شیخ (استاد جوہر)",1,"46","47:46"
"حضرت علیؓ","عبداللہ ابن جدعان",1,"99","99:99"
"حضرت علیؓ","عبدالمطلب",1,"99","99:99"
"حضرت علیؓ","محسن",1,"35","38:33"
"حضرت علیؓ","محمد ﷺ",5,"39 47 97 99","38:40 47:47 99:95 99:96 99:99"
"حضرت علیؓ","ملا جی",1,"49","47:51"
"حضرت علیؓ","مولانا آزاد",1,"37","38:37"
"حضرت علیؓ","مولانا حسرت موہانی",1,"37","38:37"
"حضرت علیؓ","مولانا شبلی نعمانی",1,"37","38:37"
"حضرت علیؓ","مولانا ظفر علی خاں",1,"37","38:37"
"حضرت علیؓ","مولانا عبدالقادر",1,"39","38:40"
"حضرت علیؓ","مولانا غلام یحیی",1,"39","38:40"
"حضرت علیؓ","مولانا قاضی محمود",1,"39","38:40"
"حضرت علیؓ","مولانا محمد اسماعیل شہید",1,"39","38:40"
"حضرت علیؓ","مولانا مظہر علی",1,"39","38:40"
"حضرت علیؓ","مولوی اسمعیل",1,"37","38:37"
"حضرت علیؓ","مولوی ثناء اللہ",1,"37","38:37"
"حضرت علیؓ","مولوی عزیز مرزا",1,"37","38:37"
"حضرت علیؓ","نوجوان (بادشاہ کی کہانی)",4,"40 45 46 49","38:43 47:43 47:46 47:52"
"حضرت علیؓ","والی",2,"36 37","38:34 38:36"
"حضرت مسیح موعود علیہ السلام","راوی (میں)",6,"28 29 30 31","31:26 31:27 31:28 31:29 31:30 31:31"
"حضرت مسیح موعود علیہ السلام","سید محمد طاہر شاہد",1,"31","31:31"
"حضرت مسیح موعود علیہ السلام","محسن",1,"32","31:33"
"حضرت مسیح موعود علیہ السلام","محمد ﷺ",1,"31","31:31"
"حضرت مسیح موعود علیہ السلام","والی",1,"32","31:34"
"حکیم (بادشاہ کی کہانی)","حکیم صاحب",1,"25","25:25"
"حکیم (بادشاہ کی کہانی)","راوی (میں)",12,"22 23 24 25 55 56 57 58","25:20 25:21 25:22 25:23 25:24 25:25 58:53 58:54 58:55 58:56 58:57 58:58"
"حکیم (بادشاہ کی کہانی)","سر ولیم جونز",1,"22","25:20"
"حکیم (بادشاہ کی کہانی)","سید احمد گیلانی",1,"23","25:22"
"حکیم (بادشاہ کی کہانی)","شاہی طبیب",1,"58","58:58"
"حکیم (بادشاہ کی کہانی)","شیخ (استاد جوہر)",1,"58","58:59"
"حکیم (بادشاہ کی کہانی)","شیخ بدیع الدین سرہندی",1,"58","58:59"
"حکیم (بادشاہ کی کہانی)","صحابی",1,"57","58:56"
"حکیم (بادشاہ کی کہانی)","مجدد الزمان",1,"58","58:59"
"حکیم (بادشاہ کی کہانی)","محمد ﷺ",1,"57","58:56"
"حکیم (بادشاہ کی کہانی)","مصباحی",1,"25","25:25"
"حکیم (بادشاہ کی کہانی)","ملکہ",1,"58","58:58"
"حکیم (بادشاہ کی کہانی)","مولانا عبد الحکیم سیالکوٹی",1,"58","58:59"
"حکیم (بادشاہ کی کہانی)","مولوی روح اللہ صاحب",1,"60","58:62"
"حکیم (بادشاہ کی کہانی)","نوجوان (بادشاہ کی کہانی)",1,"58","58:58"
"حکیم (بادشاہ کی کہانی)","نپولین اعظم",1,"24","25:23"
"حکیم (بادشاہ کی کہانی)","والی",1,"55","58:53"
"حکیم صاحب","راوی (میں)",6,"22 23 24 25","25:20 25:21 25:22 25:23 25:24 25:25"
"حکیم صاحب","سر ولیم جونز",1,"22","25:20"
"حکیم صاحب","سید احمد گیلانی",1,"23","25:22"
"حکیم صاحب","مصباحی",1,"25","25:25"
"حکیم صاحب","نپولین اعظم",1,"24","25:23"
"حیدر قلی خان","راوی (میں)",6,"72 73 74 75","75:70 75:71 75:72 75:73 75:74 75:75"
"حیدر قلی خان","غریب ملازمہ عورت",1,"77","75:79"
"حیدر قلی خان","غلام محمد بلور",1,"73","75:71"
"حیدر قلی خان","فتح جنگ خان",1,"75","75:75"
"حیدر قلی خان","محمد شاہ",1,"75","75:75"
"حیدر قلی خان","محمد عالم خان",1,"75","75:75"
"حیدر قلی خان","محمد ﷺ",3,"73 75","75:71 75:72 75:75"
"حیدر قلی خان","ملازمہ کے بچے",1,"77","75:79"
"حیدر قلی خان","مولانا روم",1,"77","75:80"
"حیدر قلی خان","مولوی علی حسن",1,"77","75:79"
"حیدر قلی خان","میاں احمد خان",1,"75","75:75"
"حیدر قلی خان","نادر شاہ",1,"75","75:75"
"حیدر قلی خان","کوکل تاش خان",1,"75","75:75"
"خواجہ نظام","راوی (میں)",6,"65 66 67 68","68:63 68:64 68:65 68:66 68:67 68:68"
"خواجہ نظام","سلطان علاؤ الدین",1,"68","68:68"
"خواجہ نظام","شاہی طبیب",1,"65","68:63"
"خواجہ نظام","غلام محمد بلور",1,"69","68:71"
"خواجہ نظام","محمد ﷺ",2,"67 69","68:66 68:71"
"خواجہ نظام","ملا محمود جا",1,"68","68:68"
"خواجہ نظام","والی",1,"68","68:68"
"دکاندار (دیوا کی کہانی)","دیوان (اکرام علی خاں کی کہانی)",1,"91","90:92"
"دکاندار (دیوا کی کہانی)","راوی (میں)",5,"87 88 89 90","90:85 90:86 90:87 90:89 90:90"
"دکاندار (دیوا کی کہانی)","سید صاحب",1,"91","90:92"
"دکاندار (دیوا کی کہانی)","قاضی صاحب",1,"91","90:92"
"دکاندار (دیوا کی کہانی)","محمد ﷺ",2,"89 92","90:89 90:95"
"دکاندار (دیوا کی کہانی)","نواب (سید صاحب کی کہانی)",1,"91","90:92"
"دکاندار (دیوا کی کہانی)","نوکرانی (دیوا کی کہانی)",1,"90","90:90"
"دکاندار (دیوا کی کہانی)","والی",1,"91","90:92"
"دیوان (اکرام علی خاں کی کہانی)","راوی (میں)",5,"89 90 91 92","92:87 92:89 92:90 92:91 92:92"
"دیوان (اکرام علی خاں کی کہانی)","سید صاحب",1,"92","92:92"
"دیوان (اکرام علی خاں کی کہانی)","قاضی صاحب",1,"92","92:92"
"دیوان (اکرام علی خاں کی کہانی)","محمد ﷺ",2,"90 93","92:89 92:95"
"دیوان (اکرام علی خاں کی کہانی)","نواب (سید صاحب کی کہانی)",1,"92","92:92"
"دیوان (اکرام علی خاں کی کہانی)","نوکرانی (دیوا کی کہانی)",1,"91","92:90"
"دیوان (اکرام علی خاں کی کہانی)","والی",1,"92","92:92"
"راوی (میں)","ریحام",7,"15 16 17 18","13:18 14:18 15:18 16:18 17:18 18:18 19:18"
"راوی (میں)","ریما",7,"15 16 17 18","13:18 14:18 15:18 16:18 17:18 18:18 19:18"
"راوی (میں)","سر ولیم جونز",7,"17 18 19 20","15:20 16:20 17:20 18:20 19:20 20:20 21:20"
"راوی (میں)","سلطان علاؤ الدین",7,"65 66 67 68","63:68 64:68 65:68 66:68 67:68 68:68 69:68"
"راوی (میں)","سید احمد گیلانی",7,"19 20 21 22","17:22 18:22 19:22 20:22 21:22 22:22 23:22"
"راوی (میں)","سید حسن علی بلگرامی",7,"47 48 49 50","45:50 46:50 47:50 48:50 49:50 50:50 51:50"
"راوی (میں)","سید صاحب",13,"37 38 39 40 89 90 91 92","35:40 36:40 37:40 38:40 39:40 40:40 41:40 87:92 89:92 90:92 91:92 92:92 93:92"
"راوی (میں)","سید محمد طاہر شاہد",7,"28 29 30 31","26:31 27:31 28:31 29:31 30:31 31:31 32:31"
"راوی (میں)","شاہی طبیب",13,"55 56 57 58 61 62 63","53:58 54:58 55:58 56:58 57:58 58:58 59:58 59:63 60:63 61:63 62:63 63:63 64:63"
"راوی (میں)","شیخ (استاد جوہر)",14,"43 44 45 46 56 57 58 59","41:46 42:46 43:46 44:46 45:46 46:46 47:46 54:59 55:59 56:59 57:59 58:59 59:59 60:59"
"راوی (میں)","شیخ بدیع الدین سرہندی",7,"56 57 58 59","54:59 55:59 56:59 57:59 58:59 59:59 60:59"
"راوی (میں)","صحابی",9,"1 53 54 55 56","1:1 2:1 51:56 52:56 53:56 54:56 55:56 56:56 57:56"
"راوی (میں)","عبداللہ ابن جدعان",7,"96 97 98 99","94:99 95:99 96:99 97:99 98:99 99:99 100:99"
"راوی (میں)","عبدالمطلب",7,"96 97 98 99","94:99 95:99 96:99 97:99 98:99 99:99 100:99"
"راوی (میں)","غریب ملازمہ عورت",7,"76 77 78 79","74:79 75:79 76:79 77:79 78:79 79:79 80:79"
"راوی (میں)","غلام محمد بلور",7,"68 69 70 71","66:71 67:71 68:71 69:71 70:71 71:71 72:71"
"راوی (میں)","فتح الدین",7,"78 79 80 81","76:81 77:81 78:81 79:81 80:81 81:81 82:81"
"راوی (میں)","فتح جنگ خان",7,"72 73 74 75","70:75 71:75 72:75 73:75 74:75 75:75 76:75"
"راوی (میں)","قاضی صاحب",6,"89 90 91 92","87:92 89:92 90:92 91:92 92:92 93:92"
"راوی (میں)","مجدد الزمان",7,"56 57 58 59","54:59 55:59 56:59 57:59 58:59 59:59 60:59"
"راوی (میں)","محسن",7,"30 31 32 33","28:33 29:33 30:33 31:33 32:33 33:33 34:33"
"راوی (میں)","محمد شاہ",7,"72 73 74 75","70:75 71:75 72:75 73:75 74:75 75:75 76:75"
"راوی (میں)","محمد عالم خان",7,"72 73 74 75","70:75 71:75 72:75 73:75 74:75 75:75 76:75"
"راوی (میں)","محمد علی جوہر",7,"81 82 83 84","79:84 80:84 81:84 82:84 83:84 84:84 85:84"
"راوی (میں)","محمد ﷺ",74,"1 28 29 30 31 37 38 39 40 44 45 46 47 53 54 55 56 63 64 65 66 69 70 71 72 74 75 81 82 83 84 87 88 89 92 93 94 95 96 98 99","1:1 2:1 26:31 27:31 28:31 29:31 30:31 31:31 32:31 35:40 36:40 37:40 38:40 39:40 40:40 41:40 42:47 43:47 44:47 45:47 46:47 47:47 48:47 51:56 52:56 53:56 54:56 55:56 56:56 57:56 61:66 62:66 63:66 64:66 65:66 66:66 67:66 67:71 68:71 69:71 70:71 71:71 72:71 72:72 73:72 73:75 74:75 75:75 76:75 79:84 80:84 81:84 82:84 83:84 84:84 85:84 85:89 86:89 87:89 89:89 90:89 90:95 91:95 92:95 93:95 94:95 95:95 96:95 96:96 97:96 97:99 98:99 99:99 100:99"
"راوی (میں)","مصباحی",7,"22 23 24 25","20:25 21:25 22:25 23:25 24:25 25:25 26:25"
"راوی (میں)","ملا جی",7,"48 49 50 51","46:51 47:51 48:51 49:51 50:51 51:51 52:51"
"راوی (میں)","ملا محمود جا",7,"65 66 67 68","63:68 64:68 65:68 66:68 67:68 68:68 69:68"
"راوی (میں)","ملازمہ کے بچے",7,"76 77 78 79","74:79 75:79 76:79 77:79 78:79 79:79 80:79"
"راوی (میں)","ملکہ",7,"55 56 57 58","53:58 54:58 55:58 56:58 57:58 58:58 59:58"
"راوی (میں)","مولانا آزاد",7,"34 35 36 37","32:37 33:37 34:37 35:37 36:37 37:37 38:37"
"راوی (میں)","مولانا حسرت موہانی",7,"34 35 36 37","32:37 33:37 34:37 35:37 36:37 37:37 38:37"
"راوی (میں)","مولانا روم",7,"77 78 79 80","75:80 76:80 77:80 78:80 79:80 80:80 81:80"
"راوی (میں)","مولانا شبلی نعمانی",7,"34 35 36 37","32:37 33:37 34:37 35:37 36:37 37:37 38:37"
"راوی (میں)","مولانا ظفر علی خاں",7,"34 35 36 37","32:37 33:37 34:37 35:37 36:37 37:37 38:37"
"راوی (میں)","مولانا عبد الحکیم سیالکوٹی",7,"56 57 58 59","54:59 55:59 56:59 57:59 58:59 59:59 60:59"
"راوی (میں)","مولانا عبدالقادر",7,"37 38 39 40","35:40 36:40 37:40 38:40 39:40 40:40 41:40"
"راوی (میں)","مولانا غلام یحیی",7,"37 38 39 40","35:40 36:40 37:40 38:40 39:40 40:40 41:40"
"راوی (میں)","مولانا قاضی محمود",7,"37 38 39 40","35:40 36:40 37:40 38:40 39:40 40:40 41:40"
"راوی (میں)","مولانا محمد اسماعیل شہید",7,"37 38 39 40","35:40 36:40 37:40 38:40 39:40 40:40 41:40"
"راوی (میں)","مولانا مظہر علی",7,"37 38 39 40","35:40 36:40 37:40 38:40 39:40 40:40 41:40"
"راوی (میں)","مولوی اسمعیل",7,"34 35 36 37","32:37 33:37 34:37 35:37 36:37 37:37 38:37"
"راوی (میں)","مولوی ثناء اللہ",7,"34 35 36 37","32:37 33:37 34:37 35:37 36:37 37:37 38:37"
"راوی (میں)","مولوی روح اللہ صاحب",7,"59 60 61 62","57:62 58:62 59:62 60:62 61:62 62:62 63:62"
"راوی (میں)","مولوی عزیز مرزا",7,"34 35 36 37","32:37 33:37 34:37 35:37 36:37 37:37 38:37"
"راوی (میں)","مولوی علی حسن",7,"76 77 78 79","74:79 75:79 76:79 77:79 78:79 79:79 80:79"
"راوی (میں)","میاں احمد خان",7,"72 73 74 75","70:75 71:75 72:75 73:75 74:75 75:75 76:75"
"راوی (میں)","نادر شاہ",7,"72 73 74 75","70:75 71:75 72:75 73:75 74:75 75:75 76:75"
"راوی (میں)","نواب (سید صاحب کی کہانی)",6,"89 90 91 92","87:92 89:92 90:92 91:92 92:92 93:92"
"راوی (میں)","نوجوان (بادشاہ کی کہانی)",25,"40 41 42 43 45 46 49 50 51 52 55 56 57 58","38:43 39:43 40:43 41:43 42:43 43:43 44:43 44:46 45:46 46:46 47:46 47:52 48:52 49:52 50:52 51:52 52:52 53:52 53:58 54:58 55:58 56:58 57:58 58:58 59:58"
"راوی (میں)","نوکرانی (دیوا کی کہانی)",6,"87 88 89 90","85:90 86:90 87:90 89:90 90:90 91:90"
"راوی (میں)","نپولین اعظم",7,"20 21 22 23","18:23 19:23 20:23 21:23 22:23 23:23 24:23"
"راوی (میں)","والی",36,"3 4 5 31 32 33 34 35 36 50 51 52 53 65 66 67 68 89 90 91 92","1:5 2:5 3:5 4:5 5:5 6:5 29:34 30:34 31:34 32:34 33:34 34:34 35:34 35:36 36:36 37:36 48:53 49:53 50:53 51:53 52:53 53:53 54:53 63:68 64:68 65:68 66:68 67:68 68:68 69:68 87:92 89:92 90:92 91:92 92:92 93:92"
"راوی (میں)","کوکل تاش خان",7,"72 73 74 75","70:75 71:75 72:75 73:75 74:75 75:75 76:75"
