Character,Gender,TitleOrClass,Role
میرا بائی,Female,Devotional Poet,Minor
تلوک چند محروم,Male,Poet,Minor
سریندر پرکاش,Male,Writer,Minor
بلراج کومل,Male,Poet,Minor
افتخار عارف,Male,Poet,Minor
قرۃ العین حیدر,Female,Novelist,Minor
نواب اسماعیل خان,Male,Nawab,Minor
شمس الرحمن فاروقی,Male,Critic / Writer,Minor
اننت مورتی,Male,Novelist,Minor
استاد بسم اللہ خان,Male,Ustad / Musician,Minor
گوتم بدھ,Male,Religious Figure,Minor
رام چندر جی,Male,Mythic King / Deity,Minor
شری گنگا جی,Female,Deity / Personified River,Minor
حضرت نظام الدین اولیا,Male,Sufi Saint,Minor
خواجہ بختیار کاکی,Male,Sufi Saint,Minor
حضرت چراغ دہلی,Male,Sufi Saint,Minor
آصف فرخی,Male,Writer / Critic,Minor
زبیر رضوی,Male,Poet,Minor
عبید صدیقی,Male,Writer / Journalist,Minor
خان بہادر (دادا جان ہاپوڑ),Male,Family Elder / Khan Bahadur,Minor
تصدق حسین,Male,Lawyer / Writer,Minor
شبلی بیگم,Female,Begum / Family Elder,Minor
وکیل صاحب,Male,Lawyer,Minor
روحی بانو,Female,TV Actress,Minor
نانی اماں,Female,Family Elder,Minor
ڈاکٹر سلیم واحد سلیم,Male,Academic / Writer,Minor
عارف عبدالمتین,Male,Writer,Minor
ندرت الطاف,Female,Writer / Family,Minor
اے جی جوش,Male,Writer,Minor
اسرار زیدی,Male,Writer,Minor
مسعود اشعر,Male,Writer / Journalist,Minor
کرام اللہ,Male,Journalist / Writer,Minor
منو بھائی,Male,Writer / Columnist,Minor
افضل رندھاوا,Male,Writer / Politician,Minor
ڈاکٹر مہدی حسن,Male,Academic / Journalist,Minor
فخر زمان,Male,Writer / Politician,Minor
نواز شریف,Male,Politician,Minor
ایوب خاں,Male,Military Ruler,Minor
اندرا گاندھی,Female,Politician,Minor
بلراج منیرا,Male,Writer,Minor
ہنس راج رہبر,Male,Writer / Critic,Minor
الف المحراث,Male,Satirical Persona,Minor
عثمان علی خاں,Male,Ruler / Nawab,Minor
مولانا ظفر علی خاں,Male,Journalist / Poet,Minor
پروفیسر عبید اللہ,Male,Professor,Minor
ڈاکٹر عبد اللہ چغتائی,Male,Historian / Scholar,Minor
سر عبد القادر,Male,Writer / Sir,Minor
سید سلیمان ندوی,Male,Historian / Scholar,Minor
لائو پہلوان,Male,Wrestler,Minor
ڈاکٹر عبدالسلام خورشید,Male,Historian / Scholar,Minor
مرغوب صدیقی,Male,Writer / Editor,Minor
ڈاکٹر وحید قریشی,Male,Scholar,Minor
محمد حسن لطیفی,Male,Writer,Minor
ڈاکٹر جاوید اقبال,Male,Judge / Writer,Minor
کرنل صدیق سالک,Male,Army Officer / Writer,Minor
ایس ایم ظفر,Male,Lawyer / Politician,Minor
آنگ ساں سیو کائی,Female,Politician / Activist,Minor
سیموئل بیکٹ,Male,Playwright,Minor
یگانہ,Male,Poet,Minor
مجاہد اردو (گمنام مقرر),Unknown,Orator / Language Activist,Minor
