Character_A,Character_B,Weight,Pages(centers),Pairs(pa:pb)
"جاری","چوہدری برکت علی",13,"4 6 12 19 20 22 23 24 25 28 29 53","2:7 6:7 15:10 17:22 18:22 23:22 23:24 24:24 26:24 26:25 26:30 29:30 53:53"
"جاری","کرامت علی",39,"1 2 4 5 7 12 13 17 18 21 22 23 24 25 26 27 28 29 40 41 43 44 52 53 72 75 76 85 86 87 88 90","2:1 2:2 6:2 6:3 6:4 6:9 15:10 15:12 15:19 16:19 17:19 18:19 23:19 23:22 23:23 24:23 24:24 26:24 26:25 26:26 29:26 29:27 29:29 43:38 43:39 43:43 44:43 44:45 53:51 53:53 74:71 74:77 75:77 76:77 86:85 86:86 88:86 88:89 91:89"
"رحمت علی","رضیہ سلطانہ",3,"29 30 31","29:30 31:30 31:32"
"رحمت علی","سلامت علی",5,"27 49 50","29:25 51:47 51:48 51:49 51:50"
"رحمت علی","عطیہ جانی",1,"51","51:52"
"رحمت علی","فیروز شاہ",3,"29 30 31","29:30 31:30 31:32"
"رحمت علی","چوہدری برکت علی",6,"26 27 29 30 31 52","29:24 29:25 29:30 31:30 31:32 51:53"
"رحمت علی","کرامت علی",9,"26 27 28 29 30 31 51","29:24 29:25 29:26 29:27 29:29 31:29 31:30 31:31 51:51"
"رضیہ سلطانہ","سائیں",4,"9 19 83 84","12:7 20:19 81:86 83:86"
"رضیہ سلطانہ","سلامت علی",17,"13 17 19 21 22 23 27 39 59 62 64 73 83 84 91","12:15 20:15 20:19 20:23 21:23 22:23 23:23 30:25 37:41 38:41 61:58 61:64 64:64 75:71 81:86 83:86 94:89"
"رضیہ سلطانہ","سلطان میر",1,"12","12:12"
"رضیہ سلطانہ","عطیہ جانی",16,"9 10 13 17 18 20 21 22 23 75 83 84","12:7 12:9 12:15 20:15 20:16 20:17 20:20 21:20 21:21 22:21 22:23 23:23 75:75 76:75 81:86 83:86"
"رضیہ سلطانہ","علی محمد",9,"40 62 63 64 72 77 78 80","38:43 61:63 64:63 64:65 75:70 75:79 76:79 77:79 81:79"
"رضیہ سلطانہ","فیروز شاہ",26,"11 12 20 21 22 23 30 31 32 33 34 35 36 37 38 76 77 79","12:10 12:12 20:21 21:21 22:21 22:22 23:22 23:23 30:30 32:30 32:32 34:32 34:33 34:34 35:34 35:35 37:35 37:36 37:37 38:37 38:38 75:77 76:77 77:77 81:77 81:78"
"رضیہ سلطانہ","مولوی احمد اللہ",2,"61 63","61:62 64:62"
"رضیہ سلطانہ","چوہدری برکت علی",19,"9 10 11 21 22 23 27 30 31 32 33 34 35 36","12:7 12:8 12:9 12:10 20:22 21:22 22:22 23:22 23:24 30:25 30:30 32:30 32:32 34:32 34:33 34:35 35:35 37:35 37:36"
"رضیہ سلطانہ","کرامت علی",42,"10 11 12 19 21 22 23 27 28 29 30 31 32 33 34 35 36 37 38 58 59 61 62 63 64 73 76 77 79 83 84 91","12:9 12:10 12:12 20:19 20:22 21:22 22:22 23:22 23:23 30:25 30:26 30:27 30:29 30:30 32:30 32:31 32:32 34:32 34:33 34:34 35:34 35:35 37:35 37:36 37:37 38:37 38:38 61:56 61:58 61:61 64:61 64:62 64:64 75:71 75:77 76:77 77:77 81:77 81:78 81:85 83:85 94:89"
"سائیں","سلامت علی",9,"1 2 4 17 19 86 87 88","1:2 2:2 7:2 19:15 19:19 86:86 87:86 87:88 88:88"
"سائیں","سلطان میر",1,"9","7:12"
"سائیں","عطیہ جانی",12,"2 3 5 7 17 18 19 86 87","1:4 2:4 7:4 7:7 19:15 19:16 19:17 19:20 86:86 87:86 87:87 88:87"
"سائیں","فیروز شاہ",2,"8 20","7:10 19:21"
"سائیں","چوہدری برکت علی",3,"4 7 20","2:7 7:7 19:22"
"سائیں","کرامت علی",13,"1 2 4 5 8 19 85 86 88","1:1 2:1 2:2 7:2 7:3 7:4 7:9 19:19 86:85 86:86 87:86 87:89 88:89"
"سلامت علی","سلطان میر",1,"13","15:12"
"سلامت علی","عطیہ جانی",18,"3 15 17 18 19 21 22 23 24 49 50 51 73 86 87","2:4 15:15 19:15 19:16 19:17 19:20 23:20 23:21 23:23 25:23 47:52 48:52 49:52 50:52 71:75 86:86 88:86 88:87"
"سلامت علی","علی محمد",9,"42 43 60 63 64 69 70","41:43 42:43 44:43 58:63 64:63 64:65 71:68 71:69 71:70"
"سلامت علی","فیروز شاہ",11,"12 13 20 22 23 24 27 38 39","15:10 15:12 19:21 23:21 23:22 23:23 25:23 25:30 41:36 41:37 41:38"
"سلامت علی","مولوی احمد اللہ",2,"60 63","58:62 64:62"
"سلامت علی","نسرین",6,"42 43 44 45 46","41:44 42:44 44:44 45:44 45:45 47:45"
"سلامت علی","چوہدری برکت علی",12,"4 12 20 22 23 24 25 38 50 51 55","2:7 15:10 19:22 23:22 23:24 25:24 25:25 41:36 48:53 49:53 50:53 58:53"
"سلامت علی","کرامت علی",40,"1 2 12 13 17 19 21 22 23 24 25 38 39 40 42 43 44 45 46 49 50 55 56 57 58 62 63 64 71 85 86 87 88 89","2:1 2:2 15:10 15:12 15:19 19:19 23:19 23:22 23:23 25:23 25:24 25:25 41:36 41:37 41:38 41:39 41:43 42:43 44:43 44:45 45:45 47:45 47:51 48:51 49:51 50:51 58:53 58:54 58:55 58:56 58:58 64:61 64:62 64:64 71:71 86:85 86:86 88:86 88:89 89:89"
"سلطان میر","عطیہ جانی",3,"9 10 13","12:7 12:9 12:15"
"سلطان میر","فیروز شاہ",2,"11 12","12:10 12:12"
"سلطان میر","چوہدری برکت علی",4,"9 10 11","12:7 12:8 12:9 12:10"
"سلطان میر","کرامت علی",3,"10 11 12","12:9 12:10 12:12"
"عطیہ جانی","علی محمد",2,"72 77","75:70 75:79"
"عطیہ جانی","فیروز شاہ",12,"8 9 12 13 18 19 20 21 22 23 76","7:10 9:10 15:10 15:12 16:21 17:21 20:21 21:21 23:21 23:22 23:23 75:77"
"عطیہ جانی","چوہدری برکت علی",12,"5 7 8 9 12 19 21 22 23 52","4:7 7:7 9:7 9:8 9:9 15:10 17:22 20:22 21:22 23:22 23:24 52:53"
"عطیہ جانی","کرامت علی",25,"2 3 4 5 8 9 12 13 17 18 19 21 22 23 51 52 73 76 85 86 88","4:1 4:2 4:3 4:4 7:4 7:9 9:9 15:10 15:12 15:19 16:19 17:19 20:19 20:22 21:22 23:22 23:23 52:51 52:53 75:71 75:77 86:85 86:86 87:86 87:89"
"علی محمد","فیروز شاہ",3,"40 78","43:38 79:77 79:78"
"علی محمد","مولوی احمد اللہ",1,"62","63:62"
"علی محمد","نسرین",1,"43","43:44"
"علی محمد","کرامت علی",13,"40 41 43 60 62 63 64 69 70 78","43:38 43:39 43:43 63:58 63:61 63:62 63:64 65:64 68:71 69:71 70:71 79:77 79:78"
"فیروز شاہ","چوہدری برکت علی",21,"8 9 10 11 21 22 23 27 30 31 32 33 34 35 36","10:7 10:8 10:9 10:10 12:10 21:22 22:22 23:22 23:24 30:25 30:30 32:30 32:32 33:32 33:33 34:33 34:35 35:35 36:35 36:36 37:36"
"فیروز شاہ","کرامت علی",32,"9 10 11 12 20 21 22 23 27 28 29 30 31 32 33 34 35 36 37 38 77 78","10:9 10:10 12:10 12:12 21:19 21:22 22:22 23:22 23:23 30:25 30:26 30:27 30:29 30:30 32:30 32:31 32:32 33:32 33:33 34:33 34:34 35:34 35:35 36:35 36:36 37:36 37:37 38:37 38:38 77:77 78:77 78:78"
"مولوی احمد اللہ","کرامت علی",3,"60 61 62","62:58 62:61 62:62"
"نسرین","کرامت علی",4,"41 43 44 45","44:39 44:43 44:45 45:45"
"چوہدری برکت علی","کرامت علی",32,"4 5 8 9 10 20 22 23 24 25 27 28 29 30 31 32 33 34 35 36 52 53","7:2 7:3 7:4 7:9 8:9 9:9 10:9 10:10 22:19 22:22 24:22 24:23 24:24 25:24 25:25 30:25 30:26 30:27 30:29 30:30 32:30 32:31 32:32 33:32 33:33 35:33 35:34 35:35 36:35 36:36 53:51 53:53"
