Character_A,Character_B,Weight,Pages(centers),Pairs(pa:pb)
"جاری","علی محمد",11,"43 58 69 71 72 76 77 82","43:43 44:43 53:63 74:65 74:68 74:69 74:70 74:79 75:79 76:79 86:79"
"جاری","فیروز شاہ",26,"6 8 12 13 18 19 22 23 27 28 29 38 39 40 75 76 81 82","2:10 6:10 15:10 15:12 15:21 16:21 17:21 18:21 23:21 23:22 23:23 24:23 24:30 26:30 29:30 43:33 43:34 43:35 43:36 43:37 43:38 74:77 75:77 76:77 86:77 86:78"
"جاری","مولوی احمد اللہ",1,"57","53:62"
"جاری","نسرین",4,"43 44 48 49","43:44 44:44 53:44 53:45"
"جاری","چوہدری برکت علی",23,"4 6 11 12 18 19 20 22 23 24 25 28 29 38 39 48 53","2:7 6:7 15:7 15:8 15:9 15:10 15:22 16:22 17:22 18:22 23:22 23:24 24:24 26:24 26:25 26:30 29:30 43:33 43:35 43:36 43:53 44:53 53:53"
"جاری","کرامت علی",49,"1 2 4 5 7 12 13 17 18 21 22 23 24 25 26 27 28 29 38 39 40 41 43 44 49 52 53 69 72 75 76 81 82 85 86 87 88 90","2:1 2:2 6:2 6:3 6:4 6:9 15:9 15:10 15:12 15:19 16:19 17:19 18:19 23:19 23:22 23:23 24:23 24:24 26:24 26:25 26:26 29:26 29:27 29:29 43:33 43:34 43:35 43:36 43:37 43:38 43:39 43:43 44:43 44:45 53:45 53:51 53:53 74:64 74:71 74:77 75:77 76:77 86:77 86:78 86:85 86:86 88:86 88:89 91:89"
"رحمت علی","رضیہ سلطانہ",8,"24 25 26 29 30 31 56","29:20 29:21 29:22 29:23 29:30 31:30 31:32 51:61"
"رحمت علی","سائیں",1,"24","29:19"
"رحمت علی","سلامت علی",13,"24 26 27 36 46 47 48 49 50 54","29:19 29:23 29:25 31:41 51:41 51:42 51:44 51:45 51:47 51:48 51:49 51:50 51:58"
"رحمت علی","عطیہ جانی",4,"24 25 26 51","29:20 29:21 29:23 51:52"
"رحمت علی","علی محمد",1,"47","51:43"
"رحمت علی","فیروز شاہ",6,"25 26 29 30 31","29:21 29:22 29:23 29:30 31:30 31:32"
"رحمت علی","نسرین",2,"47 48","51:44 51:45"
"رحمت علی","چوہدری برکت علی",7,"25 26 27 29 30 31 52","29:22 29:24 29:25 29:30 31:30 31:32 51:53"
"رحمت علی","کرامت علی",14,"24 25 26 27 28 29 30 31 47 48 51","29:19 29:22 29:23 29:24 29:25 29:26 29:27 29:29 31:29 31:30 31:31 51:43 51:45 51:51"
"رضیہ سلطانہ","سائیں",11,"7 9 15 19 81 83 84 90 91","12:2 12:7 12:19 20:19 76:86 77:86 81:86 83:86 94:86 94:87 94:88"
"رضیہ سلطانہ","سلامت علی",27,"7 13 17 19 21 22 23 26 27 36 37 38 39 59 62 64 73 81 83 84 90 91 97","12:2 12:15 20:15 20:19 20:23 21:23 22:23 23:23 30:23 30:25 32:41 34:41 35:41 37:41 38:41 61:58 61:64 64:64 75:71 76:86 77:86 81:86 83:86 94:86 94:88 94:89 94:101"
"رضیہ سلطانہ","سلطان میر",2,"12 16","12:12 20:12"
"رضیہ سلطانہ","عطیہ جانی",23,"8 9 10 13 17 18 20 21 22 23 26 56 75 81 83 84 90","12:4 12:7 12:9 12:15 20:15 20:16 20:17 20:20 21:20 21:21 22:21 22:23 23:23 30:23 61:52 75:75 76:75 76:86 77:86 81:86 83:86 94:86 94:87"
"رضیہ سلطانہ","علی محمد",15,"38 39 40 62 63 64 70 71 72 77 78 80","34:43 35:43 37:43 38:43 61:63 64:63 64:65 75:65 75:68 75:69 75:70 75:79 76:79 77:79 81:79"
"رضیہ سلطانہ","فیروز شاہ",28,"11 12 16 20 21 22 23 26 30 31 32 33 34 35 36 37 38 76 77 79","12:10 12:12 20:12 20:21 21:21 22:21 22:22 23:22 23:23 30:23 30:30 32:30 32:32 34:32 34:33 34:34 35:34 35:35 37:35 37:36 37:37 38:37 38:38 75:77 76:77 77:77 81:77 81:78"
"رضیہ سلطانہ","مولوی احمد اللہ",2,"61 63","61:62 64:62"
"رضیہ سلطانہ","نسرین",4,"39 40 41","34:44 35:44 37:44 38:44"
"رضیہ سلطانہ","چوہدری برکت علی",22,"9 10 11 17 21 22 23 27 30 31 32 33 34 35 36 57","12:7 12:8 12:9 12:10 12:22 20:22 21:22 22:22 23:22 23:24 30:24 30:25 30:30 32:30 32:32 34:32 34:33 34:35 35:35 37:35 37:36 61:53"
"رضیہ سلطانہ","کرامت علی",54,"7 8 10 11 12 16 19 21 22 23 26 27 28 29 30 31 32 33 34 35 36 37 38 56 57 58 59 61 62 63 64 73 76 77 79 83 84 89 90 91","12:2 12:3 12:4 12:9 12:10 12:12 20:12 20:19 20:22 21:22 22:22 23:22 23:23 30:23 30:24 30:25 30:26 30:27 30:29 30:30 32:30 32:31 32:32 34:32 34:33 34:34 35:34 35:35 37:35 37:36 37:37 38:37 38:38 61:51 61:53 61:54 61:55 61:56 61:58 61:61 64:61 64:62 64:64 75:71 75:77 76:77 77:77 81:77 81:78 81:85 83:85 94:85 94:86 94:89"
"سائیں","سلامت علی",10,"1 2 4 11 17 19 86 87 88","1:2 2:2 7:2 7:15 19:15 19:19 86:86 87:86 87:88 88:88"
"سائیں","سلطان میر",3,"7 9 15","2:12 7:12 19:12"
"سائیں","عطیہ جانی",13,"2 3 5 7 14 17 18 19 86 87","1:4 2:4 7:4 7:7 19:9 19:15 19:16 19:17 19:20 86:86 87:86 87:87 88:87"
"سائیں","علی محمد",1,"82","86:79"
"سائیں","فیروز شاہ",8,"5 6 8 14 15 20 81 82","1:10 2:10 7:10 19:10 19:12 19:21 86:77 86:78"
"سائیں","چوہدری برکت علی",6,"4 7 14 20","1:7 2:7 7:7 19:9 19:10 19:22"
"سائیں","کرامت علی",18,"1 2 4 5 8 14 15 19 81 82 85 86 88","1:1 2:1 2:2 7:2 7:3 7:4 7:9 19:9 19:10 19:12 19:19 86:77 86:78 86:85 86:86 87:86 87:89 88:89"
"سلامت علی","سلطان میر",2,"7 13","2:12 15:12"
"سلامت علی","عطیہ جانی",24,"3 11 12 15 17 18 19 21 22 23 24 47 48 49 50 51 55 73 86 87","2:4 15:7 15:9 15:15 19:15 19:16 19:17 19:20 23:20 23:21 23:23 25:23 42:52 44:52 45:52 47:52 48:52 49:52 50:52 58:52 71:75 86:86 88:86 88:87"
"سلامت علی","علی محمد",12,"42 43 60 63 64 68 69 70 75 82","41:43 42:43 44:43 58:63 64:63 64:65 71:65 71:68 71:69 71:70 71:79 86:79"
"سلامت علی","فیروز شاہ",20,"6 12 13 18 20 22 23 24 27 36 37 38 39 74 81 82","2:10 15:10 15:12 15:21 19:21 23:21 23:22 23:23 25:23 25:30 41:32 41:33 41:34 41:35 41:36 41:37 41:38 71:77 86:77 86:78"
"سلامت علی","مولوی احمد اللہ",2,"60 63","58:62 64:62"
"سلامت علی","نسرین",6,"42 43 44 45 46","41:44 42:44 44:44 45:44 45:45 47:45"
"سلامت علی","چوہدری برکت علی",22,"4 11 12 18 20 22 23 24 25 36 37 38 48 49 50 51 55","2:7 15:7 15:8 15:9 15:10 15:22 19:22 23:22 23:24 25:24 25:25 41:32 41:33 41:35 41:36 44:53 45:53 47:53 48:53 49:53 50:53 58:53"
"سلامت علی","کرامت علی",51,"1 2 12 13 17 19 21 22 23 24 25 36 37 38 39 40 42 43 44 45 46 49 50 54 55 56 57 58 61 62 63 64 67 71 81 82 85 86 87 88 89","2:1 2:2 15:9 15:10 15:12 15:19 19:19 23:19 23:22 23:23 25:23 25:24 25:25 41:31 41:32 41:33 41:34 41:35 41:36 41:37 41:38 41:39 41:43 42:43 44:43 44:45 45:45 47:45 47:51 48:51 49:51 50:51 58:51 58:53 58:54 58:55 58:56 58:58 64:58 64:61 64:62 64:64 71:64 71:71 86:77 86:78 86:85 86:86 88:86 88:89 89:89"
"سلطان میر","عطیہ جانی",4,"8 9 10 13","12:4 12:7 12:9 12:15"
"سلطان میر","فیروز شاہ",2,"11 12","12:10 12:12"
"سلطان میر","چوہدری برکت علی",5,"9 10 11 17","12:7 12:8 12:9 12:10 12:22"
"سلطان میر","کرامت علی",6,"7 8 10 11 12","12:2 12:3 12:4 12:9 12:10 12:12"
"عطیہ جانی","علی محمد",7,"47 70 71 72 77 82","52:43 75:65 75:68 75:69 75:70 75:79 86:79"
"عطیہ جانی","فیروز شاہ",16,"7 8 9 12 13 18 19 20 21 22 23 76 81 82","4:10 7:10 9:10 15:10 15:12 15:21 16:21 17:21 20:21 21:21 23:21 23:22 23:23 75:77 86:77 86:78"
"عطیہ جانی","مولوی احمد اللہ",1,"57","52:62"
"عطیہ جانی","نسرین",2,"48","52:44 52:45"
"عطیہ جانی","چوہدری برکت علی",15,"5 7 8 9 12 18 19 21 22 23 52","4:7 7:7 9:7 9:8 9:9 15:9 15:10 15:22 16:22 17:22 20:22 21:22 23:22 23:24 52:53"
"عطیہ جانی","کرامت علی",30,"2 3 4 5 8 9 12 13 17 18 19 21 22 23 47 48 51 52 73 76 81 82 85 86 88","4:1 4:2 4:3 4:4 7:4 7:9 9:9 15:9 15:10 15:12 15:19 16:19 17:19 20:19 20:22 21:22 23:22 23:23 52:43 52:45 52:51 52:53 75:71 75:77 86:77 86:78 86:85 86:86 87:86 87:89"
"علی محمد","فیروز شاہ",11,"38 39 40 72 73 78","43:33 43:34 43:35 43:36 43:37 43:38 68:77 69:77 70:77 79:77 79:78"
"علی محمد","مولوی احمد اللہ",1,"62","63:62"
"علی محمد","نسرین",1,"43","43:44"
"علی محمد","چوہدری برکت علی",5,"38 39 48 58","43:33 43:35 43:36 43:53 63:53"
"علی محمد","کرامت علی",25,"38 39 40 41 43 58 59 60 62 63 64 68 69 70 75 78 82","43:33 43:34 43:35 43:36 43:37 43:38 43:39 43:43 63:53 63:54 63:55 63:56 63:58 63:61 63:62 63:64 65:64 65:71 68:71 69:71 70:71 79:71 79:77 79:78 79:85"
"فیروز شاہ","نسرین",5,"39 40 41","34:44 35:44 36:44 37:44 38:44"
"فیروز شاہ","چوہدری برکت علی",23,"8 9 10 11 17 21 22 23 27 30 31 32 33 34 35 36","10:7 10:8 10:9 10:10 12:10 12:22 21:22 22:22 23:22 23:24 30:24 30:25 30:30 32:30 32:32 33:32 33:33 34:33 34:35 35:35 36:35 36:36 37:36"
"فیروز شاہ","کرامت علی",40,"5 6 7 9 10 11 12 16 20 21 22 23 26 27 28 29 30 31 32 33 34 35 36 37 38 74 77 78","10:1 10:2 10:3 10:4 10:9 10:10 12:10 12:12 21:12 21:19 21:22 22:22 23:22 23:23 30:23 30:24 30:25 30:26 30:27 30:29 30:30 32:30 32:31 32:32 33:32 33:33 34:33 34:34 35:34 35:35 36:35 36:36 37:36 37:37 38:37 38:38 77:71 77:77 78:77 78:78"
"مولوی احمد اللہ","چوہدری برکت علی",1,"57","62:53"
"مولوی احمد اللہ","کرامت علی",7,"57 58 59 60 61 62","62:53 62:54 62:55 62:56 62:58 62:61 62:62"
"نسرین","چوہدری برکت علی",4,"39 40 48 49","44:35 44:36 44:53 45:53"
"نسرین","کرامت علی",9,"39 40 41 43 44 45","44:34 44:35 44:36 44:37 44:38 44:39 44:43 44:45 45:45"
"چوہدری برکت علی","کرامت علی",36,"4 5 8 9 10 17 20 22 23 24 25 27 28 29 30 31 32 33 34 35 36 48 49 52 53","7:1 7:2 7:3 7:4 7:9 8:9 9:9 10:9 10:10 22:12 22:19 22:22 24:22 24:23 24:24 25:24 25:25 30:25 30:26 30:27 30:29 30:30 32:30 32:31 32:32 33:32 33:33 35:33 35:34 35:35 36:35 36:36 53:43 53:45 53:51 53:53"
