Character_A,Character_B,Weight,Pages(centers),Pairs(pa:pb)
"جمال افروز انصاری","ریاض احمد زبیری",62,"6 8 9 10 11 14 25 28 29 30 32 33 34 35 36 37 38 39 44 48 49 50 51 52 54 55 56 58 59 60 61 62 63 64 68 72 73 74 76 77 78 79","5:7 9:7 9:8 9:9 10:9 10:10 12:10 12:17 30:20 30:26 30:29 30:30 34:30 34:31 34:32 34:33 34:35 35:35 36:35 36:36 37:36 37:37 38:37 38:38 39:38 39:40 48:40 48:41 48:48 49:48 49:49 52:49 52:51 52:52 57:52 57:53 57:54 57:55 57:59 58:59 59:59 61:59 61:60 61:61 62:61 62:62 63:62 63:63 64:63 64:64 73:64 73:71 73:73 74:73 74:75 77:75 77:76 77:77 78:77 78:78 79:78 79:79"
"جمال افروز انصاری","سلیم",7,"16 25 26 27 28","12:21 30:21 30:22 30:23 30:24 30:25 30:26"
"جمال افروز انصاری","شوکت محمود",46,"4 6 8 11 12 25 26 27 28 29 30 32 35 36 37 38 49 50 51 52 54 55 56 57 58 59 60 62 63 64 68 72 74 75 76","5:4 5:7 9:7 9:13 10:13 12:13 30:21 30:22 30:23 30:24 30:25 30:26 30:27 30:28 30:29 30:31 34:31 34:36 35:36 36:36 37:36 37:38 38:38 39:38 48:51 49:51 52:51 52:52 57:52 57:54 57:55 57:58 58:58 59:58 59:59 61:59 61:60 61:64 62:64 63:64 64:64 73:64 73:71 73:76 74:76 77:76"
"جمال افروز انصاری","محمود",7,"16 25 29 67 68 72","12:21 30:21 30:29 62:72 63:72 64:72 73:72"
"جمال افروز انصاری","نعیم",9,"64 65 66 71 81 82","59:69 61:69 62:69 63:69 64:69 73:69 77:85 78:85 79:85"
"جمال افروز انصاری","پروفیسر شریف",6,"49 50 51 53 55 56","48:51 49:51 52:51 52:54 57:54 57:55"
"جمال افروز انصاری","کریم بھائی",7,"16 25 26 27 28","12:21 30:21 30:22 30:23 30:24 30:25 30:26"
"جمال افروز انصاری","گڈو",34,"3 6 8 9 14 15 25 42 43 47 48 49 50 51 52 54 58 59 60 62 63 67 72 73 75 77","5:2 5:8 9:8 9:9 10:9 10:18 12:18 30:20 37:47 38:47 39:47 48:47 48:48 49:48 49:49 52:49 52:50 52:52 57:52 57:60 58:60 59:60 61:60 61:63 62:63 63:63 64:63 64:71 73:71 73:73 74:73 74:77 77:77 78:77"
"جمیلہ","ریاض احمد زبیری",17,"19 20 23 24 25 26 28 29 51 52 53 54 55","21:17 21:20 21:26 22:26 24:26 25:26 26:26 27:26 27:29 29:29 55:48 55:49 55:51 55:52 55:53 55:54 55:55"
"جمیلہ","سلیم",11,"21 22 23 24 25 26","21:21 22:21 22:22 24:22 24:23 24:24 25:24 25:25 26:25 26:26 27:26"
"جمیلہ","شوکت محمود",25,"17 18 19 20 21 22 23 24 25 26 27 28 29 53 54 55","21:13 21:15 21:16 21:17 21:18 21:19 21:21 22:21 22:22 24:22 24:23 24:24 25:24 25:25 26:25 26:26 27:26 27:27 29:27 29:28 29:29 55:51 55:52 55:54 55:55"
"جمیلہ","محمود",8,"21 25 26 27 28 29","21:21 22:21 22:29 24:29 25:29 26:29 27:29 29:29"
"جمیلہ","پروفیسر شریف",3,"53 54 55","55:51 55:54 55:55"
"جمیلہ","کریم بھائی",11,"21 22 23 24 25 26","21:21 22:21 22:22 24:22 24:23 24:24 25:24 25:25 26:25 26:26 27:26"
"جمیلہ","گڈو",9,"19 20 51 52 53 57","21:18 21:19 21:20 55:47 55:48 55:49 55:50 55:52 55:60"
"ریاض احمد زبیری","سلیم",9,"19 20 23 24 25 26 27","17:21 20:21 26:21 26:22 26:23 26:24 26:25 26:26 29:26"
"ریاض احمد زبیری","شوکت محمود",64,"5 7 10 11 15 16 17 18 19 20 23 24 25 26 27 28 29 30 31 34 35 36 37 38 39 46 49 50 51 52 53 54 55 57 58 59 60 62 63 64 67 71 72 74 75 76","7:4 7:7 8:7 8:13 9:13 10:13 17:13 17:15 17:16 17:17 20:17 20:18 20:19 20:21 26:21 26:22 26:23 26:24 26:25 26:26 29:26 29:27 29:28 29:29 30:29 30:31 31:31 32:31 32:36 33:36 35:36 36:36 37:36 37:38 38:38 40:38 41:51 48:51 49:51 51:51 52:51 52:52 53:52 53:54 54:54 55:54 55:55 59:55 59:58 59:59 60:59 60:60 61:60 61:64 62:64 63:64 64:64 71:64 71:71 73:71 73:76 75:76 76:76 77:76"
"ریاض احمد زبیری","محمود",11,"19 20 23 27 29 67 68 71 72","17:21 20:21 26:21 26:29 29:29 30:29 62:72 63:72 64:72 71:72 73:72"
"ریاض احمد زبیری","نعیم",12,"64 65 66 70 80 81 82","59:69 60:69 61:69 62:69 63:69 64:69 71:69 75:85 76:85 77:85 78:85 79:85"
"ریاض احمد زبیری","پروفیسر شریف",11,"46 49 50 51 53 54 55 57","41:51 48:51 49:51 51:51 52:51 52:54 53:54 54:54 55:54 55:55 59:55"
"ریاض احمد زبیری","کریم بھائی",9,"19 20 23 24 25 26 27","17:21 20:21 26:21 26:22 26:23 26:24 26:25 26:26 29:26"
"ریاض احمد زبیری","گڈو",44,"4 7 8 9 14 17 19 20 23 42 43 44 47 48 49 50 51 52 56 57 59 60 62 63 67 71 72 73 74 76 77","7:2 7:8 8:8 9:8 9:9 10:9 10:18 17:18 20:18 20:19 20:20 26:20 37:47 38:47 40:47 41:47 48:47 48:48 49:48 49:49 51:49 51:50 51:52 52:52 53:52 53:60 54:60 55:60 59:60 60:60 61:60 61:63 62:63 63:63 64:63 64:71 71:71 73:71 73:73 75:73 75:77 76:77 77:77 78:77"
"سلیم","شوکت محمود",17,"17 18 19 20 21 22 23 24 25 26","21:13 21:15 21:16 21:17 21:18 21:19 21:21 22:21 22:22 23:22 23:23 24:23 24:24 25:24 25:25 26:25 26:26"
"سلیم","محمود",7,"21 25 26 27","21:21 22:21 22:29 23:29 24:29 25:29 26:29"
"سلیم","کریم بھائی",11,"21 22 23 24 25 26","21:21 22:21 22:22 23:22 23:23 24:23 24:24 25:24 25:25 26:25 26:26"
"سلیم","گڈو",3,"19 20","21:18 21:19 21:20"
"شوکت محمود","محمود",20,"17 18 19 20 21 25 26 27 28 29 30 68 71 74","13:21 15:21 16:21 17:21 18:21 19:21 21:21 22:21 22:29 23:29 24:29 25:29 26:29 27:29 28:29 29:29 31:29 64:72 71:72 76:72"
"شوکت محمود","نعیم",5,"64 66 70 80","59:69 60:69 64:69 71:69 76:85"
"شوکت محمود","پروفیسر شریف",7,"51 53 54 55 56","51:51 52:51 52:54 54:54 55:54 55:55 58:55"
"شوکت محمود","کریم بھائی",18,"17 18 19 20 21 22 23 24 25 26","13:21 15:21 16:21 17:21 18:21 19:21 21:21 22:21 22:22 23:22 23:23 24:23 24:24 25:24 25:25 26:25 26:26 27:26"
"شوکت محمود","گڈو",34,"3 6 7 10 11 15 16 17 18 19 20 42 49 50 51 52 53 57 59 60 62 63 67 71 73 74 76","4:2 4:8 7:8 13:8 13:9 13:18 15:18 16:18 17:18 18:18 19:18 19:19 21:19 21:20 38:47 51:47 51:48 51:49 51:50 51:52 52:52 54:52 54:60 55:60 58:60 59:60 60:60 64:60 64:63 64:71 71:71 76:71 76:73 76:77"
"محمود","نعیم",5,"70 88 90 92","72:69 91:85 91:90 91:93 92:93"
"محمود","کریم بھائی",7,"21 25 26 27","21:21 29:21 29:22 29:23 29:24 29:25 29:26"
"محمود","گڈو",6,"19 20 67 71 72","21:18 21:19 21:20 72:63 72:71 72:73"
"نعیم","گڈو",4,"64 66 70 81","69:60 69:63 69:71 85:77"
"پروفیسر شریف","گڈو",8,"49 50 51 53 57","51:47 51:48 51:49 51:50 51:52 54:52 54:60 55:60"
"کریم بھائی","گڈو",3,"19 20","21:18 21:19 21:20"
